observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2824306,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,32",,"75,4",,"76,47",,"2,5",
2,2824207,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,3",,"67,1",,"77,66",,"2,5",
2,2824205,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,6",,"66,9",,"63,93",,3,
1,2824204,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,99",,"67,7",,"66,44",,1,
1,2824206,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,21",,"68,1",,"70,71",,1,
1,2824294,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,94",,"72,8",,"70,45",,"5,5",
2,2824295,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,59",,73,,"69,85",,7,
2,2824293,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,94",,"74,2",,"68,76",,7,
1,2824292,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,08",,"75,3",,"68,96",,"4,5",
1,2824258,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,13,,"66,3",,"75,62",,1,
2,2824257,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,28",,"69,4",,"64,75",,"6,5",
1,2824256,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,59",,"70,6",,"72,2",,1,
2,2824259,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,48",,"68,1",,"75,09",,"7,5",
1,2824232,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,57",,"67,9",,"55,79",,1,
2,2824235,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,98",,"71,9",,"74,33",,5,
2,2824233,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,82",,"64,6",,"44,52",,2,
1,2824234,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,36",,"73,3",,"83,44",,1,
2,2824169,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,78",,"68,8",,"55,78",,4,
1,2824170,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,27",,"69,6",,"67,16",,1,
2,2824171,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,82",,69,,"64,84",,7,
1,2824168,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,71",,"68,9",,"60,81",,1,
1,2824190,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,19",,"73,2",,"71,29",,1,
2,2824189,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,33",,"69,8",,"58,51",,"5,5",
1,2824188,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,24",,"70,8",,"59,07",,1,
2,2824191,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,27",,"71,8",,"68,98",,"6,5",
2,2824275,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,99",,"66,5",,"59,9",,8,
2,2824273,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,83",,"67,1",,"52,3",,"7,5",
1,2824272,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,36",,"66,7",,"55,72",,"2,5",
1,2824274,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"14,85",,"67,8",,"59,34",,"2,5",
2,2824183,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,25",,75,,"77,88",,3,
1,2824182,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,69",,"74,1",,"76,78",,1,
2,2824181,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,4",,"67,8",,"62,9",,"2,5",
1,2824180,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,89",,"70,6",,"60,78",,1,
1,2824192,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,84",,"69,1",,"58,15",,2,
2,2824195,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,05",,"69,9",,"74,88",,7,
1,2824194,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,13",,"70,1",,"72,63",,2,
2,2824193,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,52",,"68,1",,"60,36",,5,
2,2824329,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,91",,"65,7",,"64,92",,4,
2,2824331,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,38",,64,,"69,65",,6,
1,2824330,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,2",,"64,7",,"70,28",,1,
1,2824328,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,14",,"68,5",,"68,89",,1,
2,2824221,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,2",,"74,5",,"67,55",,5,
2,2824223,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,92",,"71,9",,"67,31",,"7,5",
1,2824222,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"14,39",,70,,"65,31",,3,
1,2824220,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,1",,"74,2",,"68,72",,1,
1,2824246,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,76",,"68,2",,"58,5",,1,
2,2824245,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,3",,"68,5",,"44,47",,"3,5",
2,2824247,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,82",,70,,"63,76",,7,
1,2824244,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,87",,"70,4",,"50,39",,1,
1,2824302,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,42",,70,,"73,49",,1,
2,2824301,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,03",,"72,9",,"63,54",,"4,5",
2,2824303,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,43",,"70,8",,"73,18",,6,
1,2824300,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,32",,"72,8",,"65,42",,"1,5",
2,2824159,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,06",,"73,2",,"75,41",,6,
1,2824158,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,43",,72,,"76,05",,2,
2,2824157,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,65",,72,,"62,62",,5,
1,2824156,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,38",,73,,"55,71",,1,
2,2824239,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,37",,"72,2",,"80,1",,"1,5",
1,2824238,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,24",,72,,"72,24",,1,
2,2824237,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,73",,"69,8",,"54,88",,"2,5",
1,2824236,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,02",,"69,1",,"60,9",,1,
1,2824230,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,63",,"69,2",,"69,82",,1,
2,2824229,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,45",,"59,3",,"42,38",,"2,5",
2,2824231,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,28",,68,,"69,17",,5,
1,2824228,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,51",,"63,9",,50,,1,
1,2824314,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,14",,69,,"72,41",,1,
1,2824312,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,83",,"69,4",,"66,97",,1,
2,2824315,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,48",,"71,6",,"77,5",,5,
2,2824313,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,57",,71,,"67,46",,4,
2,2824253,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"14,07",,"69,5",,"52,26",,"5,5",
2,2824255,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,22",,"70,9",,"73,37",,6,
1,2824252,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"14,35",,"68,7",,"51,94",,1,
1,2824254,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"14,05",,"69,4",,"62,08",,1,
1,2824162,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,55",,"68,3",,"74,98",,1,
1,2824160,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,66",,"69,6",,"66,89",,1,
2,2824163,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,14",,"73,7",,"90,1",,"2,5",
