observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2807717,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,62005,https://doi.org/10.15454/Q0EAS8,DI05020,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"64,79",
2,2807718,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,62005,https://doi.org/10.15454/Q0EAS8,DI05020,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"91,9",
2,2807676,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"78,58",
1,2807675,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"74,03",
1,2807643,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"60,27",
2,2807644,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"75,34",
2,2807658,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26831,https://doi.org/10.15454/CK12PW,RE04022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"92,2",
1,2807657,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26831,https://doi.org/10.15454/CK12PW,RE04022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"79,61",
2,2807716,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26896,https://doi.org/10.15454/PBJIBN,CF04184,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,75,
1,2807715,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,26896,https://doi.org/10.15454/PBJIBN,CF04184,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"69,88",
2,2807668,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,48575,gnpis_pui:holding-921_taxon-4898_accession-48575,DI05018,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"76,89",
1,2807667,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,48575,gnpis_pui:holding-921_taxon-4898_accession-48575,DI05018,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"69,32",
1,2807691,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,48611,gnpis_pui:holding-921_taxon-4898_accession-48611,EM04343,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"66,79",
2,2807692,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,48611,gnpis_pui:holding-921_taxon-4898_accession-48611,EM04343,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"80,74",
2,2807686,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,48954,gnpis_pui:holding-921_taxon-4898_accession-48954,DI05012,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"89,9",
1,2807685,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,48954,gnpis_pui:holding-921_taxon-4898_accession-48954,DI05012,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"81,29",
2,2807652,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,49302,gnpis_pui:holding-921_taxon-4898_accession-49302,EM04334,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"83,06",
1,2807651,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,49302,gnpis_pui:holding-921_taxon-4898_accession-49302,EM04334,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"65,71",
2,2807678,BTH_Colmar_2005_SetB2,BTH_Colmar_2005_SetB2,49357,gnpis_pui:holding-921_taxon-4898_accession-49357,DI05015,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"83,19",
