observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI00005itkt,2764557,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,26857,https://doi.org/10.15454/HTU2TO,DI00005,VIRTUAL_TRIAL,,,,,,,,treated,2000,"87,6",,"93,9",
CF00189itkt,2764568,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,25896,https://doi.org/10.15454/RWJVRH,CF00189,VIRTUAL_TRIAL,,,,,,,,treated,2000,"95,6",,"102,5",
CF99056itkt,2764592,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48578,gnpis_pui:holding-921_taxon-4898_accession-48578,CF99056,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,4",,"96,9",
CF00188itkt,2764569,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48390,gnpis_pui:holding-921_taxon-4898_accession-48390,CF00188,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,4",,"90,5",
DI00007itkt,2764578,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,49259,gnpis_pui:holding-921_taxon-4898_accession-49259,DI00007,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,"96,5",
DI00001itkt,2764572,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48487,gnpis_pui:holding-921_taxon-4898_accession-48487,DI00001,VIRTUAL_TRIAL,,,,,,,,treated,2000,"88,8",,"95,2",
CF99059itkt,2764570,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48803,gnpis_pui:holding-921_taxon-4898_accession-48803,CF99059,VIRTUAL_TRIAL,,,,,,,,treated,2000,"87,8",,"94,1",
CF99074itkt,2764576,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48813,gnpis_pui:holding-921_taxon-4898_accession-48813,CF99074,VIRTUAL_TRIAL,,,,,,,,treated,2000,"65,4",,"70,1",
EM00001itkt,2764558,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,49116,gnpis_pui:holding-921_taxon-4898_accession-49116,EM00001,VIRTUAL_TRIAL,,,,,,,,treated,2000,"94,2",,101,
DI00002itkt,2764573,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,49468,gnpis_pui:holding-921_taxon-4898_accession-49468,DI00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,2",,"97,7",
DI00009itkt,2764567,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,49593,gnpis_pui:holding-921_taxon-4898_accession-49593,DI00009,VIRTUAL_TRIAL,,,,,,,,treated,2000,"97,9",,"104,9",
Apacheitkt,2764579,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"102,2",,"109,5",
RE00004itkt,2764580,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,49474,gnpis_pui:holding-921_taxon-4898_accession-49474,RE00004,VIRTUAL_TRIAL,,,,,,,,treated,2000,"81,7",,"87,6",
RE00005itkt,2764581,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48972,gnpis_pui:holding-921_taxon-4898_accession-48972,RE00005,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,6",,"90,7",
RE99104itkt,2764589,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48867,gnpis_pui:holding-921_taxon-4898_accession-48867,RE99104,VIRTUAL_TRIAL,,,,,,,,treated,2000,"81,7",,"87,6",
Chargeritkt,2764585,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,8",,"97,3",
Tremieitkt,2764586,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"106,9",,"114,6",
DI00008itkt,2764566,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,26858,https://doi.org/10.15454/PRC5QN,DI00008,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,5",,"95,9",
DI00003itkt,2764574,BTH_Lusignan_2000_SetB1,BTH_Lusignan_2000_SetB1,48431,gnpis_pui:holding-921_taxon-4898_accession-48431,DI00003,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,9",,"100,6",
