observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
Rumba,2766210,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,59728,https://doi.org/10.15454/AYEEVH,RUMBA,VIRTUAL_TRIAL,,,,,,,,2000,NA,
CF00193,2766219,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,25895,https://doi.org/10.15454/WTZMDS,CF00193,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
RE00015,2766224,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49501,gnpis_pui:holding-921_taxon-4898_accession-49501,RE00015,VIRTUAL_TRIAL,,,,,,,,2000,3,
RE99159,2766206,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48432,gnpis_pui:holding-921_taxon-4898_accession-48432,RE99159,VIRTUAL_TRIAL,,,,,,,,2000,5,
DI00026,2766195,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49579,gnpis_pui:holding-921_taxon-4898_accession-49579,DI00026,VIRTUAL_TRIAL,,,,,,,,2000,3,
RE00013,2766205,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48662,gnpis_pui:holding-921_taxon-4898_accession-48662,RE00013,VIRTUAL_TRIAL,,,,,,,,2000,"4,5",
DI00027,2766196,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48819,gnpis_pui:holding-921_taxon-4898_accession-48819,DI00027,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
DI00020,2766193,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49114,gnpis_pui:holding-921_taxon-4898_accession-49114,DI00020,VIRTUAL_TRIAL,,,,,,,,2000,4,
CF99276,2766207,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49124,gnpis_pui:holding-921_taxon-4898_accession-49124,CF99276,VIRTUAL_TRIAL,,,,,,,,2000,3,
CF99306,2766226,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49563,gnpis_pui:holding-921_taxon-4898_accession-49563,CF99306,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
DI00021,2766194,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49622,gnpis_pui:holding-921_taxon-4898_accession-49622,DI00021,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
CF99183,2766222,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48558,gnpis_pui:holding-921_taxon-4898_accession-48558,CF99183,VIRTUAL_TRIAL,,,,,,,,2000,4,
CF00192,2766218,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48567,gnpis_pui:holding-921_taxon-4898_accession-48567,CF00192,VIRTUAL_TRIAL,,,,,,,,2000,3,
CF99228,2766220,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49255,gnpis_pui:holding-921_taxon-4898_accession-49255,CF99228,VIRTUAL_TRIAL,,,,,,,,2000,"2,5",
RE00012,2766223,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48445,gnpis_pui:holding-921_taxon-4898_accession-48445,RE00012,VIRTUAL_TRIAL,,,,,,,,2000,6,
EM00016,2766213,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49491,gnpis_pui:holding-921_taxon-4898_accession-49491,EM00016,VIRTUAL_TRIAL,,,,,,,,2000,3,
DI00023,2766192,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48610,gnpis_pui:holding-921_taxon-4898_accession-48610,DI00023,VIRTUAL_TRIAL,,,,,,,,2000,3,
CF99191,2766208,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49412,gnpis_pui:holding-921_taxon-4898_accession-49412,CF99191,VIRTUAL_TRIAL,,,,,,,,2000,2,
Virtuose,2766203,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49089,https://doi.org/10.15454/TOLYT8,VIRTUOSE,VIRTUAL_TRIAL,,,,,,,,2000,NA,
Charger,2766209,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2000,NA,
Tremie,2766190,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,2000,NA,
EM00018,2766211,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,26109,https://doi.org/10.15454/S5ERQF,EM00018,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
EM00020,2766189,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,26863,https://doi.org/10.15454/CM80JS,EM00020,VIRTUAL_TRIAL,,,,,,,,2000,3,
DI00024,2766197,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,26107,https://doi.org/10.15454/IJHBYL,DI00024,VIRTUAL_TRIAL,,,,,,,,2000,"2,5",
RE00011,2766201,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49042,gnpis_pui:holding-921_taxon-4898_accession-49042,RE00011,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
Soissons,2766221,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2000,NA,
Isengrain,2766217,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2000,NA,
EM00019,2766212,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,26862,https://doi.org/10.15454/SKKWNL,EM00019,VIRTUAL_TRIAL,,,,,,,,2000,3,
RE00010,2766204,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,26869,https://doi.org/10.15454/46HA0A,RE00010,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
RE00014,2766225,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,26870,https://doi.org/10.15454/SUO7RH,RE00014,VIRTUAL_TRIAL,,,,,,,,2000,5,
EM00017,2766214,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48765,gnpis_pui:holding-921_taxon-4898_accession-48765,EM00017,VIRTUAL_TRIAL,,,,,,,,2000,4,
LM00003,2766199,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49082,gnpis_pui:holding-921_taxon-4898_accession-49082,LM00003,VIRTUAL_TRIAL,,,,,,,,2000,3,
RE99134,2766202,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48719,gnpis_pui:holding-921_taxon-4898_accession-48719,RE99134,VIRTUAL_TRIAL,,,,,,,,2000,6,
DI00025,2766198,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49206,gnpis_pui:holding-921_taxon-4898_accession-49206,DI00025,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
EM00015,2766215,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48653,gnpis_pui:holding-921_taxon-4898_accession-48653,EM00015,VIRTUAL_TRIAL,,,,,,,,2000,3,
DI00022,2766191,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49374,gnpis_pui:holding-921_taxon-4898_accession-49374,DI00022,VIRTUAL_TRIAL,,,,,,,,2000,2,
RE99156,2766200,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,48459,gnpis_pui:holding-921_taxon-4898_accession-48459,RE99156,VIRTUAL_TRIAL,,,,,,,,2000,"4,5",
DI00019,2766216,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,49664,gnpis_pui:holding-921_taxon-4898_accession-49664,DI00019,VIRTUAL_TRIAL,,,,,,,,2000,3,
