observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE04009itkt,2813202,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,72",,"97,9",,"80,2",
DI05020-2itkt,2813250,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,53",,"97,9",,"80,2",
DI05020-2itknt,2813249,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,,,"110,5",,"77,1",
DI05022itkt,2813280,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,26979,https://doi.org/10.15454/BHQTEW,DI05022,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,23",,"106,3",,"87,1",
DI05022itknt,2813279,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,26979,https://doi.org/10.15454/BHQTEW,DI05022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,,,"108,6",,"75,8",
DI05022itkfi,2813278,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,26979,https://doi.org/10.15454/BHQTEW,DI05022,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,87",,"115,2",,"73,2",
DI05004itkt,2813193,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,49451,https://doi.org/10.15454/HTYOGZ,DI05004,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,86",,"110,5",,"90,6",
DI05004itkfi,2813191,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,49451,https://doi.org/10.15454/HTYOGZ,DI05004,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,38",,104,,"66,2",
DI05004itknt,2813192,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,49451,https://doi.org/10.15454/HTYOGZ,DI05004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,,,"105,3",,"73,5",
DI05003-2itkt,2813232,BTH_Estrées-Mons_2006_SetA2,BTH_Estrées-Mons_2006_SetA2,49014,https://doi.org/10.15454/UKELLG,DI05003-2,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,58",,"106,5",,"87,2",
