observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
EM09015,2848926,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49594,https://doi.org/10.15454/UY7D21,EM09015,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
Koreli,2848932,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2010,2,
CF09117,2848930,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,2010,3,
RE09002,2848937,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49618,https://doi.org/10.15454/L6UK54,RE09002,VIRTUAL_TRIAL,,,,,,,,2010,2,
RE09010,2848924,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48540,https://doi.org/10.15454/82RKSJ,RE09010,VIRTUAL_TRIAL,,,,,,,,2010,4,
Premio,2848921,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2010,4,
RE09009,2848939,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49096,https://doi.org/10.15454/PSFHWC,RE09009,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
EM09003,2848923,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,2010,2,
EM09021,2848920,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48576,gnpis_pui:holding-921_taxon-4898_accession-48576,EM09021,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
CF09077,2848936,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49152,gnpis_pui:holding-921_taxon-4898_accession-49152,CF09077,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
CF09085,2848953,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49657,gnpis_pui:holding-921_taxon-4898_accession-49657,CF09085,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
RE09031,2848928,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49247,gnpis_pui:holding-921_taxon-4898_accession-49247,RE09031,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10012,2848922,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48523,gnpis_pui:holding-921_taxon-4898_accession-48523,AO10012,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10009,2848940,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48682,gnpis_pui:holding-921_taxon-4898_accession-48682,AO10009,VIRTUAL_TRIAL,,,,,,,,2010,3,
CF09028,2848951,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49437,gnpis_pui:holding-921_taxon-4898_accession-49437,CF09028,VIRTUAL_TRIAL,,,,,,,,2010,4,
DI10001,2848942,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
Apache,2848934,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2010,3,
CF09093,2848933,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49525,gnpis_pui:holding-921_taxon-4898_accession-49525,CF09093,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
RE09030,2848919,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49497,gnpis_pui:holding-921_taxon-4898_accession-49497,RE09030,VIRTUAL_TRIAL,,,,,,,,2010,2,
CF09081,2848954,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49444,gnpis_pui:holding-921_taxon-4898_accession-49444,CF09081,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
Attlass,2848948,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
Gallixe,2848952,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
Caphorn,2848938,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10011,2848947,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
AO10013,2848927,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
CF09027,2848949,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48507,https://doi.org/10.15454/YFD4LO,CF09027,VIRTUAL_TRIAL,,,,,,,,2010,4,
EM09080,2848950,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49303,https://doi.org/10.15454/WSDK5P,EM09080,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
EM09189,2848955,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,2010,5,
RE09029,2848941,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,48519,https://doi.org/10.15454/R0LHUG,RE09029,VIRTUAL_TRIAL,,,,,,,,2010,3,
Bermude,2848925,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10010,2848956,BTH_Chaux_des_Prés_2010_SetB1,BTH_Chaux_des_Prés_2010_SetB1,49024,gnpis_pui:holding-921_taxon-4898_accession-49024,AO10010,VIRTUAL_TRIAL,,,,,,,,2010,2,
