observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI02008itkt,2780486,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,26800,https://doi.org/10.15454/VY4RPB,DI02008,VIRTUAL_TRIAL,,,,,,,,treated,2002,"110,9",,"120,3",
DI02008itkfi,2780485,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,26800,https://doi.org/10.15454/VY4RPB,DI02008,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"85,7",
RE01015itkt,2780428,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,26095,https://doi.org/10.15454/RSFKAG,RE01015,VIRTUAL_TRIAL,,,,,,,,treated,2002,"102,1",,"110,8",
EM01086itkfi,2780499,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,48919,gnpis_pui:holding-921_taxon-4898_accession-48919,EM01086,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"82,5",
DI02001itkt,2780472,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2002,106,,"115,1",
EM01002itkt,2780458,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,48925,gnpis_pui:holding-921_taxon-4898_accession-48925,EM01002,VIRTUAL_TRIAL,,,,,,,,treated,2002,"92,5",,"100,4",
RE01010itkt,2780434,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,49161,gnpis_pui:holding-921_taxon-4898_accession-49161,RE01010,VIRTUAL_TRIAL,,,,,,,,treated,2002,100,,"108,5",
RE01015itkfi,2780427,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,26095,https://doi.org/10.15454/RSFKAG,RE01015,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"84,1",
DI02005itkt,2780480,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,48580,gnpis_pui:holding-921_taxon-4898_accession-48580,DI02005,VIRTUAL_TRIAL,,,,,,,,treated,2002,"107,1",,"116,2",
CF01009itkt,2780504,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,49538,gnpis_pui:holding-921_taxon-4898_accession-49538,CF01009,VIRTUAL_TRIAL,,,,,,,,treated,2002,"108,2",,"117,4",
EM01127itkt,2780492,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,49600,gnpis_pui:holding-921_taxon-4898_accession-49600,EM01127,VIRTUAL_TRIAL,,,,,,,,treated,2002,"101,9",,"110,6",
DI02005itkfi,2780479,BTH_Le_Moulon_2002_SetB1,BTH_Le_Moulon_2002_SetB1,48580,gnpis_pui:holding-921_taxon-4898_accession-48580,DI02005,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"83,1",
