observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2807798,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,48754,gnpis_pui:holding-921_taxon-4898_accession-48754,DI05011,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"73,57",
1,2807797,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,48754,gnpis_pui:holding-921_taxon-4898_accession-48754,DI05011,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"70,34",
2,2807828,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"83,56",
1,2807771,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,26831,https://doi.org/10.15454/CK12PW,RE04022,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"64,7",
1,2807827,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,94,
2,2807792,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,49357,gnpis_pui:holding-921_taxon-4898_accession-49357,DI05015,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"88,97",
1,2807813,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,49389,gnpis_pui:holding-921_taxon-4898_accession-49389,RE04039,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"86,88",
2,2807814,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,49389,gnpis_pui:holding-921_taxon-4898_accession-49389,RE04039,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"69,47",
1,2807791,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,49357,gnpis_pui:holding-921_taxon-4898_accession-49357,DI05015,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"87,08",
2,2807762,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,48735,gnpis_pui:holding-921_taxon-4898_accession-48735,EM04294,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"82,13",
1,2807761,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,48735,gnpis_pui:holding-921_taxon-4898_accession-48735,EM04294,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"71,56",
1,2807789,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"77,16",
1,2807759,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"93,83",
2,2807760,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"73,4",
2,2807820,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"91,6",
2,2807770,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,49413,gnpis_pui:holding-921_taxon-4898_accession-49413,RE04020,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"79,19",
1,2807819,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"74,7",
2,2807826,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"53,53",
1,2807769,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,49413,gnpis_pui:holding-921_taxon-4898_accession-49413,RE04020,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"65,43",
1,2807825,BTH_Dijon_2005_SetB2,BTH_Dijon_2005_SetB2,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"44,72",
