observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NmieS(CO_321:1000248),NmieS(CO_321:1000248).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpainS(CO_321:1000247),NpainS(CO_321:1000247).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NpateS(CO_321:1000246),NpateS(CO_321:1000246).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,NtotS(CO_321:1000249),NtotS(CO_321:1000249).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volS(CO_321:1000250),volS(CO_321:1000250).date
AO12011itkfi,2871258,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48909,https://doi.org/10.15454/JCAVKU,AO12011,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,
AO12013itkt,2871255,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
AO12013itkfi,2871254,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,
CF11029itkt,2871221,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
CF11029itkfi,2871220,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,2012,"29,7",,179,,100,,,,"22,75",,,,"91,5",,,,"214,25",,,,51,,"0,29",,192,,45,,375,,"31,06",,"11,8",,"72,8",,,
CF11051itkt,2871181,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
CF11051itkfi,2871180,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,2012,"21,9",,97,,100,,,,"8,5",,,,"60,5",,,,169,,,,138,,"1,42",,464,,43,,402,,"32,68",,"12,2",,"76,7",,,
CF11177itkt,2871273,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
CF11177itkfi,2871272,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,2012,"24,1",,118,,100,,,,"8,88",,,,59,,,,"167,88",,,,137,,"1,16",,572,,57,,240,,"29,48",,"13,7",,"70,3",,,
CF11215itkt,2871167,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
CF11215itkfi,2871166,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,2012,"25,7",,134,,100,,,,"28,98",,,,"79,25",,,,"208,23",,,,88,,"0,66",,384,,61,,355,,"26,37",,"13,6",,"74,3",,,
CF11291itkt,2871257,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
CF11291itkfi,2871256,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,2012,"20,7",,87,,88,,,,"9,25",,,,"57,5",,,,"154,75",,,,115,,"1,32",,385,,54,,388,,"25,59",,"13,1",,"72,5",,,
DI11012itkfi,2871268,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,
DI11012itkt,2871269,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
DI11013itkt,2871267,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
DI11013itkfi,2871266,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,
DI12005itkt,2871281,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
DI12005itkfi,2871280,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,2012,27,,148,,97,,,,"39,2",,,,87,,,,"223,2",,,,52,,"0,35",,211,,16,,339,,"36,18",,"11,7",,"74,9",,,
EM11389itkt,2871169,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
EM11389itkfi,2871168,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,2012,"33,2",,223,,88,,,,"20,73",,,,"47,88",,,,"156,61",,,,39,,"0,18",,159,,28,,308,,"30,16",,"12,6",,"74,4",,,
EM11441itkt,2871219,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
EM11441itkfi,2871218,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,2012,"26,7",,145,,82,,,,"13,83",,,,"36,25",,,,"132,08",,,,42,,"0,29",,114,,46,,426,,"31,73",,13,,"72,6",,,
EM11579itkfi,2871274,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,2012,"27,6",,155,,100,,,,38,,,,97,,,,235,,,,77,,"0,5",,287,,53,,419,,"28,94",,"13,1",,"73,5",,,
EM11579itkt,2871275,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
EM11604itkt,2871241,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
EM11604itkfi,2871240,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,2012,"29,8",,180,,100,,,,"63,3",,,,97,,,,"260,3",,,,58,,"0,32",,240,,56,,445,,"33,33",,"12,7",,"78,2",,,
RE10042itkt,2871235,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
RE10042itkfi,2871234,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,
RE11058itkt,2871237,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
RE11058itkfi,2871236,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,2012,"26,5",,143,,100,,,,"25,68",,,,"86,63",,,,"212,31",,,,98,,"0,68",,408,,66,,343,,"28,44",,"13,4",,"72,3",,,
RE11073itkt,2871191,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
RE11073itkfi,2871190,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,2012,"24,9",,126,,100,,,,"20,58",,,,"88,13",,,,"208,71",,,,106,,"0,84",,394,,56,,342,,"31,93",,"12,5",,"75,4",,,
RE11075itkt,2871185,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
RE11075itkfi,2871184,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,2012,25,,127,,100,,,,"11,5",,,,"74,63",,,,"186,13",,,,104,,"0,82",,388,,61,,313,,"33,29",,"12,1",,"78,2",,,
RE11087itkt,2871239,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
RE11087itkfi,2871238,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,2012,"27,5",,153,,100,,,,"18,55",,,,"91,13",,,,"209,68",,,,80,,"0,52",,322,,51,,377,,"31,77",,"13,2",,"75,8",,,
RE11113itkt,2871243,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,
