observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI00016itkt,2765650,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,treated,2000,"99,8",,"101,6",
CF99105itkt,2765649,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,treated,2000,"99,2",,101,
CF00191itkt,2765654,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,3",,94,
EM00014itkt,2765637,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,1",,"85,6",
DI00017itkt,2765619,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48960,gnpis_pui:holding-921_taxon-4898_accession-48960,DI00017,VIRTUAL_TRIAL,,,,,,,,treated,2000,93,,"94,7",
CF00190itkt,2765625,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49106,gnpis_pui:holding-921_taxon-4898_accession-49106,CF00190,VIRTUAL_TRIAL,,,,,,,,treated,2000,"106,7",,"108,6",
EM00008itkt,2765623,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49203,gnpis_pui:holding-921_taxon-4898_accession-49203,EM00008,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,1",,"92,7",
DI00012itkt,2765646,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48428,gnpis_pui:holding-921_taxon-4898_accession-48428,DI00012,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,6",,"95,3",
CF99127itkt,2765645,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49184,gnpis_pui:holding-921_taxon-4898_accession-49184,CF99127,VIRTUAL_TRIAL,,,,,,,,treated,2000,"94,8",,"96,5",
DI00011itkt,2765647,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48371,gnpis_pui:holding-921_taxon-4898_accession-48371,DI00011,VIRTUAL_TRIAL,,,,,,,,treated,2000,"86,7",,"88,3",
EM00010itkt,2765640,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48443,gnpis_pui:holding-921_taxon-4898_accession-48443,EM00010,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,7",,"94,4",
DI00014itkt,2765624,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49133,gnpis_pui:holding-921_taxon-4898_accession-49133,DI00014,VIRTUAL_TRIAL,,,,,,,,treated,2000,"83,8",,"85,3",
RE00007itkt,2765633,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48568,gnpis_pui:holding-921_taxon-4898_accession-48568,RE00007,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,8",,"86,3",
RE00006itkt,2765632,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48591,gnpis_pui:holding-921_taxon-4898_accession-48591,RE00006,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,7",,"94,4",
LM00002itkt,2765626,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48625,gnpis_pui:holding-921_taxon-4898_accession-48625,LM00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,93,,"94,7",
Chargeritkt,2765634,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2000,"94,5",,"96,2",
Tremieitkt,2765636,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2000,96,,"97,7",
Balthazaritkt,2765621,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,25537,https://doi.org/10.15454/ISHUU1,BALTHAZAR,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,7",,"94,4",
Ornicaritkt,2765629,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,25609,https://doi.org/10.15454/ZUZBM9,ORNICAR,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,8",,"95,5",
DI00010itkt,2765648,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,26106,https://doi.org/10.15454/MAUZZM,DI00010,VIRTUAL_TRIAL,,,,,,,,treated,2000,106,,"107,9",
RE99123itkt,2765642,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,26875,https://doi.org/10.15454/WJONCW,RE99123,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,2",,"93,9",
EM00009itkt,2765622,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49567,gnpis_pui:holding-921_taxon-4898_accession-49567,EM00009,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,3",,95,
CF99175itkt,2765620,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48961,gnpis_pui:holding-921_taxon-4898_accession-48961,CF99175,VIRTUAL_TRIAL,,,,,,,,treated,2000,"86,2",,"87,8",
Soissonsitkt,2765653,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2000,"100,7",,"102,5",
Isengrainitkt,2765644,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2000,"108,8",,"110,8",
RE00009itkt,2765631,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,26868,https://doi.org/10.15454/NP8MBD,RE00009,VIRTUAL_TRIAL,,,,,,,,treated,2000,98,,"99,8",
RE00008itkt,2765630,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,26867,https://doi.org/10.15454/PZEUL6,RE00008,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,6",,"100,4",
DI00013itkt,2765635,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49391,gnpis_pui:holding-921_taxon-4898_accession-49391,DI00013,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,4",,93,
RE99107itkt,2765655,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48500,gnpis_pui:holding-921_taxon-4898_accession-48500,RE99107,VIRTUAL_TRIAL,,,,,,,,treated,2000,"87,7",,"89,3",
CF99087itkt,2765656,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49070,gnpis_pui:holding-921_taxon-4898_accession-49070,CF99087,VIRTUAL_TRIAL,,,,,,,,treated,2000,"87,2",,"88,8",
CF99106itkt,2765652,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49192,gnpis_pui:holding-921_taxon-4898_accession-49192,CF99106,VIRTUAL_TRIAL,,,,,,,,treated,2000,"99,7",,"101,5",
DI00018itkt,2765643,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48991,gnpis_pui:holding-921_taxon-4898_accession-48991,DI00018,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,7",,"92,3",
DI00015itkt,2765651,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48998,gnpis_pui:holding-921_taxon-4898_accession-48998,DI00015,VIRTUAL_TRIAL,,,,,,,,treated,2000,"87,7",,"89,3",
EM00011itkt,2765641,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48448,gnpis_pui:holding-921_taxon-4898_accession-48448,EM00011,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,6",,"91,2",
RE99133itkt,2765627,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49137,gnpis_pui:holding-921_taxon-4898_accession-49137,RE99133,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,1",,"90,7",
EM00012itkt,2765638,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49139,gnpis_pui:holding-921_taxon-4898_accession-49139,EM00012,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,6",,"91,2",
RE99111itkt,2765628,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,49369,gnpis_pui:holding-921_taxon-4898_accession-49369,RE99111,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,2",,"90,8",
EM00013itkt,2765639,BTH_Lusignan_2000_SetB2,BTH_Lusignan_2000_SetB2,48376,gnpis_pui:holding-921_taxon-4898_accession-48376,EM00013,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,5",,"94,2",
