observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
EM01343itkt,2784411,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,26804,https://doi.org/10.15454/OU9OPJ,EM01343,VIRTUAL_TRIAL,,,,,,,,treated,2002,"108,3",,"136,8",
DI02026itkt,2784421,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,49711,gnpis_pui:holding-921_taxon-4898_accession-49711,DI02026,VIRTUAL_TRIAL,,,,,,,,treated,2002,"86,4",,109,
RE01096itkt,2784397,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,48865,gnpis_pui:holding-921_taxon-4898_accession-48865,RE01096,VIRTUAL_TRIAL,,,,,,,,treated,2002,"93,1",,"117,6",
Apacheitkt,2784406,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2002,"103,2",,"130,4",
RE02103itkt,2784388,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,48405,gnpis_pui:holding-921_taxon-4898_accession-48405,RE02103,VIRTUAL_TRIAL,,,,,,,,treated,2002,"94,3",,119,
DI02029itkt,2784415,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,49029,gnpis_pui:holding-921_taxon-4898_accession-49029,DI02029,VIRTUAL_TRIAL,,,,,,,,treated,2002,"84,4",,"106,6",
RE02105itkt,2784417,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,49635,gnpis_pui:holding-921_taxon-4898_accession-49635,RE02105,VIRTUAL_TRIAL,,,,,,,,treated,2002,"83,2",,105,
DI02031itkt,2784393,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,49327,gnpis_pui:holding-921_taxon-4898_accession-49327,DI02031,VIRTUAL_TRIAL,,,,,,,,treated,2002,"90,4",,"114,2",
RE01097itkt,2784398,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,48572,gnpis_pui:holding-921_taxon-4898_accession-48572,RE01097,VIRTUAL_TRIAL,,,,,,,,treated,2002,"100,2",,"126,5",
RE01091itkt,2784401,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,48577,gnpis_pui:holding-921_taxon-4898_accession-48577,RE01091,VIRTUAL_TRIAL,,,,,,,,treated,2002,"83,4",,"105,4",
DI02023itkt,2784418,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,49051,gnpis_pui:holding-921_taxon-4898_accession-49051,DI02023,VIRTUAL_TRIAL,,,,,,,,treated,2002,79,,"99,8",
DI02032itkt,2784392,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,48751,gnpis_pui:holding-921_taxon-4898_accession-48751,DI02032,VIRTUAL_TRIAL,,,,,,,,treated,2002,99,,"125,1",
EM01352itkt,2784429,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,49238,gnpis_pui:holding-921_taxon-4898_accession-49238,EM01352,VIRTUAL_TRIAL,,,,,,,,treated,2002,"92,1",,"116,3",
