observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2822804,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27828,https://doi.org/10.15454/PRTXZC,RE06050,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,86",,"67,8",,"67,88",,"1,5",
2,2822923,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,6",,"71,2",,"75,77",,"6,5",
2,2822921,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,65",,"71,3",,"60,39",,"4,5",
1,2822920,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,04",,"68,7",,"52,49",,3,
1,2822922,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,05",,"72,4",,"73,14",,"3,5",
2,2822891,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,85",,"72,4",,"86,26",,7,
1,2822890,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,62",,"73,3",,"87,28",,1,
2,2822889,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,92",,"70,7",,"62,18",,"4,5",
1,2822888,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,32",,71,,"64,51",,1,
1,2822902,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,87",,"69,5",,"68,39",,4,
2,2822901,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,29",,"68,8",,"66,35",,7,
1,2822900,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,44",,"67,5",,"66,64",,"4,5",
2,2822903,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,8",,"67,2",,"77,29",,7,
2,2822899,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,65",,"70,2",,"85,07",,5,
1,2822898,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,92",,69,,"73,9",,"1,5",
2,2822897,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,19",,"74,4",,"72,56",,"3,5",
1,2822896,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,97",,"71,1",,"73,6",,"2,5",
1,2822816,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,53",,73,,"64,72",,"2,5",
2,2822817,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,57",,"71,6",,"55,58",,"3,5",
2,2822819,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,13",,"71,7",,"75,5",,"5,5",
1,2822818,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,2",,"73,4",,"74,42",,1,
2,2822781,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,53",,"67,5",,"58,72",,7,
2,2822783,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,12",,"69,2",,"71,66",,"6,5",
1,2822782,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,07",,"69,8",,"68,7",,1,
1,2822780,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,38",,"69,3",,"59,16",,1,
2,2822755,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48529,gnpis_pui:holding-921_taxon-4898_accession-48529,EM06010,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,8",,70,,"73,07",,6,
1,2822754,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48529,gnpis_pui:holding-921_taxon-4898_accession-48529,EM06010,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,88",,71,,"69,1",,1,
1,2822752,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48529,gnpis_pui:holding-921_taxon-4898_accession-48529,EM06010,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,73",,"70,1",,"58,9",,1,
2,2822753,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48529,gnpis_pui:holding-921_taxon-4898_accession-48529,EM06010,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,58",,"72,8",,"61,76",,3,
1,2822766,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49126,gnpis_pui:holding-921_taxon-4898_accession-49126,RE06007,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,82",,"68,6",,"54,96",,"5,5",
2,2822765,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49126,gnpis_pui:holding-921_taxon-4898_accession-49126,RE06007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,13",,"82,4",,"63,71",,8,
1,2822764,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49126,gnpis_pui:holding-921_taxon-4898_accession-49126,RE06007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,42",,"71,6",,"53,7",,"3,5",
2,2822767,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49126,gnpis_pui:holding-921_taxon-4898_accession-49126,RE06007,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,1",,"65,2",,"58,55",,8,
1,2822810,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,99",,"69,8",,"74,45",,1,
2,2822809,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,84",,"69,8",,"52,49",,"4,5",
1,2822808,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,98",,"70,7",,"60,64",,"1,5",
2,2822811,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,66",,"69,1",,"71,48",,7,
2,2822779,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,49",,"74,1",,"73,93",,"7,5",
1,2822776,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,37",,"76,6",,"66,39",,"1,5",
1,2822778,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,89",,"73,8",,"70,86",,1,
2,2822777,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,81",,"76,3",,"69,31",,5,
2,2822869,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,87",,"72,1",,"58,12",,2,
1,2822868,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,65",,"72,8",,"62,47",,2,
2,2822871,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,65",,"71,5",,"70,09",,"2,5",
1,2822870,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,1",,"73,4",,"68,39",,1,
1,2822882,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,04",,"70,3",,"57,12",,1,
1,2822880,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,08",,"66,3",,"56,51",,1,
2,2822883,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,19",,"69,3",,"66,54",,5,
2,2822881,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,71",,"70,2",,"57,12",,"3,5",
2,2822785,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"14,09",,"81,9",,"56,89",,"5,5",
1,2822786,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"14,57",,"68,1",,"74,94",,1,
2,2822787,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"14,89",,"66,2",,"60,55",,"6,5",
1,2822784,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,84",,"66,9",,"56,25",,"1,5",
2,2822821,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,82",,"70,4",,"46,48",,"4,5",
2,2822823,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,09",,"70,9",,"59,2",,"6,5",
1,2822822,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,78",,"72,5",,"63,3",,2,
1,2822820,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,21",,"66,7",,"47,64",,3,
1,2822788,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"14,45",,"64,2",,"46,87",,2,
2,2822791,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"14,36",,"63,8",,"56,38",,"7,5",
1,2822790,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"14,66",,"67,2",,"43,62",,1,
2,2822789,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,98",,"68,5",,"55,37",,"6,5",
2,2822851,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"13,6",,71,,"70,25",,"6,5",
1,2822850,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,37",,"70,6",,"62,37",,1,
1,2822848,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"14,11",,69,,"48,81",,1,
2,2822849,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"14,28",,"68,1",,"49,3",,7,
2,2822751,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,84",,"73,6",,"92,49",,2,
1,2822750,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,04",,"73,1",,"83,22",,1,
1,2822748,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,81",,"67,5",,"58,53",,1,
2,2822749,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,9",,"69,9",,"64,51",,"2,5",
2,2822907,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,26",,75,,"98,04",,"6,5",
1,2822904,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,65",,"72,7",,"70,78",,3,
1,2822906,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,08",,"74,3",,"88,16",,2,
