observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2780539,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,49713,gnpis_pui:holding-921_taxon-4898_accession-49713,EM01024,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"79,16",
2,2780518,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,49496,gnpis_pui:holding-921_taxon-4898_accession-49496,DI02011,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"95,25",
1,2780517,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,49496,gnpis_pui:holding-921_taxon-4898_accession-49496,DI02011,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"89,12",
2,2780542,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48872,gnpis_pui:holding-921_taxon-4898_accession-48872,EM01062,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"100,56",
1,2780541,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48872,gnpis_pui:holding-921_taxon-4898_accession-48872,EM01062,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"97,74",
1,2780587,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48919,gnpis_pui:holding-921_taxon-4898_accession-48919,EM01086,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"93,12",
2,2780588,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48919,gnpis_pui:holding-921_taxon-4898_accession-48919,EM01086,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,100,
2,2780546,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48925,gnpis_pui:holding-921_taxon-4898_accession-48925,EM01002,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"91,15",
1,2780545,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48925,gnpis_pui:holding-921_taxon-4898_accession-48925,EM01002,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"90,38",
2,2780572,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"100,46",
1,2780571,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"97,47",
2,2780530,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"106,74",
1,2780529,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"105,38",
2,2780524,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,49176,gnpis_pui:holding-921_taxon-4898_accession-49176,RE01011,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"80,76",
1,2780523,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,49176,gnpis_pui:holding-921_taxon-4898_accession-49176,RE01011,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"98,55",
1,2780581,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"98,99",
2,2780582,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"104,54",
2,2780570,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"116,74",
1,2780569,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"104,91",
2,2780560,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,26984,https://doi.org/10.15454/GR0LP3,DI02001,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"108,81",
1,2780559,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,26984,https://doi.org/10.15454/GR0LP3,DI02001,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"100,02",
2,2780602,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"97,08",
1,2780601,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"93,41",
1,2780597,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,treated,2002,"109,43",
2,2780598,BTH_Lusignan_2002_SetB1,BTH_Lusignan_2002_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,treated,2002,"108,82",
