observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
LM03010itkfi,2799590,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,48581,gnpis_pui:holding-921_taxon-4898_accession-48581,LM03010,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"97,2",,"83,5",
EM03030itkfi,2799585,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,49101,gnpis_pui:holding-921_taxon-4898_accession-49101,EM03030,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"87,9",,"75,5",
DI04011itkfi,2799568,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,48536,gnpis_pui:holding-921_taxon-4898_accession-48536,DI04011,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"96,5",,"82,9",
DI04010itkfi,2799569,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,48983,gnpis_pui:holding-921_taxon-4898_accession-48983,DI04010,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"88,2",,"75,7",
DI04013itkfi,2799566,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,49312,gnpis_pui:holding-921_taxon-4898_accession-49312,DI04013,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"91,4",,"78,6",
CF03167itkfi,2799583,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"90,5",,"77,7",
EM03047itkfi,2799556,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,49041,gnpis_pui:holding-921_taxon-4898_accession-49041,EM03047,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"85,1",,"73,1",
EM03028itkfi,2799559,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,91,,"78,2",
EM03041itkfi,2799553,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"93,4",,"80,2",
RE03098itkfi,2799598,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,48665,gnpis_pui:holding-921_taxon-4898_accession-48665,RE03098,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"92,2",,"79,2",
LM03013itkfi,2799571,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,49649,gnpis_pui:holding-921_taxon-4898_accession-49649,LM03013,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"98,3",,"84,4",
CF03102itkfi,2799576,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"89,2",,"76,6",
DI04008itkfi,2799594,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,49427,gnpis_pui:holding-921_taxon-4898_accession-49427,DI04008,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"99,8",,"85,8",
EM03051itkfi,2799577,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,49248,gnpis_pui:holding-921_taxon-4898_accession-49248,EM03051,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"104,7",,"89,9",
CF03260itkfi,2799572,BTH_Lusignan_2004_SetB2,BTH_Lusignan_2004_SetB2,48947,gnpis_pui:holding-921_taxon-4898_accession-48947,CF03260,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"93,6",,"80,4",
