observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI10006,2850228,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,VIRTUAL_TRIAL,,,,,,,,2010,4,
DI10007,2850227,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,VIRTUAL_TRIAL,,,,,,,,2010,5,
RE09055,2850236,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,VIRTUAL_TRIAL,,,,,,,,2010,4,
Barok,2850197,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,2010,NA,
CF09182,2850211,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,VIRTUAL_TRIAL,,,,,,,,2010,4,
CF09176,2850226,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49359,https://doi.org/10.15454/HRZCLT,CF09176,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
Premio,2850201,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2010,4,
RE09038,2850203,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,VIRTUAL_TRIAL,,,,,,,,2010,2,
CF09164,2850208,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
RE09033,2850235,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,VIRTUAL_TRIAL,,,,,,,,2010,2,
RE09036,2850199,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,VIRTUAL_TRIAL,,,,,,,,2010,1,
CF09172,2850222,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48708,gnpis_pui:holding-921_taxon-4898_accession-48708,CF09172,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10023,2850206,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48559,gnpis_pui:holding-921_taxon-4898_accession-48559,AO10023,VIRTUAL_TRIAL,,,,,,,,2010,3,
Apache,2850213,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2010,3,
EM09310,2850212,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48345,gnpis_pui:holding-921_taxon-4898_accession-48345,EM09310,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
CF09122,2850215,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49265,gnpis_pui:holding-921_taxon-4898_accession-49265,CF09122,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
CF09198,2850233,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48921,gnpis_pui:holding-921_taxon-4898_accession-48921,CF09198,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
Attlass,2850229,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
Caphorn,2850216,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10016,2850200,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49175,gnpis_pui:holding-921_taxon-4898_accession-49175,AO10016,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
CF09169,2850209,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
DI10011,2850202,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
AO10021,2850224,BTH_Chaux_des_Prés_2010_SetB2,BTH_Chaux_des_Prés_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
