observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2830417,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,61759,https://doi.org/10.15454/SFPRAV,DI07019,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"10,2",,"85,78",
2,2830419,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,61759,https://doi.org/10.15454/SFPRAV,DI07019,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,,,"85,46",
1,2830416,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,61759,https://doi.org/10.15454/SFPRAV,DI07019,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"9,92",,"91,08",
1,2830420,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,61759,https://doi.org/10.15454/SFPRAV,DI07019,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,17",,"121,55",
2,2830333,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"9,37",,"93,36",
2,2830337,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"10,2",,"119,41",
1,2830336,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,3",,"117,49",
1,2830332,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"9,47",,"95,19",
2,2830335,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,,,"95,79",
1,2830334,BTH_Le_Moulon_2008_SetA2,BTH_Le_Moulon_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,,,"104,94",
