observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Gotikitkt,2873644,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,treated,2013,100,,"55,7",,152,,"9,6",,"78,7",,"88,7",,,,"78,3",,,,,,1,
Gotikitkfi,2873642,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,56,,150,,"9,9",,"78,5",,"101,1",,,,78,,,,,,,
CF10064itknt,2873583,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,61942,https://doi.org/10.15454/W1DFLD,CF10064,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,148,,,,"77,2",,"110,1",,2,,"89,7",,2,,3,,1,
AO12006itkt,2873611,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,62084,https://doi.org/10.15454/V2OSCE,AO12006,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,47,,151,,"9,4",,"80,3",,86,,,,"75,9",,,,,,1,
CF09169itkt,2873605,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,"48,5",,146,,"9,9",,"80,4",,"92,2",,,,"81,4",,,,,,1,
CF09169itkfi,2873603,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"51,3",,144,,9,,"79,8",,"95,8",,,,"73,9",,,,,,,
AO12035itknt,2873631,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49348,https://doi.org/10.15454/NFBGKG,AO12035,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,95,,,,150,,,,"79,9",,"105,1",,1,,"85,6",,1,,"6,5",,1,
Galibieritkt,2873599,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,"45,3",,136,,"12,5",,"76,1",,"79,2",,,,"69,9",,,,,,9,
AO12006itknt,2873610,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,62084,https://doi.org/10.15454/V2OSCE,AO12006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,98,,,,148,,,,"79,2",,"109,2",,1,,89,,1,,3,,1,
EM09222itkt,2873650,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,"52,1",,146,,9,,"77,3",,"101,8",,,,"89,9",,,,,,1,
AO12014itkfi,2873591,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"35,6",,146,,"10,1",,"65,8",,"74,3",,,,"57,4",,,,,,,
AO12006itkfi,2873609,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,62084,https://doi.org/10.15454/V2OSCE,AO12006,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,48,,146,,"9,4",,"79,5",,"97,7",,,,"75,4",,,,,,,
AO12011itknt,2873655,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48909,https://doi.org/10.15454/JCAVKU,AO12011,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,108,,,,149,,,,"69,5",,66,,"1,5",,"53,8",,7,,3,,9,
AO12016itkt,2873659,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60865,https://doi.org/10.15454/3HYAKT,AO12016,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,"52,2",,150,,"8,9",,79,,"90,9",,,,"80,3",,,,,,1,
AO12016itkfi,2873657,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60865,https://doi.org/10.15454/3HYAKT,AO12016,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"43,7",,146,,"10,1",,"73,6",,"76,8",,,,"59,3",,,,,,,
AO12011itkfi,2873654,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48909,https://doi.org/10.15454/JCAVKU,AO12011,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,51,,149,,"9,5",,"77,7",,"109,7",,,,"84,7",,,,,,,
AO12016itknt,2873658,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60865,https://doi.org/10.15454/3HYAKT,AO12016,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,148,,,,"72,9",,"81,8",,2,,"66,6",,7,,3,,1,
Altigoitkt,2873629,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,"57,7",,141,,"9,1",,"76,9",,"101,3",,,,"89,4",,,,,,1,
AO12011itkt,2873656,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48909,https://doi.org/10.15454/JCAVKU,AO12011,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,"52,1",,152,,9,,"77,4",,"85,1",,,,"75,1",,,,,,1,
EM09222itknt,2873649,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,144,,,,"77,3",,"109,5",,"1,5",,"89,2",,1,,"3,5",,1,
Altigoitknt,2873628,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,141,,,,"76,2",,"101,3",,"1,5",,"82,5",,2,,7,,1,
Galibieritknt,2873598,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,137,,,,"72,1",,"52,4",,1,,"42,7",,1,,NA,,8,
CF09117itkt,2873665,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,"58,8",,146,,"11,8",,"80,7",,"105,4",,,,93,,,,,,1,
CF09117itkfi,2873663,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"56,2",,144,,"10,1",,"78,7",,"111,5",,,,86,,,,,,,
Galibieritkfi,2873597,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"44,4",,136,,"10,9",,"76,4",,"78,8",,,,"60,9",,,,,,,
AO12033itknt,2873640,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60771,https://doi.org/10.15454/KH7BKH,AO12033,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,98,,,,148,,,,"78,1",,"102,5",,1,,"83,5",,"1,5",,6,,1,
Pakitoitknt,2873607,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,90,,,,146,,,,"76,3",,"98,8",,1,,"80,5",,1,,"8,5",,1,
AO12033itkt,2873641,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60771,https://doi.org/10.15454/KH7BKH,AO12033,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,"46,9",,152,,"10,1",,"79,2",,"77,2",,,,"68,2",,,,,,1,
AO12013itkfi,2873651,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,54,,146,,"9,1",,"78,8",,"93,7",,,,"72,3",,,,,,,
CF09117itknt,2873664,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,144,,,,79,,"104,5",,1,,"85,2",,"1,5",,4,,1,
Pakitoitkfi,2873606,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"49,9",,143,,"8,7",,76,,"106,3",,,,"82,1",,,,,,,
AO12013itkt,2873653,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,"53,8",,151,,"9,2",,"79,2",,93,,,,"82,1",,,,,,1,
AO12033itkfi,2873639,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60771,https://doi.org/10.15454/KH7BKH,AO12033,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"50,8",,145,,"9,9",,"78,6",,"99,8",,,,77,,,,,,,
CF09169itknt,2873604,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,144,,,,"78,7",,107,,"4,5",,"87,2",,"4,5",,3,,1,
EM08231itkfi,2873645,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"49,5",,146,,"8,8",,"72,8",,"103,4",,,,"79,8",,,,,,,
AO12013itknt,2873652,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,105,,,,148,,,,78,,"96,2",,1,,"78,3",,1,,"6,5",,1,
EM08231itkt,2873647,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,treated,2013,78,,"48,6",,149,,"8,9",,"73,5",,"97,8",,,,"86,3",,,,,,1,
EM08231itknt,2873646,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,85,,,,149,,,,71,,83,,1,,"67,6",,1,,2,,1,
Pakitoitkt,2873608,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,"50,5",,148,,"8,8",,"77,3",,"106,9",,,,"94,3",,,,,,1,
DI11012itknt,2873670,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,148,,,,"79,6",,"104,9",,1,,"85,5",,5,,4,,1,
DI11012itkfi,2873669,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"49,2",,148,,"8,7",,79,,95,,,,"73,4",,,,,,,
DI11002itknt,2873622,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,105,,,,148,,,,"75,6",,105,,1,,"85,5",,2,,2,,1,
