observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI08019-2,2844775,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,VIRTUAL_TRIAL,,,,,,,,2010,5,
HadmF11383,2844780,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,60806,https://doi.org/10.15454/MBOJSS,HadmF11383,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
DI08011,2844774,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27807,https://doi.org/10.15454/E8FP9Y,DI08011,VIRTUAL_TRIAL,,,,,,,,2010,3,
Hadm01221-04,2844769,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,60753,https://doi.org/10.15454/SQDBPR,Hadm01221-04,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
HadmF276,2844798,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,VIRTUAL_TRIAL,,,,,,,,2010,2,
Koreli,2844785,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2010,2,
CF07097,2844783,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27791,https://doi.org/10.15454/VCEDFU,CF07097,VIRTUAL_TRIAL,,,,,,,,2010,5,
CF07002,2844805,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",
CF05162,2844784,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,2010,2,
CF07018,2844788,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,2010,2,
RE07019,2844777,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,2010,4,
RE07093,2844787,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,2010,3,
Hendrix,2844770,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,2010,2,
Folklor,2844772,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,2010,6,
RE07040,2844801,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,2010,2,
Premio,2844771,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2010,4,
Apache,2844786,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2010,3,
CF07022,2844804,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,2010,4,
