observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
Toisondor,2844782,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,2010,1,
Flamenko,2844795,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,2010,4,
AO10001,2844791,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,49021,https://doi.org/10.15454/JP7IQ2,AO10001,VIRTUAL_TRIAL,,,,,,,,2010,2,
Lyrik,2844806,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,2010,5,
Musik,2844778,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
Karillon,2844796,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,2010,5,
Ghayta,2844799,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,2010,5,
Granamax,2844800,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,2010,4,
Caphorn,2844792,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
AO10004,2844793,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,48616,https://doi.org/10.15454/HDFKTU,AO10004,VIRTUAL_TRIAL,,,,,,,,2010,3,
AO10005,2844794,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,49146,https://doi.org/10.15454/H6MB7G,AO10005,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
Strub061859-1,2844781,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,61007,https://doi.org/10.15454/UDW3YM,Strub061859-1,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
RE07095,2844789,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
CF07143,2844797,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
EM07117,2844779,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,2010,"2,5",
Soissons,2844803,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
Bermude,2844776,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
CF07267,2844802,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,2010,NA,
EM06017,2844773,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,2010,"1,5",
AO10003,2844790,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,48956,https://doi.org/10.15454/IJIMQX,AO10003,VIRTUAL_TRIAL,,,,,,,,2010,"3,5",
