observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2877405,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61616,https://doi.org/10.15454/L4H0GP,CF12271,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"12,1",,"103,4",
1,2877312,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61004,https://doi.org/10.15454/0TKQE8,AO13025,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"12,1",,"106,94",
2,2877295,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"12,9",,"74,1",
1,2877296,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"13,3",,"95,86",
2,2877297,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"13,1",,"97,42",
1,2877294,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"12,5",,"78,1",
1,2877358,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,2",,81,
1,2877360,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,12,,"100,72",
2,2877361,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"11,9",,"101,8",
2,2877359,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"11,5",,"82,2",
2,2877357,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"12,6",,"107,28",
1,2877356,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"12,9",,"114,83",
2,2877355,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"11,7",,"90,5",
1,2877354,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"12,3",,"95,5",
1,2877410,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60866,https://doi.org/10.15454/85C3HD,AO13017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"10,7",,"77,3",
2,2877411,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60866,https://doi.org/10.15454/85C3HD,AO13017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,11,,"80,2",
2,2877413,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60866,https://doi.org/10.15454/85C3HD,AO13017,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"12,1",,"106,21",
1,2877412,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60866,https://doi.org/10.15454/85C3HD,AO13017,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,9",,"104,82",
1,2877406,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"10,5",,"89,5",
1,2877408,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,2",,"122,58",
2,2877409,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"10,9",,"124,03",
2,2877407,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"10,2",,"88,1",
2,2877327,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60930,https://doi.org/10.15454/3Q1S0Q,AO13020,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"11,5",,"78,3",
1,2877326,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60930,https://doi.org/10.15454/3Q1S0Q,AO13020,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,7",,"83,8",
1,2877328,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60930,https://doi.org/10.15454/3Q1S0Q,AO13020,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"12,3",,"107,34",
2,2877329,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60930,https://doi.org/10.15454/3Q1S0Q,AO13020,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"12,7",,"99,33",
2,2877421,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"13,1",,"92,63",
1,2877418,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"12,4",,"79,5",
2,2877419,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"12,1",,"81,1",
1,2877420,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"12,6",,"88,28",
1,2877314,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,5",,"88,6",
1,2877316,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,5",,"106,56",
2,2877315,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"11,7",,"79,3",
2,2877317,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"11,7",,"104,03",
2,2877335,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"10,9",,"79,9",
1,2877334,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,1",,"78,3",
1,2877336,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,7",,"96,76",
2,2877337,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"12,2",,"109,76",
1,2877330,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,9",,"79,7",
1,2877332,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"12,6",,"93,01",
2,2877331,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,12,,"79,7",
2,2877333,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"13,4",,"96,18",
2,2877323,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60946,https://doi.org/10.15454/N0K6T3,AO13021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"12,7",,"75,5",
2,2877325,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60946,https://doi.org/10.15454/N0K6T3,AO13021,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"13,9",,"85,52",
1,2877322,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60946,https://doi.org/10.15454/N0K6T3,AO13021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"12,6",,"72,6",
1,2877324,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60946,https://doi.org/10.15454/N0K6T3,AO13021,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,13,,"80,99",
2,2877385,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"12,3",,"97,68",
1,2877384,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,7",,"99,25",
2,2877383,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"10,7",,"74,7",
1,2877382,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,1",,"76,4",
