observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Soissonsitkfi,2774627,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"107,3",
Koreliitkt,2774588,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2001,101,,"136,4",
LM01004itkt,2774622,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48413,gnpis_pui:holding-921_taxon-4898_accession-48413,LM01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,8",,124,
LM01004itkfi,2774621,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48413,gnpis_pui:holding-921_taxon-4898_accession-48413,LM01004,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"123,7",
DI01020itkt,2774578,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49323,gnpis_pui:holding-921_taxon-4898_accession-49323,DI01020,VIRTUAL_TRIAL,,,,,,,,treated,2001,92,,"124,2",
DI01020itkfi,2774577,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49323,gnpis_pui:holding-921_taxon-4898_accession-49323,DI01020,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"117,9",
DI01008itkt,2774574,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49483,gnpis_pui:holding-921_taxon-4898_accession-49483,DI01008,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,6",,"122,4",
DI01008itkfi,2774573,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49483,gnpis_pui:holding-921_taxon-4898_accession-49483,DI01008,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"116,5",
DI01012itkt,2774598,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49107,gnpis_pui:holding-921_taxon-4898_accession-49107,DI01012,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,4",,"120,8",
DI01012itkfi,2774597,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49107,gnpis_pui:holding-921_taxon-4898_accession-49107,DI01012,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"110,8",
DI01028itkt,2774632,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49616,gnpis_pui:holding-921_taxon-4898_accession-49616,DI01028,VIRTUAL_TRIAL,,,,,,,,treated,2001,"85,9",,116,
DI01028itkfi,2774631,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49616,gnpis_pui:holding-921_taxon-4898_accession-49616,DI01028,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"117,6",
DI01027itkfi,2774589,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49655,gnpis_pui:holding-921_taxon-4898_accession-49655,DI01027,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"111,9",
DI01027itkt,2774590,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49655,gnpis_pui:holding-921_taxon-4898_accession-49655,DI01027,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,6",,121,
DI01006itkt,2774562,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49747,gnpis_pui:holding-921_taxon-4898_accession-49747,DI01006,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,8",,"133,5",
DI01006itkfi,2774561,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49747,gnpis_pui:holding-921_taxon-4898_accession-49747,DI01006,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"121,7",
DI01022itkt,2774582,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,treated,2001,"99,9",,135,
DI01022itkfi,2774581,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"124,7",
DI01036itkfi,2774615,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49333,gnpis_pui:holding-921_taxon-4898_accession-49333,DI01036,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"112,8",
DI01036itkt,2774616,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49333,gnpis_pui:holding-921_taxon-4898_accession-49333,DI01036,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,7",,"121,2",
DI01014itkfi,2774601,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49571,gnpis_pui:holding-921_taxon-4898_accession-49571,DI01014,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"118,9",
DI01014itkt,2774602,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49571,gnpis_pui:holding-921_taxon-4898_accession-49571,DI01014,VIRTUAL_TRIAL,,,,,,,,treated,2001,"96,7",,"130,6",
DI01031itkt,2774614,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49572,gnpis_pui:holding-921_taxon-4898_accession-49572,DI01031,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,3",,"124,8",
DI01031itkfi,2774613,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49572,gnpis_pui:holding-921_taxon-4898_accession-49572,DI01031,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"118,8",
DI01030itkfi,2774611,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48683,gnpis_pui:holding-921_taxon-4898_accession-48683,DI01030,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"116,6",
DI01030itkt,2774612,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48683,gnpis_pui:holding-921_taxon-4898_accession-48683,DI01030,VIRTUAL_TRIAL,,,,,,,,treated,2001,"96,2",,130,
DI01009itkt,2774572,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48810,gnpis_pui:holding-921_taxon-4898_accession-48810,DI01009,VIRTUAL_TRIAL,,,,,,,,treated,2001,"100,3",,"135,5",
DI01009itkfi,2774571,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48810,gnpis_pui:holding-921_taxon-4898_accession-48810,DI01009,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"119,1",
DI01015itkfi,2774603,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49431,gnpis_pui:holding-921_taxon-4898_accession-49431,DI01015,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"112,6",
DI01015itkt,2774604,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,49431,gnpis_pui:holding-921_taxon-4898_accession-49431,DI01015,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,4",,"123,4",
DI01007itkfi,2774559,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"126,3",
DI01007itkt,2774560,BTH_Le_Moulon_2001_SetB3,BTH_Le_Moulon_2001_SetB3,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,treated,2001,"97,8",,"132,2",
