observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
DI14004itkt,2968767,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,VIRTUAL_TRIAL,,,,,,,,traite,2015,86,,137,,11.3,,76.4,,94.2,,,,89.4,,,,,,1,
DI14004itkfi,2968766,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,78,,136,,,,70.3,,103.8,,2,,77.8,,1.5,,1.5,,,
RE12080itkt,2968787,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,11.8,,70.5,,99.4,,,,94.3,,,,,,1,
RE12080itkfi,2968786,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,80,,134,,,,78.5,,96.5,,1.5,,72.4,,1,,2,,,
AO14001itkfi,2968838,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,87,,135,,,,77.1,,90.8,,3,,68.1,,7.5,,3,,,
AO14001itkt,2968839,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,134,,11.4,,78.5,,100.6,,,,95.5,,,,,,1,
EM11537itkt,2968765,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,traite,2015,84,,136,,10.6,,77.3,,92,,,,87.3,,,,,,1,
EM11537itkfi,2968764,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,77,,136,,,,77.3,,103.2,,2.5,,77.4,,1,,3.5,,,
AO12021-1itkt,2968815,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,133,,11.5,,81.4,,105.5,,,,100.2,,,,,,4,
AO12021-1itkfi,2968814,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,91,,134,,,,80.6,,105.4,,2,,79.1,,1,,2.5,,,
AO14005itkt,2968829,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61865,https://doi.org/10.15454/AJY3JA,AO14005,VIRTUAL_TRIAL,,,,,,,,traite,2015,74,,134,,10.9,,82.7,,95.1,,,,90.3,,,,,,1,
AO14005itkfi,2968828,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61865,https://doi.org/10.15454/AJY3JA,AO14005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,69,,134,,,,81.2,,102.6,,5.5,,77,,4,,3,,,
AO13015itkt,2968823,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,134,,10.1,,76.4,,103.4,,,,98.2,,,,,,1,
AO13015itkfi,2968822,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,84,,134,,,,78.1,,112.1,,3,,84.1,,3,,3,,,
AO13045itkt,2968797,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,traite,2015,84,,134,,11,,79.4,,92.2,,,,87.6,,,,,,1,
AO13045itkfi,2968796,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,76,,136,,,,76.5,,90.7,,4.5,,68,,2,,3.5,,,
CF09117itkt,2968833,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,13.5,,80.6,,93.8,,,,89.1,,,,,,1,
CF09117itkfi,2968832,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,79,,134,,,,79.1,,95.6,,4,,71.7,,4,,2,,,
APACHEitkt,2968805,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,132,,11,,83,,87.1,,,,82.7,,,,,,1,
APACHEitkfi,2968804,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,80,,132,,,,79.9,,99.8,,3.5,,74.8,,1,,3,,,
Bermudeitkt,2968777,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,traite,2015,87,,133,,11.1,,80.8,,103.1,,,,97.9,,,,,,1,
Bermudeitkfi,2968776,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,77,,136,,,,78.9,,104.2,,3.5,,78.1,,1,,2.5,,,
AO13100itkt,2968781,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,76092,https://doi.org/10.15454/MBEFL6,AO13100,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,134,,10.9,,81.4,,103.4,,,,98.2,,,,,,1,
AO13100itkfi,2968780,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,76092,https://doi.org/10.15454/MBEFL6,AO13100,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,84,,135,,,,81.9,,107.5,,1.5,,80.6,,5.5,,3,,,
DI11010itkt,2968835,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,10.2,,78.6,,105.8,,,,100.4,,,,,,1,
DI11010itkfi,2968834,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,87,,135,,,,82.2,,113.9,,1.5,,85.5,,6.5,,2.5,,,
CELLULEitkt,2968811,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,132,,11.6,,83.5,,102.4,,,,97.3,,,,,,1,
CELLULEitkfi,2968810,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,83,,132,,,,83.2,,103.9,,5.5,,77.9,,1,,3,,,
AO11011itkt,2968769,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,traite,2015,85,,136,,10.6,,80.8,,103.4,,,,98.2,,,,,,1,
AO11011itkfi,2968768,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,75,,135,,,,79.2,,100,,2.5,,75,,1,,2.5,,,
RE10042itkfi,2968816,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,83,,136,,,,79.6,,100.7,,2,,75.5,,1.5,,2,,,
RE10042itkt,2968817,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,traite,2015,93,,136,,10.8,,80.8,,103.9,,,,98.7,,,,,,1,
RE11058itkt,2968819,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,132,,11.5,,81.7,,105.3,,,,100,,,,,,1,
RE11058itkfi,2968818,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,85,,132,,,,81.4,,110.1,,2.5,,82.6,,2,,1.5,,,
CROUSTYitkt,2968821,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,134,,11.4,,74.2,,96.1,,,,91.2,,,,,,1,
CROUSTYitkfi,2968820,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,91,,134,,,,78.9,,90,,2,,67.5,,5,,2.5,,,
Galibieritkt,2968789,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,traite,2015,108,,125,,15.3,,80.5,,70.6,,,,67,,,,,,1,
Galibieritkfi,2968788,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,95,,126,,,,81.5,,73.4,,5.5,,55,,2.5,,2.5,,,
RUBISKOitkt,2968837,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,traite,2015,84,,133,,11.6,,80.6,,98.3,,,,93.3,,,,,,1,
RUBISKOitkfi,2968836,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,79,,133,,,,79.4,,105.5,,1.5,,79.2,,1,,3,,,
AO13026itkt,2968771,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,10.7,,82.7,,96.2,,,,91.3,,,,,,1,
ARKEOSitkt,2968831,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27751,https://doi.org/10.15454/OYNH7Y,ARKEOS,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,131,,10.8,,78.3,,100.7,,,,95.6,,,,,,1,
EM12096itkt,2968763,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,traite,2015,85,,136,,11.9,,79.4,,86.1,,,,81.7,,,,,,1,
EM12096itkfi,2968762,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,77,,136,,,,79.7,,93.1,,3.5,,69.8,,1,,2.5,,,
EM12231itkt,2968803,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,133,,10.7,,81.5,,103.2,,,,98,,,,,,1,
EM12231itkfi,2968802,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,82,,134,,,,76.9,,108.9,,1.5,,81.7,,1,,3.5,,,
EM12234itkt,2968801,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,134,,11.8,,79.6,,98,,,,93.1,,,,,,1,
EM12234itkfi,2968800,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,78,,134,,,,79.4,,96.2,,2.5,,72.2,,1,,1.5,,,
RE12002itkt,2968783,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,134,,10.7,,78.2,,97.3,,,,92.4,,,,,,1,
RE12002itkfi,2968782,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,91,,134,,,,79.2,,105.1,,2,,78.8,,1.5,,3,,,
RE12020itkt,2968785,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,133,,14.1,,82.5,,86.3,,,,82,,,,,,1,
RE12020itkfi,2968784,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,84,,134,,,,81.8,,92.3,,2,,69.2,,1,,4,,,
AO14039itkt,2968809,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60867,https://doi.org/10.15454/WFL1YX,AO14039,VIRTUAL_TRIAL,,,,,,,,traite,2015,91,,131,,10.4,,80.5,,113.6,,,,107.9,,,,,,1,
AO14039itkfi,2968808,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60867,https://doi.org/10.15454/WFL1YX,AO14039,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,79,,131,,,,78.9,,95.4,,4.5,,71.5,,1,,2,,,
AO13022itkt,2968807,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60962,https://doi.org/10.15454/57FECX,AO13022,VIRTUAL_TRIAL,,,,,,,,traite,2015,91,,134,,10.6,,82.3,,109.9,,,,104.4,,,,,,1,
AO13022itkfi,2968806,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,60962,https://doi.org/10.15454/57FECX,AO13022,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,84,,134,,,,80.7,,107.3,,3.5,,80.5,,5.5,,2,,,
AREZZOitkt,2968841,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,traite,2015,89,,132,,11.6,,85,,96.1,,,,91.3,,,,,,1,
AREZZOitkfi,2968840,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,79,,132,,,,83.5,,86.4,,5,,64.8,,3.5,,2,,,
AO13030itkt,2968825,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,traite,2015,82,,132,,10.9,,78.4,,97.2,,,,92.3,,,,,,1,
AO13030itkfi,2968824,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,73,,132,,,,77.7,,92.3,,4.5,,69.2,,2,,3,,,
AO13047itkt,2968795,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,134,,11,,81.1,,101.8,,,,96.6,,,,,,1,
AO13047itkfi,2968794,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,83,,134,,,,81,,108.3,,2.5,,81.2,,3,,2.5,,,
CF12202itkt,2968791,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,traite,2015,86,,132,,10.7,,80.2,,106.9,,,,101.5,,,,,,1,
CF12202itkfi,2968790,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,76,,134,,,,79.4,,102.3,,3,,76.7,,1.5,,2,,,
DI13002-2itkt,2968773,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,134,,10.6,,81.8,,103.3,,,,98.1,,,,,,1,
DI13002-2itkfi,2968772,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,82,,134,,,,81.3,,115.1,,2.5,,86.3,,1.5,,2,,,
DI13003itkt,2968793,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,136,,11,,81.6,,94.7,,,,89.9,,,,,,1,
DI13003itkfi,2968792,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,78,,136,,,,79,,94.3,,2.5,,70.7,,1,,2,,,
DI13005itkt,2968779,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,136,,10.4,,74.5,,93.7,,,,88.9,,,,,,1,
DI13005itkfi,2968778,BTH_Dijon_2015_SetA1,BTH_Dijon_2015_SetA1,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,83,,137,,,,74.1,,94.2,,2.5,,70.6,,1,,3,,,
