observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI02022itkt,2782310,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,VIRTUAL_TRIAL,,,,,,,,treated,2002,"90,8",,"90,1",
Soissonsitkt,2782314,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2002,"91,7",,"91,1",
DI02020itkt,2782308,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49478,gnpis_pui:holding-921_taxon-4898_accession-49478,DI02020,VIRTUAL_TRIAL,,,,,,,,treated,2002,"94,3",,"93,6",
PR22R28itkt,2782294,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,48973,https://doi.org/10.15454/PFCMDV,PR22R28,VIRTUAL_TRIAL,,,,,,,,treated,2002,"102,1",,"101,3",
DI02019itkt,2782282,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,48627,gnpis_pui:holding-921_taxon-4898_accession-48627,DI02019,VIRTUAL_TRIAL,,,,,,,,treated,2002,89,,"88,3",
RE01025itkt,2782306,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49682,gnpis_pui:holding-921_taxon-4898_accession-49682,RE01025,VIRTUAL_TRIAL,,,,,,,,treated,2002,"91,8",,"91,2",
DI02012itkt,2782280,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49673,gnpis_pui:holding-921_taxon-4898_accession-49673,DI02012,VIRTUAL_TRIAL,,,,,,,,treated,2002,"82,6",,82,
EM01216itkt,2782300,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,VIRTUAL_TRIAL,,,,,,,,treated,2002,"94,5",,"93,7",
EM01156itkt,2782317,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49085,gnpis_pui:holding-921_taxon-4898_accession-49085,EM01156,VIRTUAL_TRIAL,,,,,,,,treated,2002,"92,4",,"91,7",
Apacheitkt,2782297,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2002,"101,8",,101,
EM01138itkt,2782318,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49418,gnpis_pui:holding-921_taxon-4898_accession-49418,EM01138,VIRTUAL_TRIAL,,,,,,,,treated,2002,"83,9",,"83,3",
Brandoitkt,2782293,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,25734,https://doi.org/10.15454/P0AD4Y,BRANDO,VIRTUAL_TRIAL,,,,,,,,treated,2002,"98,4",,"97,7",
DI02015itkt,2782275,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,48985,gnpis_pui:holding-921_taxon-4898_accession-48985,DI02015,VIRTUAL_TRIAL,,,,,,,,treated,2002,"92,9",,"92,2",
EM01150itkt,2782313,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,VIRTUAL_TRIAL,,,,,,,,treated,2002,93,,"92,3",
Isengrainitkt,2782312,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2002,"106,6",,"105,8",
DI02014itkt,2782276,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49306,gnpis_pui:holding-921_taxon-4898_accession-49306,DI02014,VIRTUAL_TRIAL,,,,,,,,treated,2002,"92,9",,"92,2",
CF00080itkt,2782285,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,26050,https://doi.org/10.15454/MPDL1F,CF00080,VIRTUAL_TRIAL,,,,,,,,treated,2002,"94,6",,"93,9",
EM01288itkt,2782316,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,VIRTUAL_TRIAL,,,,,,,,treated,2002,"94,9",,"94,2",
CF01196itkt,2782292,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,49532,gnpis_pui:holding-921_taxon-4898_accession-49532,CF01196,VIRTUAL_TRIAL,,,,,,,,treated,2002,"88,4",,"87,7",
EM01206itkt,2782290,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,48429,gnpis_pui:holding-921_taxon-4898_accession-48429,EM01206,VIRTUAL_TRIAL,,,,,,,,treated,2002,"97,3",,"96,6",
CF00037itkt,2782302,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,48714,gnpis_pui:holding-921_taxon-4898_accession-48714,CF00037,VIRTUAL_TRIAL,,,,,,,,treated,2002,"90,3",,"89,6",
RE01037itkt,2782288,BTH_Lusignan_2002_SetB2,BTH_Lusignan_2002_SetB2,26096,https://doi.org/10.15454/9ZI12M,RE01037,VIRTUAL_TRIAL,,,,,,,,treated,2002,"93,7",,93,
