observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleExtrusion(WIPO:0000284),PeduncleExtrusion(WIPO:0000284).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,RowType(WIPO:0000285),RowType(WIPO:0000285).date,SeedArea(CO_321:1000144),SeedArea(CO_321:1000144).date,SeedLength(CO_321:1000146),SeedLength(CO_321:1000146).date,SeedWidth(CO_321:1000147),SeedWidth(CO_321:1000147).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
11,3291745,BS2,Barley_Spring_JHI,63686,https://doi.org/10.15454/FYPXNX,HOR420,BLOCK>PLOT,,,,,6,30,"BLOCK>PLOT:11,BLOCK:4",2015,9.75,,51.97,2015-10-28T01:00:00Z,81,2015-06-19T02:00:00Z,108.25,,16,,3,2015-05-19T02:00:00Z,6,,28.4,2015-10-28T01:00:00Z,10.6,2015-10-28T01:00:00Z,3.7,2015-10-28T01:00:00Z,77.5,
16,3291764,BS2,Barley_Spring_JHI,63688,https://doi.org/10.15454/3XEHHA,HOR449,BLOCK>PLOT,,,,,11,31,"BLOCK>PLOT:16,BLOCK:8",2015,12.25,,48.82,2015-10-28T01:00:00Z,81,2015-06-19T02:00:00Z,100.5,,17,,2,2015-05-19T02:00:00Z,6,,29.3,2015-10-28T01:00:00Z,11.7,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z,72.5,
63,3291446,BS2,Barley_Spring_JHI,63689,https://doi.org/10.15454/EK7GWW,HOR452,BLOCK>PLOT,,,,,7,9,"BLOCK>PLOT:63,BLOCK:1",2015,11.75,,52.62,2015-11-19T01:00:00Z,82,2015-06-20T02:00:00Z,113,,18.5,,2,2015-05-19T02:00:00Z,6,,27.8,2015-11-19T01:00:00Z,10.7,2015-11-19T01:00:00Z,3.6,2015-11-19T01:00:00Z,92.5,
29,3291791,BS2,Barley_Spring_JHI,63690,https://doi.org/10.15454/QQPMLY,HOR544,BLOCK>PLOT,,,,,10,33,"BLOCK>PLOT:29,BLOCK:8",2015,11.75,,50.33,2015-11-20T01:00:00Z,77,2015-06-15T02:00:00Z,85,,13.75,,3,2015-05-19T02:00:00Z,6,,30.6,2015-11-20T01:00:00Z,12,2015-11-20T01:00:00Z,3.6,2015-11-20T01:00:00Z,82.5,
46,3291546,BS2,Barley_Spring_JHI,63691,https://doi.org/10.15454/HXALNM,HOR889,BLOCK>PLOT,,,,,7,16,"BLOCK>PLOT:46,BLOCK:2",2015,8.5,,53.03,2015-11-30T01:00:00Z,73,2015-06-11T02:00:00Z,68.5,,18.5,,2,2015-05-19T02:00:00Z,6,,27.1,2015-11-30T01:00:00Z,10.8,2015-11-30T01:00:00Z,3.5,2015-11-30T01:00:00Z,62.5,
21,3291369,BS2,Barley_Spring_JHI,63692,https://doi.org/10.15454/RWCPGE,HOR194,BLOCK>PLOT,,,,,14,3,"BLOCK>PLOT:21,BLOCK:5",2015,9.75,,46.72,2015-12-01T01:00:00Z,82,2015-06-20T02:00:00Z,104.25,,14,,2,2015-05-19T02:00:00Z,6,,26.1,2015-12-01T01:00:00Z,10.8,2015-12-01T01:00:00Z,3.4,2015-12-01T01:00:00Z,67.5,
10,3291882,BS2,Barley_Spring_JHI,63692,https://doi.org/10.15454/RWCPGE,HOR194,BLOCK>PLOT,,,,,1,40,"BLOCK>PLOT:10,BLOCK:9",2015,9,,52.5,2015-10-26T01:00:00Z,84,2015-06-22T02:00:00Z,105.25,,18,,2,2015-05-19T02:00:00Z,6,,29.2,2015-10-26T01:00:00Z,10.9,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z,87.5,
5,3291608,BS2,Barley_Spring_JHI,63301,https://doi.org/10.15454/2RZTIP,HOR2551,BLOCK>PLOT,,,,,11,20,"BLOCK>PLOT:5,BLOCK:7",2015,11,,48.9,2015-11-20T01:00:00Z,74,2015-06-12T02:00:00Z,93,,16.25,,2,2015-05-19T02:00:00Z,2,,20.8,2015-11-20T01:00:00Z,8,2015-11-20T01:00:00Z,3.4,2015-11-20T01:00:00Z,90,
43,3291681,BS2,Barley_Spring_JHI,63304,https://doi.org/10.15454/WB3JCS,HOR3271,BLOCK>PLOT,,,,,14,25,"BLOCK>PLOT:43,BLOCK:7",2015,10.25,,55.66,2015-10-27T01:00:00Z,82,2015-06-20T02:00:00Z,99.25,,11.5,,2,2015-05-19T02:00:00Z,2,,24.8,2015-10-27T01:00:00Z,9,2015-10-27T01:00:00Z,3.8,2015-10-27T01:00:00Z,100,
20,3291630,BS2,Barley_Spring_JHI,63320,https://doi.org/10.15454/JYHX8Z,HOR10310,BLOCK>PLOT,,,,,5,22,"BLOCK>PLOT:20,BLOCK:3",2015,11.5,,50.7,2015-10-26T01:00:00Z,84,2015-06-22T02:00:00Z,99.25,,14.5,,1,2015-05-19T02:00:00Z,6,,28.7,2015-10-26T01:00:00Z,10.2,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z,82.5,
30,3291523,BS2,Barley_Spring_JHI,63324,https://doi.org/10.15454/GZIZAC,HOR3592,BLOCK>PLOT,,,,,12,14,"BLOCK>PLOT:30,BLOCK:6",2015,12,,55.07,2015-12-01T01:00:00Z,82,2015-06-20T02:00:00Z,90.75,,22.25,,2,2015-05-19T02:00:00Z,2,,23.2,2015-12-01T01:00:00Z,8.2,2015-12-01T01:00:00Z,3.7,2015-12-01T01:00:00Z,85,
24,3291641,BS2,Barley_Spring_JHI,63291,https://doi.org/10.15454/DTA5PP,HOR303,BLOCK>PLOT,,,,,2,23,"BLOCK>PLOT:24,BLOCK:3",2015,10.25,,46.35,2015-10-26T01:00:00Z,91,2015-06-29T02:00:00Z,100.75,,7.5,,2,2015-05-19T02:00:00Z,2,,24.1,2015-10-26T01:00:00Z,8.7,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z,90,
62,3291452,BS2,Barley_Spring_JHI,63295,https://doi.org/10.15454/1NSBTN,HOR804,BLOCK>PLOT,,,,,13,9,"BLOCK>PLOT:62,BLOCK:5",2015,0,,40.81,2015-11-20T01:00:00Z,71,2015-06-09T02:00:00Z,94.25,,23,,3,2015-05-19T02:00:00Z,6,,22.1,2015-11-20T01:00:00Z,9.2,2015-11-20T01:00:00Z,3.1,2015-11-20T01:00:00Z,72.5,
1,3291334,BS2,Barley_Spring_JHI,63292,https://doi.org/10.15454/5WL45A,HOR683,BLOCK>PLOT,,,,,8,1,"BLOCK>PLOT:1,BLOCK:5",2015,14.25,,60.56,2015-11-19T01:00:00Z,75,2015-06-13T02:00:00Z,95.75,,16.75,,2,2015-05-19T02:00:00Z,6,,30.6,2015-11-19T01:00:00Z,11.7,2015-11-19T01:00:00Z,3.7,2015-11-19T01:00:00Z,130,
31,3291924,BS2,Barley_Spring_JHI,63292,https://doi.org/10.15454/5WL45A,HOR683,BLOCK>PLOT,,,,,1,43,"BLOCK>PLOT:31,BLOCK:9",2015,13.25,,62.36,2015-10-19T02:00:00Z,74,2015-06-12T02:00:00Z,96,,18.75,,3,2015-05-19T02:00:00Z,6,,35.2,2015-10-19T02:00:00Z,13.2,2015-10-19T02:00:00Z,3.9,2015-10-19T02:00:00Z,70,
62,3291855,BS2,Barley_Spring_JHI,63303,https://doi.org/10.15454/RHLCX1,HOR3075,BLOCK>PLOT,,,,,3,38,"BLOCK>PLOT:62,BLOCK:4",2015,9.5,,45.28,2015-10-21T02:00:00Z,84,2015-06-22T02:00:00Z,90.75,,13.25,,2,2015-05-19T02:00:00Z,6,,25.1,2015-10-21T02:00:00Z,10,2015-10-21T02:00:00Z,3.4,2015-10-21T02:00:00Z,75,
23,3291902,BS2,Barley_Spring_JHI,63303,https://doi.org/10.15454/RHLCX1,HOR3075,BLOCK>PLOT,,,,,7,41,"BLOCK>PLOT:23,BLOCK:9",2015,10.25,,47.01,2015-11-30T01:00:00Z,86,2015-06-24T02:00:00Z,92.25,,12,,1,2015-05-19T02:00:00Z,6,,25.6,2015-11-30T01:00:00Z,10.1,2015-11-30T01:00:00Z,3.4,2015-11-30T01:00:00Z,75,
39,3291408,BS2,Barley_Spring_JHI,63305,https://doi.org/10.15454/7NXPI9,HOR3275,BLOCK>PLOT,,,,,11,6,"BLOCK>PLOT:39,BLOCK:5",2015,8.25,,43.18,2015-12-01T01:00:00Z,86,2015-06-24T02:00:00Z,117,,18,,2,2015-05-19T02:00:00Z,6,,23.2,2015-12-01T01:00:00Z,9.6,2015-12-01T01:00:00Z,3.3,2015-12-01T01:00:00Z,92.5,
9,3291750,BS2,Barley_Spring_JHI,63289,https://doi.org/10.15454/W6AKT4,HOR214,BLOCK>PLOT,,,,,11,30,"BLOCK>PLOT:9,BLOCK:8",2015,0,,36.78,2015-11-04T01:00:00Z,77,2015-06-15T02:00:00Z,85,,20,,1,2015-05-19T02:00:00Z,6,,20.3,2015-11-04T01:00:00Z,8.2,2015-11-04T01:00:00Z,3.3,2015-11-04T01:00:00Z,60,
8,3291749,BS2,Barley_Spring_JHI,63294,https://doi.org/10.15454/E8XA4A,HOR736,BLOCK>PLOT,,,,,10,30,"BLOCK>PLOT:8,BLOCK:8",2015,10.5,,59.33,2015-11-04T01:00:00Z,77,2015-06-15T02:00:00Z,83.5,,14.25,,3,2015-05-19T02:00:00Z,6,,30,2015-11-04T01:00:00Z,12.1,2015-11-04T01:00:00Z,3.5,2015-11-04T01:00:00Z,62.5,
52,3291835,BS2,Barley_Spring_JHI,63310,https://doi.org/10.15454/PEWD7F,HOR4400,BLOCK>PLOT,,,,,12,36,"BLOCK>PLOT:52,BLOCK:8",2015,9.5,,48.07,2015-10-28T01:00:00Z,91,2015-06-29T02:00:00Z,83,,4.5,,1,2015-05-19T02:00:00Z,2,,22.5,2015-10-28T01:00:00Z,8.4,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z,97.5,
35,3291928,BS2,Barley_Spring_JHI,63310,https://doi.org/10.15454/PEWD7F,HOR4400,BLOCK>PLOT,,,,,5,43,"BLOCK>PLOT:35,BLOCK:9",2015,9,,50.35,2015-10-19T02:00:00Z,91,2015-06-29T02:00:00Z,90.25,,7.5,,2,2015-05-19T02:00:00Z,2,,25.2,2015-10-19T02:00:00Z,8.9,2015-10-19T02:00:00Z,3.8,2015-10-19T02:00:00Z,100,
27,3291644,BS2,Barley_Spring_JHI,63332,https://doi.org/10.15454/OZRBBW,HOR1683,BLOCK>PLOT,,,,,5,23,"BLOCK>PLOT:27,BLOCK:3",2015,12.5,,56.58,2015-10-26T01:00:00Z,75,2015-06-13T02:00:00Z,88,,16,,2,2015-05-19T02:00:00Z,6,,32.9,2015-10-26T01:00:00Z,12.2,2015-10-26T01:00:00Z,3.8,2015-10-26T01:00:00Z,82.5,
23,3291509,BS2,Barley_Spring_JHI,63334,https://doi.org/10.15454/8PWK9Z,HOR7327,BLOCK>PLOT,,,,,12,13,"BLOCK>PLOT:23,BLOCK:6",2015,11,,56.97,2015-12-01T01:00:00Z,74,2015-06-12T02:00:00Z,86.75,,12,,1,2015-05-19T02:00:00Z,6,,29.6,2015-12-01T01:00:00Z,11.8,2015-12-01T01:00:00Z,3.6,2015-12-01T01:00:00Z,72.5,
46,3291953,BS2,Barley_Spring_JHI,63334,https://doi.org/10.15454/8PWK9Z,HOR7327,BLOCK>PLOT,,,,,2,45,"BLOCK>PLOT:46,BLOCK:9",2015,9.25,,51.98,2015-10-19T02:00:00Z,74,2015-06-12T02:00:00Z,81.25,,14.75,,2,2015-05-19T02:00:00Z,6,,31.5,2015-10-19T02:00:00Z,11.9,2015-10-19T02:00:00Z,3.8,2015-10-19T02:00:00Z,65,
33,3291664,BS2,Barley_Spring_JHI,48103,https://doi.org/10.15454/9UWCTZ,TUNISIE 1458,BLOCK>PLOT,,,,,11,24,"BLOCK>PLOT:33,BLOCK:7",2015,10.75,,58.62,2015-10-27T01:00:00Z,74,2015-06-12T02:00:00Z,87.75,,14.5,,3,2015-05-19T02:00:00Z,6,,30.4,2015-10-27T01:00:00Z,12,2015-10-27T01:00:00Z,3.5,2015-10-27T01:00:00Z,70,
53,3291829,BS2,Barley_Spring_JHI,63293,https://doi.org/10.15454/ZX2WR2,HOR728,BLOCK>PLOT,,,,,6,36,"BLOCK>PLOT:53,BLOCK:4",2015,10.75,,56.85,2015-10-28T01:00:00Z,82,2015-06-20T02:00:00Z,95,,9.75,,2,2015-05-19T02:00:00Z,6,,28.7,2015-10-28T01:00:00Z,11.3,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z,80,
15,3291756,BS2,Barley_Spring_JHI,63302,https://doi.org/10.15454/K10DUX,HOR2932,BLOCK>PLOT,,,,,3,31,"BLOCK>PLOT:15,BLOCK:4",2015,10,,46.39,2015-11-02T01:00:00Z,86,2015-06-24T02:00:00Z,107,,13.5,,3,2015-05-19T02:00:00Z,6,,24.3,2015-11-02T01:00:00Z,9,2015-11-02T01:00:00Z,3.6,2015-11-02T01:00:00Z,52.5,
12,3291884,BS2,Barley_Spring_JHI,63302,https://doi.org/10.15454/K10DUX,HOR2932,BLOCK>PLOT,,,,,3,40,"BLOCK>PLOT:12,BLOCK:9",2015,9.75,,52.69,2015-10-21T02:00:00Z,88,2015-06-26T02:00:00Z,108.25,,14.25,,2,2015-05-19T02:00:00Z,6,,26.5,2015-10-21T02:00:00Z,9.7,2015-10-21T02:00:00Z,3.7,2015-10-21T02:00:00Z,62.5,
32,3291663,BS2,Barley_Spring_JHI,63309,https://doi.org/10.15454/WJQXPS,HOR4060,BLOCK>PLOT,,,,,10,24,"BLOCK>PLOT:32,BLOCK:7",2015,10.5,,55.2,2015-10-27T01:00:00Z,73,2015-06-11T02:00:00Z,57,,8.75,,2,2015-05-19T02:00:00Z,2,,29.9,2015-10-27T01:00:00Z,10.9,2015-10-27T01:00:00Z,3.6,2015-10-27T01:00:00Z,65,
57,3291709,BS2,Barley_Spring_JHI,63351,https://doi.org/10.15454/ZNDDLK,IG 31903,BLOCK>PLOT,,,,,14,27,"BLOCK>PLOT:57,BLOCK:7",2015,8.25,,49.3,2015-11-20T01:00:00Z,77,2015-06-15T02:00:00Z,86.5,,17,,3,2015-05-19T02:00:00Z,6,,26.3,2015-11-20T01:00:00Z,10.5,2015-11-20T01:00:00Z,3.4,2015-11-20T01:00:00Z,77.5,
44,3291951,BS2,Barley_Spring_JHI,63351,https://doi.org/10.15454/ZNDDLK,IG 31903,BLOCK>PLOT,,,,,14,44,"BLOCK>PLOT:44,BLOCK:10",2015,9.5,,52.66,2015-10-21T02:00:00Z,77,2015-06-15T02:00:00Z,94.25,,18.25,,2,2015-05-19T02:00:00Z,6,,29.7,2015-10-21T02:00:00Z,12.1,2015-10-21T02:00:00Z,3.5,2015-10-21T02:00:00Z,95,
15,3291625,BS2,Barley_Spring_JHI,48102,https://doi.org/10.15454/ELTCZK,TUNISIE 1451,BLOCK>PLOT,,,,,14,21,"BLOCK>PLOT:15,BLOCK:7",2015,9,,56.76,2015-10-27T01:00:00Z,76,2015-06-14T02:00:00Z,91.5,,14.75,,3,2015-05-19T02:00:00Z,6,,30.4,2015-10-27T01:00:00Z,12.4,2015-10-27T01:00:00Z,3.4,2015-10-27T01:00:00Z,72.5,
36,3291529,BS2,Barley_Spring_JHI,63311,https://doi.org/10.15454/VXSJJ1,HOR5188,BLOCK>PLOT,,,,,4,15,"BLOCK>PLOT:36,BLOCK:2",2015,11,,50.25,2015-11-30T01:00:00Z,81,2015-06-19T02:00:00Z,109.25,,18.75,,2,2015-05-19T02:00:00Z,6,,26.1,2015-11-30T01:00:00Z,9.6,2015-11-30T01:00:00Z,3.7,2015-11-30T01:00:00Z,55,
64,3291467,BS2,Barley_Spring_JHI,63313,https://doi.org/10.15454/KPFQIU,HOR5593,BLOCK>PLOT,,,,,12,10,"BLOCK>PLOT:64,BLOCK:5",2015,0,,53.38,2015-11-20T01:00:00Z,82,2015-06-20T02:00:00Z,93,,17.75,,2,2015-05-19T02:00:00Z,6,,26.8,2015-11-20T01:00:00Z,9.8,2015-11-20T01:00:00Z,3.7,2015-11-20T01:00:00Z,80,
51,3291958,BS2,Barley_Spring_JHI,63313,https://doi.org/10.15454/KPFQIU,HOR5593,BLOCK>PLOT,,,,,7,45,"BLOCK>PLOT:51,BLOCK:9",2015,0,,51.59,2015-10-21T02:00:00Z,84,2015-06-22T02:00:00Z,89.75,,15.75,,2,2015-05-19T02:00:00Z,6,,26,2015-10-21T02:00:00Z,9.5,2015-10-21T02:00:00Z,3.6,2015-10-21T02:00:00Z,80,
30,3291785,BS2,Barley_Spring_JHI,63325,https://doi.org/10.15454/61ITET,HOR3600,BLOCK>PLOT,,,,,4,33,"BLOCK>PLOT:30,BLOCK:4",2015,12,,48.53,2015-11-02T01:00:00Z,81,2015-06-19T02:00:00Z,91,,14.25,,2,2015-05-19T02:00:00Z,2,,23.7,2015-11-02T01:00:00Z,8.7,2015-11-02T01:00:00Z,3.5,2015-11-02T01:00:00Z,97.5,
53,3291429,BS2,Barley_Spring_JHI,63328,https://doi.org/10.15454/M9W29C,HOR10169,BLOCK>PLOT,,,,,4,8,"BLOCK>PLOT:53,BLOCK:1",2015,10.5,,55.65,2015-11-19T01:00:00Z,74,2015-06-12T02:00:00Z,75.25,,10,,2,2015-05-19T02:00:00Z,2,,25.5,2015-11-19T01:00:00Z,9.4,2015-11-19T01:00:00Z,3.7,2015-11-19T01:00:00Z,67.5,
44,3291689,BS2,Barley_Spring_JHI,63377,https://doi.org/10.15454/LEM7NW,PL 172,BLOCK>PLOT,,,,,8,26,"BLOCK>PLOT:44,BLOCK:7",2015,9.5,,49.97,2015-10-26T01:00:00Z,73,2015-06-11T02:00:00Z,71,,14,,2,2015-05-19T02:00:00Z,6,,26.3,2015-10-26T01:00:00Z,9.7,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z,75,
23,3291771,BS2,Barley_Spring_JHI,63442,https://doi.org/10.15454/DJGYRW,Menuet,BLOCK>PLOT,,,,,4,32,"BLOCK>PLOT:23,BLOCK:4",2015,9.75,,54.17,2015-11-02T01:00:00Z,88,2015-06-26T02:00:00Z,84.25,,9.75,,2,2015-05-19T02:00:00Z,2,,23.1,2015-11-02T01:00:00Z,8.1,2015-11-02T01:00:00Z,3.8,2015-11-02T01:00:00Z,112.5,
17,3291896,BS2,Barley_Spring_JHI,63442,https://doi.org/10.15454/DJGYRW,Menuet,BLOCK>PLOT,,,,,1,41,"BLOCK>PLOT:17,BLOCK:9",2015,10,,55.93,2015-10-26T01:00:00Z,88,2015-06-26T02:00:00Z,84,,12.75,,1,2015-05-19T02:00:00Z,2,,26.4,2015-10-26T01:00:00Z,8.8,2015-10-26T01:00:00Z,4,2015-10-26T01:00:00Z,115,
24,3291379,BS2,Barley_Spring_JHI,48099,https://doi.org/10.15454/PDSTKB,OM21,BLOCK>PLOT,,,,,10,4,"BLOCK>PLOT:24,BLOCK:5",2015,11.25,,51.41,2015-11-30T01:00:00Z,82,2015-06-20T02:00:00Z,103.75,,14.5,,3,2015-05-19T02:00:00Z,6,,27.7,2015-11-30T01:00:00Z,10.9,2015-11-30T01:00:00Z,3.6,2015-11-30T01:00:00Z,60,
46,3291815,BS2,Barley_Spring_JHI,63723,https://doi.org/10.15454/K4RKTF,HID62,BLOCK>PLOT,,,,,6,35,"BLOCK>PLOT:46,BLOCK:4",2015,15.5,,27.14,2015-11-03T01:00:00Z,101,2015-07-09T02:00:00Z,111.75,,14.5,,1,2015-05-19T02:00:00Z,2,,27.6,2015-11-03T01:00:00Z,13.1,2015-11-03T01:00:00Z,2.5,2015-11-03T01:00:00Z,97.5,
58,3291848,BS2,Barley_Spring_JHI,63730,https://doi.org/10.15454/XSC7KQ,HID109,BLOCK>PLOT,,,,,11,37,"BLOCK>PLOT:58,BLOCK:8",2015,13.5,,35.42,2015-10-19T02:00:00Z,98,2015-07-06T02:00:00Z,103,,23.25,,2,2015-05-19T02:00:00Z,2,,37.5,2015-10-19T02:00:00Z,15.8,2015-10-19T02:00:00Z,3,2015-10-19T02:00:00Z,92.5,
29,3291784,BS2,Barley_Spring_JHI,63720,https://doi.org/10.15454/IPOTUT,HID03,BLOCK>PLOT,,,,,3,33,"BLOCK>PLOT:29,BLOCK:4",2015,13.25,,53.11,2015-11-02T01:00:00Z,84,2015-06-22T02:00:00Z,104.25,,23.75,,3,2015-05-19T02:00:00Z,2,,32,2015-11-02T01:00:00Z,12.1,2015-11-02T01:00:00Z,3.5,2015-11-02T01:00:00Z,70,
64,3291865,BS2,Barley_Spring_JHI,63721,https://doi.org/10.15454/VFJ2SO,HID04,BLOCK>PLOT,,,,,12,38,"BLOCK>PLOT:64,BLOCK:8",2015,11.25,,32.93,2015-12-01T01:00:00Z,79,2015-06-17T02:00:00Z,106.5,,29.75,,2,2015-05-19T02:00:00Z,2,,25.2,2015-12-01T01:00:00Z,12.6,2015-12-01T01:00:00Z,2.7,2015-12-01T01:00:00Z,42.5,
45,3291814,BS2,Barley_Spring_JHI,63735,https://doi.org/10.15454/LBLIF2,HID219,BLOCK>PLOT,,,,,5,35,"BLOCK>PLOT:45,BLOCK:4",2015,10.75,,36.57,2015-11-30T01:00:00Z,81,2015-06-19T02:00:00Z,101.5,,23.5,,1,2015-05-19T02:00:00Z,2,,28.4,2015-11-30T01:00:00Z,13.7,2015-11-30T01:00:00Z,2.8,2015-11-30T01:00:00Z,62.5,
21,3291769,BS2,Barley_Spring_JHI,63253,https://doi.org/10.15454/KWENIB,KW Capella,BLOCK>PLOT,,,,,2,32,"BLOCK>PLOT:21,BLOCK:4",2015,12,,72.38,2015-11-02T01:00:00Z,105,2015-07-13T02:00:00Z,79.5,,3.25,,3,2015-05-19T02:00:00Z,2,,29,2015-11-02T01:00:00Z,9.5,2015-11-02T01:00:00Z,4.1,2015-11-02T01:00:00Z,105,
13,3291885,BS2,Barley_Spring_JHI,63253,https://doi.org/10.15454/KWENIB,KW Capella,BLOCK>PLOT,,,,,4,40,"BLOCK>PLOT:13,BLOCK:9",2015,11.25,,71.81,2015-10-26T01:00:00Z,104,2015-07-12T02:00:00Z,78.5,,-1.5,,2,2015-05-19T02:00:00Z,2,,32.7,2015-10-26T01:00:00Z,10.4,2015-10-26T01:00:00Z,4.2,2015-10-26T01:00:00Z,117.5,
65,3291460,BS2,Barley_Spring_JHI,63709,https://doi.org/10.15454/4FMEIR,HOR5961,BLOCK>PLOT,,,,,6,10,"BLOCK>PLOT:65,BLOCK:1",2015,10,,43.81,2015-11-19T01:00:00Z,79,2015-06-17T02:00:00Z,95.5,,18,,2,2015-05-19T02:00:00Z,6,,19.7,2015-11-19T01:00:00Z,7,2015-11-19T01:00:00Z,3.6,2015-11-19T01:00:00Z,90,
27,3291513,BS2,Barley_Spring_JHI,63710,https://doi.org/10.15454/MNDGRM,HOR10364,BLOCK>PLOT,,,,,2,14,"BLOCK>PLOT:27,BLOCK:2",2015,9.75,,62.93,2015-11-30T01:00:00Z,81,2015-06-19T02:00:00Z,111.25,,17.5,,2,2015-05-19T02:00:00Z,6,,31.5,2015-11-30T01:00:00Z,11.4,2015-11-30T01:00:00Z,3.8,2015-11-30T01:00:00Z,75,
48,3291417,BS2,Barley_Spring_JHI,63711,https://doi.org/10.15454/CQZYK2,HOR3270,BLOCK>PLOT,,,,,6,7,"BLOCK>PLOT:48,BLOCK:1",2015,10.5,,39.19,2015-11-30T01:00:00Z,77,2015-06-15T02:00:00Z,85,,20,,2,2015-05-19T02:00:00Z,6,,22.9,2015-11-30T01:00:00Z,10.2,2015-11-30T01:00:00Z,3.1,2015-11-30T01:00:00Z,62.5,
4,3291338,BS2,Barley_Spring_JHI,63712,https://doi.org/10.15454/DZCE4H,HOR3941,BLOCK>PLOT,,,,,11,1,"BLOCK>PLOT:4,BLOCK:5",2015,10.75,,58.43,2015-11-04T01:00:00Z,77,2015-06-15T02:00:00Z,70.25,,7,,2,2015-05-19T02:00:00Z,2,,29.5,2015-11-04T01:00:00Z,10.9,2015-11-04T01:00:00Z,3.6,2015-11-04T01:00:00Z,160,
34,3291527,BS2,Barley_Spring_JHI,63745,https://doi.org/10.15454/BIJCV8,ISR42-8,BLOCK>PLOT,,,,,2,15,"BLOCK>PLOT:34,BLOCK:2",2015,17,,40.38,2015-11-30T01:00:00Z,91,2015-06-29T02:00:00Z,106.25,,19.75,,1,2015-05-19T02:00:00Z,2,,38.7,2015-11-30T01:00:00Z,17.7,2015-11-30T01:00:00Z,3.1,2015-11-30T01:00:00Z,92.5,
25,3291642,BS2,Barley_Spring_JHI,63713,https://doi.org/10.15454/VKTEPY,HOR9929,BLOCK>PLOT,,,,,3,23,"BLOCK>PLOT:25,BLOCK:3",2015,8.5,,52.76,2015-10-26T01:00:00Z,71,2015-06-09T02:00:00Z,65.5,,13.75,,2,2015-05-19T02:00:00Z,6,,29.2,2015-10-26T01:00:00Z,11.1,2015-10-26T01:00:00Z,3.6,2015-10-26T01:00:00Z,67.5,
12,3291484,BS2,Barley_Spring_JHI,63714,https://doi.org/10.15454/NPE4TB,FT004,BLOCK>PLOT,,,,,1,12,"BLOCK>PLOT:12,BLOCK:2",2015,9.75,,23.51,2015-11-30T01:00:00Z,67,2015-06-05T02:00:00Z,83.5,,32.5,,1,2015-05-19T02:00:00Z,2,,24.8,2015-11-30T01:00:00Z,14.3,2015-11-30T01:00:00Z,2.3,2015-11-30T01:00:00Z,52.5,
9,3291743,BS2,Barley_Spring_JHI,63715,https://doi.org/10.15454/HQJBGD,FT073,BLOCK>PLOT,,,,,4,30,"BLOCK>PLOT:9,BLOCK:4",2015,12.75,,37.77,2015-11-03T01:00:00Z,85,2015-06-23T02:00:00Z,108.25,,32.5,,2,2015-05-19T02:00:00Z,2,,29.6,2015-11-03T01:00:00Z,13,2015-11-03T01:00:00Z,2.9,2015-11-03T01:00:00Z,75,
58,3291448,BS2,Barley_Spring_JHI,63716,https://doi.org/10.15454/UAIMIJ,FT125,BLOCK>PLOT,,,,,9,9,"BLOCK>PLOT:58,BLOCK:5",2015,14.5,,41.33,2015-11-30T01:00:00Z,79,2015-06-17T02:00:00Z,107.75,,25.25,,2,2015-05-19T02:00:00Z,2,,37.1,2015-11-30T01:00:00Z,16.5,2015-11-30T01:00:00Z,3,2015-11-30T01:00:00Z,97.5,
59,3291842,BS2,Barley_Spring_JHI,63717,https://doi.org/10.15454/Y2HQXG,FT155,BLOCK>PLOT,,,,,5,37,"BLOCK>PLOT:59,BLOCK:4",2015,11.75,,30.09,2015-11-30T01:00:00Z,79,2015-06-17T02:00:00Z,92.75,,30.25,,2,2015-05-19T02:00:00Z,2,,31.8,2015-11-30T01:00:00Z,14.9,2015-11-30T01:00:00Z,2.8,2015-11-30T01:00:00Z,60,
15,3291487,BS2,Barley_Spring_JHI,63718,https://doi.org/10.15454/KIEV3C,FT269,BLOCK>PLOT,,,,,4,12,"BLOCK>PLOT:15,BLOCK:2",2015,13.75,,38.6,2015-11-30T01:00:00Z,76,2015-06-14T02:00:00Z,101,,31.5,,2,2015-05-19T02:00:00Z,2,,39.3,2015-11-30T01:00:00Z,16.8,2015-11-30T01:00:00Z,3,2015-11-30T01:00:00Z,97.5,
