,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,L9,L11,L13,W9,W11,W13,L14,W14,Check
61,9,3364506,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,89,96,81,9.5,10,8.5,,,
62,5,3364504,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,88,91,81,9,10.5,9,,,
63,2,3364501,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,85,93,85,8.5,9.5,9.5,,,
64,4,3364503,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,81,100,72,8.5,9,8.5,,,
65,1,3364500,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,82,94,82,8,9,8,,,
66,7,3364508,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,99,90.5,,9.5,9.5,,,,,,,71,8.5,
67,10,3364495,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,77,89.5,79,9.5,9.5,9,,,
68,8,3364493,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,94,90,72.5,9.5,10,8.5,,,
69,3,3364488,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,91,94.5,78,9,9.5,9.5,,,
70,6,3364491,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,92,89,74,9,8.5,9.5,,,
71,9,3364494,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,90.5,94,81,8,9,8.5,,,
72,5,3364490,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,95.5,96,76,9,10,8.5,,,
73,2,3364487,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,84,94,80,8.5,9.5,9,,,,,,,,,
74,4,3364489,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,87,89,78,8.5,9.5,9.5,,,
75,1,3364484,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,93.5,91,80,8,9,8.5,,,,,,,,,
76,7,3364492,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,85,77,78,9,10,9,,,
77,5,3364569,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,90,94,90,9,9,8.5,,,Yes
78,9,3364566,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,79,96,91,8,9,9,,,,,,,,,Yes
79,1,3364559,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,79,91,82,8,9.5,9.5,,,,,,,,,Yes
80,7,3364570,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,89,111,79,9.5,10,9.5,,,Yes
81,4,3364568,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,91,96,81,10,9,9.5,,,Yes
82,8,3364565,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,83,94,85,8.5,9.5,9,,,,,,,,,Yes
83,6,3364571,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,,93,92,,9,10,,,,,,,80,9.5,Yes
84,10,3364567,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,80,92.5,85,9,10,10,,,,,,,,,Yes
85,2,3364563,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,78,92,86,9,10.5,10.5,,,,,,,,,Yes
86,3,3364564,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,82,96,91,9.5,9,10,,,,,,,,,Yes
87,5,3364556,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,86,91,82,8,10,9,,,Yes
88,9,3364557,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,81,88,84,8,9.5,9,,,Yes
89,1,3364550,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,83,91,86,7.5,9,8.5,,,,,,,,,Yes
90,4,3364555,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,80,91.5,85,8.5,10.5,10.5,,,Yes
91,7,3364547,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,14,,,,,,,82,85,,8.5,8.5,,,,Yes
92,8,3364552,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,,70,90,86,7.5,10,9.5,,,,,,,,,Yes
93,6,3364551,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,73,91,87,8,10,10.5,,,,,,,,,Yes
94,10,3364558,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,83,93,81,8,10.5,10,,,Yes
95,2,3364553,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,81,93,87.5,9.5,10,9.5,,,Yes
96,3,3364554,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,84,92,82,8,9.5,9,,,Yes
97,5,3364525,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,84,93,77,8.5,9.5,9,,,,,,,,,Yes
98,9,3364531,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,82,95,81,8.5,9,9,,,Yes
99,1,3364526,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,92,94,79,9,9.5,9,,,Yes
100,7,3364529,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,87,99,78,9,9.5,9,,,Yes
101,4,3364527,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,81,87,81,9,8,9,,,Yes
102,8,3364530,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,89,97.5,85,9,10.5,9,,,Yes
103,6,3364528,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,82,92,81,8.5,9,9,,,Yes
104,10,3364532,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,90.5,94.5,83,10,11,10,,,Yes
105,2,3364521,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,14,87,101,87,9,9.5,10,,,,,,,,,Yes
106,3,3364533,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,89,97,,8,9.5,,,,,,,82,8.5,Yes
107,5,3364514,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,92,90,70,9,9.5,9.5,,,Yes
108,9,3364520,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,99,92,,8.5,8.5,,,,,,,71,8,Yes
109,1,3364512,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,80,91,82,8.5,9.5,9.5,,,Yes
110,7,3364515,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,80,90,82,8.5,9,8.5,,,Yes
111,4,3364509,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,,78,92,80.5,8,9.5,9,,,,,,,,,Yes
112,8,3364516,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,82,90,75,8.5,9.5,9.5,,,Yes
113,6,3364519,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,91,91,,8.5,9,,,,,,,72.5,7.5,Yes
114,10,3364517,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,86,91,81,9,10.5,10,,,Yes
115,2,3364513,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,91,87,78,9.5,9,8,,,Yes
116,3,3364518,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,83,89,,8.5,8.5,,,,,,,75,8,Yes
117,5,3364477,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,86,90,75,9,10,10,,,Yes
118,9,3364480,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,85,82,74,8,9,7.5,,,Yes
119,1,3364481,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,92,86,,9.5,9,,,,,,,75,9,Yes
120,7,3364478,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,83,90,72,7.5,8.5,8,,,Yes
121,4,3364475,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,82,91,82,7,8.5,8,,,,,,,,,Yes
122,8,3364479,Deb13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,80,76,60,8,8,8,,,Yes
