,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,W10,W12,L11,L13,W11,W13,L14,W14,L15,W15,L9,W9
53,12,3361483,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,12.0,,,"REPLICATE>BLOCK>PLOT>PLANT:12,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,94,81,8.5,9,,,,,,,,,,
54,7,3361491,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,94,81,9,8.5,,,,,,
55,18,3361488,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,18.0,,,"REPLICATE>BLOCK>PLOT>PLANT:18,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,100,81,9,8.5,,,,,,,,,,
56,10,3361492,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,93,71,8,7.5,,,,,,
57,3,3361479,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,92,86,10,9.5,,,,,,,,,,
58,14,3361494,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,14.0,,,"REPLICATE>BLOCK>PLOT>PLANT:14,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,90,68,8,7.5,,,,,,
59,17,3361487,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,17.0,,,"REPLICATE>BLOCK>PLOT>PLANT:17,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,100,83,8,8,,,,,,,,,,
60,6,3361481,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,98,91,8.5,11,,,,,,,,,,
61,9,3361496,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,18,,,,,,85,,8,,,58,7,,
62,5,3361490,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,17,,,,,96,82,8,8,,,,,,
63,13,3361484,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,13.0,,,"REPLICATE>BLOCK>PLOT>PLANT:13,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,100,90,9,11,,,,,,,,,,
64,2,3361475,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,15,87,82,7,7,,,,,,,,,,
65,20,3361489,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,20.0,,,"REPLICATE>BLOCK>PLOT>PLANT:20,REPLICATE>BLOCK>PLOT:NXN2LAV3009026,REPLICATE>BLOCK:9,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:1",watered,,,,,,,,,,2012,,,,,,,,,,,,16,94,85,8.5,8.5,,,,,,,,,,
66,8,3361474,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,98,78,8,8,,,,,,
67,3,3361470,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,99,77,9,9,,,,,,
68,6,3361472,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,96,80,8,7.5,,,,,,
69,2,3361469,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,93,69,8.5,8,,,,,,
70,5,3361464,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,101,88,9,9,,,,,,,,,,
71,4,3361471,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,96,75,9,8,,,,,,
72,1,3361468,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,96,72,8,8.5,,,,,,
73,7,3361473,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:NXN2LAV2011027,REPLICATE>BLOCK:22,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,,,,,,,,,,,,17,,,,,96,73,8,8,,,,,,
74,8,3361456,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,100,66,10,7.5,,,,,,
75,16,3361461,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,16.0,,,"REPLICATE>BLOCK>PLOT>PLANT:16,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,99,87,9,8,,,,,,
76,19,3361462,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,19.0,,,"REPLICATE>BLOCK>PLOT>PLANT:19,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,17,,98,,8.5,,,,,92,9,,,,
77,11,3361458,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,11.0,,,"REPLICATE>BLOCK>PLOT>PLANT:11,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,98,81,8,8,,,,,,
78,15,3361452,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,15.0,,,"REPLICATE>BLOCK>PLOT>PLANT:15,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,94,81,7.5,7.5,,,,,,,,,,
79,4,3361441,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,89,,8,,,,,,96,9
80,1,3361445,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,101,95,10,9,,,,,,,,,,
81,12,3361451,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,12.0,,,"REPLICATE>BLOCK>PLOT>PLANT:12,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,99,91,9,9.5,,,,,,,,,,
82,18,3361454,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,18.0,,,"REPLICATE>BLOCK>PLOT>PLANT:18,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,102,95,9,8.5,,,,,,,,,,
83,7,3361449,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,101,93,8.5,8.5,,,,,,,,,,
84,10,3361450,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,90,102,8.5,9,,,,,,,,,,
85,3,3361447,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,101,88,9,9,,,,,,,,,,
86,6,3361463,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,17,,,,,,100,,9,,,66,8,,
87,14,3361460,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,14.0,,,"REPLICATE>BLOCK>PLOT>PLANT:14,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,101,85,8.5,9,,,,,,
88,17,3361453,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,17.0,,,"REPLICATE>BLOCK>PLOT>PLANT:17,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,100,95,9.5,9,,,,,,,,,,
89,9,3361457,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,103,87,10,9,,,,,,
90,13,3361459,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,13.0,,,"REPLICATE>BLOCK>PLOT>PLANT:13,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,94,70,7,7.5,,,,,,
91,5,3361448,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,94,86,8,8,,,,,,,,,,
92,2,3361446,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,98,88,9,10,,,,,,,,,,
93,20,3361455,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,20.0,,,"REPLICATE>BLOCK>PLOT>PLANT:20,REPLICATE>BLOCK>PLOT:NXN2LAV2012011,REPLICATE>BLOCK:6,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,102,99,9,9,,,,,,,,,,
94,3001water_regimewatered,3340635,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,298.601750162,69.3353202951,73.4563417291,252.178931382,4238.8059400515,,130.0495239581,,,2012,17.5737099253,17.3711111111,17.253215257,149.08,246.842,953.692,-58.13,-103.03125,34.3225756528,36.2341593126,33.510985694,,,,,,,,,,,,,,,
95,3001water_regimerainfed,3340389,Ner12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,249.616754594,69.5222972606,78.2807198933,206.9241885531,2457.8760789524,,137.2712354481,,,2012,17.5737099253,17.8164750958,17.0141592039,149.08,343.641,856.893,-183.4727011494,-218.255952381,34.3225756528,36.7084005106,33.0708841009,,,,,,,,,,,,,,,
96,NXN2LAV2002008,3362712,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2002008,,3.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2002008,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2431.5281668223,261.8428235294,"68,7503943227","70,1020957105",6.3667820069,220,NA,120,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
97,NXN2LAV2015032,3362714,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2015032,,27.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2015032,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,1892.2042501211,246.7697647059,"65,5501162279","71,3778600686",4.6693879758,195,NA,125,"-5,82774384070",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
98,NXN2LAV2004029,3362713,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2004029,,24.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2004029,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,1775.8322180443,242.3689411765,"65,5501162279","74,2429872652",4.3040657439,200,NA,130,"-8,69287103730",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
99,NXN2LAV3016038,3362711,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3016038,,21.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3016038,REPLICATE>BLOCK:25,REPLICATE:2",watered,3668.7469105289,267.176,"67,1130688606","68,7503943227",9.8020112457,240,NA,115,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
100,NXN2LAV3020018,3362710,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3020018,,1.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3020018,REPLICATE>BLOCK:1,REPLICATE:1",watered,3108.2774672263,254.9977647059,"65,5501162279","68,7503943227",7.9260380623,225,NA,110,"-3,20027809480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3002water_regimewatered,3340636,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,301.104400249,66.4009124479,71.0087400462,233.5476229228,3263.4131989381,,112.3592418103,,,2012,17.6997968819,17.5490740741,17.188093191,132.755,250.993,992.172,-56.140625,-101.2493169399,34.3814208033,36.2864656517,33.6448118239,,,,,,,,,,,,,,,
102,3002water_regimerainfed,3340390,Ner12,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,291.3087560576,66.772043693,72.7730747033,205.6076142444,2350.8516999522,,123.2311875218,,,2012,17.6997968819,17.4271111111,17.2328947441,132.755,271.852,971.313,-171.375,-219.4395833333,34.3814208033,36.1970703519,33.6380323017,,,,,,,,,,,,,,,
103,NXN2LAV2001007,3362677,Ner12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001007,,2.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001007,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2349.5499379587,231.6574117647,"68,7503943227","77,1954860675",5.4429065744,240,NA,115,"-8,44509174480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
104,NXN2LAV2018038,3362679,Ner12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2018038,,33.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2018038,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,1251.0675776663,223.6411764706,"68,7503943227","80,8764113743",2.7979022491,175,NA,105,"-12,12601705160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
105,NXN2LAV2004026,3362678,Ner12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2004026,,21.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2004026,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,1995.7366749517,214.4032941176,"68,7503943227","78,5924166874",4.278925173,200,NA,130,"-9,84202236470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
106,NXN2LAV3001039,3362676,Ner12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3001039,,22.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3001039,REPLICATE>BLOCK:30,REPLICATE:2",watered,3724.8619572526,251.3388235294,"68,7503943227","68,7503943227",9.3620242215,260,NA,100,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
