,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14
478,3056water_regimerainfed,3335085,Cam13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,346.1138904773,73.8783942017,80.2625423921,203.5904877929,1048.7153480139,243.9055192456,93.5782690181,,,2013,22.2707649755,20.5118719316,14.6367820387,173.723,258.05,828.223,-68.481884058,-15.8740740741,36.0664117232,35.7303344876,25.1877153656,,,,,,,,,,,,,,,,
479,FRI00407708,3347884,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407708,,14.0,32.0,"REPLICATE>BLOCK>PLOT:FRI00407708,REPLICATE>BLOCK:4,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1594.8601662887,246.1694117647,"72,6945131971","84,1900312481",3.9260578898,210,250,100,"-11,49551805100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,FRI00406729,3348468,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406729,,14.0,9.0,"REPLICATE>BLOCK>PLOT:FRI00406729,REPLICATE>BLOCK:13,REPLICATE:2",watered,1544.3121693122,279.8305882353,"69,6098426242","71,1713602039",4.3214578276,260,290,120,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,FRI00407024,3348142,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407024,,4.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00407024,REPLICATE>BLOCK:3,REPLICATE:1",watered,1437.908496732,294.6,"76,0005825366","77,6996082396",4.2360784314,265,300,130,"-1,69902570300",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,FRI00407839,3347757,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407839,,10.0,34.0,"REPLICATE>BLOCK>PLOT:FRI00407839,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,1413.4542705971,248.8047058824,"72,6945131971","77,6996082396",3.5167407407,210,240,100,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,FRI00408163,3347539,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408163,,7.0,11.0,"REPLICATE>BLOCK>PLOT:FRI00408163,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,1477.7021919879,243.9294117647,"72,6945131971","84,1900312481",3.6045502646,195,230,80,"-11,49551805100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,3057water_regimewatered,3335332,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,329.7611931782,72.8597511886,74.3050447326,262.4948830256,1497.279795805,296.2303859196,127.212887863,,,2013,22.2707649755,21.2875420173,14.7352385325,173.723,181.035,905.238,-18.9912280702,-37.3112244898,36.0664117232,36.4789421653,25.501725822,,,,,,,,,,,,,,,,
485,3057water_regimerainfed,3335086,Cam13,127456,https://doi.org/10.15454/6FDQYP,F712_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,280.3119232703,73.0903222632,82.1683277117,203.5271688835,1512.3810426701,239.2660015263,93.2219182087,,,2013,22.2707649755,20.4221893353,14.5222264378,173.723,301.137,785.136,-63.0033333333,-16.6124031008,36.0664117232,35.7587062254,24.9251306465,,,,,,,,,,,,,,,,
486,FRI00406752,3348454,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406752,,13.0,25.0,"REPLICATE>BLOCK>PLOT:FRI00406752,REPLICATE>BLOCK:30,REPLICATE:2",watered,1369.0476190476,283.0305882353,"71,1713602039","72,6945131971",3.8748235294,240,270,130,"-1,52315299320",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,FRI00407042,3348120,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407042,,3.0,14.0,"REPLICATE>BLOCK>PLOT:FRI00407042,REPLICATE>BLOCK:11,REPLICATE:1",watered,1590.4139433551,296.76,"69,6098426242","72,6945131971",4.7197124183,245,280,120,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,FRI00407673,3347972,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407673,,16.0,53.0,"REPLICATE>BLOCK>PLOT:FRI00407673,REPLICATE>BLOCK:33,REPLICATE:3",rainfed,1742.5044091711,268.6235294118,"69,6098426242","77,6996082396",4.6807768441,220,250,90,"-8,08976561540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,FRI00407817,3347782,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407817,,10.0,56.0,"REPLICATE>BLOCK>PLOT:FRI00407817,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,1855.6311413454,244.5223529412,"69,6098426242","74,3289392431",4.5374329287,200,230,100,"-4,71909661890",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,FRI00408115,3347676,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408115,,9.0,19.0,"REPLICATE>BLOCK>PLOT:FRI00408115,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,1456.7901234568,264.5647058824,"66,4836901223","72,6945131971",3.8541525054,210,250,90,"-6,21082307480",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,3058water_regimewatered,3335333,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,329.3916738134,70.3228185572,72.827663765,243.0428000638,1483.4553513787,274.7486814234,125.2549824573,,,2013,22.3300459984,21.4526300065,14.8098006969,140.89,204.618,928.684,-17.6166666667,-37.1916666667,36.0401229866,36.4790603517,25.6238296773,,,,,,,,,,,,,,,,
492,3058water_regimerainfed,3335087,Cam13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,292.8151850322,68.649170873,74.7788493397,208.9077392371,1687.2632905301,242.6454676471,93.7376487574,,,2013,22.3300459984,21.4523063554,14.7981389703,140.89,252.598,905.238,-80.0674603175,-15.193877551,36.0401229866,36.4796323732,25.6278817972,,,,,,,,,,,,,,,,
493,FRI00406783,3348401,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406783,,12.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00406783,REPLICATE>BLOCK:2,REPLICATE:2",watered,1827.1604938272,261.6705882353,"69,6098426242","71,1713602039",4.7811416122,245,280,110,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,FRI00407018,3348149,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407018,,4.0,11.0,"REPLICATE>BLOCK>PLOT:FRI00407018,REPLICATE>BLOCK:12,REPLICATE:1",watered,1964.7266313933,257.8941176471,"74,3289392431","76,0005825366",5.0669144102,230,270,110,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,FRI00407681,3347939,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407681,,15.0,52.0,"REPLICATE>BLOCK>PLOT:FRI00407681,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1923.6583522298,241.5576470588,"72,6945131971","79,5387303272",4.6467438531,210,240,90,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,FRI00408047,3347263,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408047,,2.0,50.0,"REPLICATE>BLOCK>PLOT:FRI00408047,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,1719.5767195767,247.9811764706,"69,6098426242","74,3289392431",4.2642265795,180,220,90,"-4,71909661890",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,FRI00408315,3347212,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408315,,2.0,6.0,"REPLICATE>BLOCK>PLOT:FRI00408315,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,1810.2796674225,239.5152941176,"76,0005825366","81,1066458669",4.3358966698,205,240,100,"-5,10606333030",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,3059water_regimewatered,3335334,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,296.8972066398,71.5313871062,73.2159438387,235.8888064055,1905.7447492339,274.797373733,110.5761139673,,,2013,22.367496997,21.1065917406,14.8098006969,193.981,181.371,928.684,-18.5343137255,-37.1916666667,36.1953305019,36.3508259435,25.6238296773,,,,,,,,,,,,,,,,
499,3059water_regimerainfed,3335088,Cam13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,281.20882168,72.094251006,77.9861477775,196.8580550291,1805.3764575679,231.6888265421,93.5449595569,,,2013,22.367496997,20.478714994,14.6702454353,193.981,259.14,850.915,-71.1468253968,-15.5724637681,36.1953305019,35.6081213524,25.3062577163,,,,,,,,,,,,,,,,
500,FRI00406636,3348617,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406636,,18.0,28.0,"REPLICATE>BLOCK>PLOT:FRI00406636,REPLICATE>BLOCK:35,REPLICATE:2",watered,1596.6386554622,293.96,"69,6098426242","71,1713602039",4.6934789916,245,270,110,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,FRI00406969,3348205,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406969,,6.0,4.0,"REPLICATE>BLOCK>PLOT:FRI00406969,REPLICATE>BLOCK:5,REPLICATE:1",watered,1590.6084656085,283.9341176471,"71,1713602039","72,6945131971",4.516280112,220,250,105,"-1,52315299320",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,FRI00407660,3347957,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407660,,16.0,40.0,"REPLICATE>BLOCK>PLOT:FRI00407660,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,1164.0211640212,243.4682352941,"72,6945131971","77,6996082396",2.8340217865,180,220,70,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,FRI00407881,3347645,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407881,,8.0,48.0,"REPLICATE>BLOCK>PLOT:FRI00407881,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,1562.6102292769,258.6352941176,"69,6098426242","74,3289392431",4.0414615624,200,235,90,"-4,71909661890",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,FRI00408102,3347661,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408102,,9.0,6.0,"REPLICATE>BLOCK>PLOT:FRI00408102,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,1188.7125220459,263.0470588235,"69,6098426242","77,6996082396",3.1268733271,180,220,70,"-8,08976561540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,3060water_regimewatered,3335335,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,327.8392339904,70.4760983395,72.0454693342,231.7707453572,1589.3699106822,259.5436628113,107.2243816706,,,2013,22.3979183385,21.6116876673,14.8728321654,96.283,204.618,928.684,-16.0579710145,-37.1916666667,35.8423494969,36.5456670311,25.7499401231,,,,,,,,,,,,,,,,
506,3060water_regimerainfed,3335089,Cam13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.8464445725,70.7546446939,76.5400719053,187.0287810676,1306.7802768214,225.1741538792,75.6821475471,,,2013,22.3979183385,21.1858354943,14.7665018165,96.283,259.512,873.79,-70.5705128205,-15.4397163121,35.8423494969,36.0066586461,25.5363010218,,,,,,,,,,,,,,,,
507,FRI00406727,3348465,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406727,,14.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00406727,REPLICATE>BLOCK:4,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1553.0656707127,301.6,"69,6098426242","72,6945131971",4.6840460629,245,270,120,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,FRI00407000,3348200,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407000,,5.0,28.0,"REPLICATE>BLOCK>PLOT:FRI00407000,REPLICATE>BLOCK:31,REPLICATE:1",watered,1140.873015873,281.7129411765,"77,6996082396","79,5387303272",3.2139869281,255,280,135,"-1,83912208760",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,FRI00407774,3347831,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407774,,12.0,42.0,"REPLICATE>BLOCK>PLOT:FRI00407774,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,931.2169312169,260.9647058824,"72,6945131971","84,1900312481",2.4301475257,200,240,110,"-11,49551805100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,FRI00407913,3347573,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407913,,7.0,41.0,"REPLICATE>BLOCK>PLOT:FRI00407913,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,1322.7513227513,227.9741176471,"76,0005825366","84,1900312481",3.0155306567,210,245,100,"-8,18944871150",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,FRI00408274,3347282,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408274,,3.0,10.0,"REPLICATE>BLOCK>PLOT:FRI00408274,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,698.4126984127,264.1058823529,"74,3289392431","79,5387303272",1.8445490196,210,250,105,"-5,20979108410",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3061water_regimewatered,3335336,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,328.5217148882,73.6527933415,76.1859763187,248.1377798305,1332.9440743144,273.9772853952,128.15319066,,,2013,22.3987981553,20.7990653095,14.7665018165,175.571,212.483,873.79,-20.5515873016,-37.3936170213,36.0847296229,35.8205529248,25.5363010218,,,,,,,,,,,,,,,,
513,3061water_regimerainfed,3335090,Cam13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,287.4290282352,74.3159499443,82.4967617425,207.9405006209,1002.3598857234,244.9546299859,104.7837841006,,,2013,22.3987981553,20.4221893353,14.5222264378,175.571,301.137,785.136,-63.0033333333,-16.6124031008,36.0847296229,35.7587062254,24.9251306465,,,,,,,,,,,,,,,,
514,FRI00406685,3348545,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406685,,16.0,21.0,"REPLICATE>BLOCK>PLOT:FRI00406685,REPLICATE>BLOCK:24,REPLICATE:2",watered,1107.8042328042,283.7458823529,"74,3289392431","76,0005825366",3.1433488951,250,290,120,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,FRI00406939,3348259,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406939,,7.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00406939,REPLICATE>BLOCK:33,REPLICATE:1",watered,1406.7849361967,294.16,"77,6996082396","79,5387303272",4.1381985683,240,275,115,"-1,83912208760",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,FRI00407750,3347860,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407750,,13.0,39.0,"REPLICATE>BLOCK>PLOT:FRI00407750,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,1294.532627866,263.0823529412,"72,6945131971","79,5387303272",3.405686897,190,220,100,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,FRI00407979,3347457,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407979,,5.0,51.0,"REPLICATE>BLOCK>PLOT:FRI00407979,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,1438.4920634921,283.52,"72,6945131971","77,6996082396",4.0784126984,200,240,80,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,FRI00408113,3347674,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408113,,9.0,17.0,"REPLICATE>BLOCK>PLOT:FRI00408113,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,800.7054673721,263.5764705882,"72,6945131971","81,1066458669",2.1104712107,200,240,100,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,3062water_regimewatered,3335337,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,332.3859709315,76.0669498928,77.912094181,245.9231150992,1273.3155322189,283.1861885129,117.1450143696,,,2013,22.3268999074,20.7836210933,14.6702454353,155.591,189.478,850.915,-20.9891304348,-37.3605072464,35.9967867809,35.8335208398,25.3062577163,,,,,,,,,,,,,,,,
520,3062water_regimerainfed,3335091,Cam13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,305.7284055489,72.7880725132,79.7360687392,197.6329822426,1132.7886061886,234.1753956649,94.2082260052,,,2013,22.3268999074,20.6474133038,14.6367820387,155.591,258.05,828.223,-68.6631944444,-15.8740740741,35.9967867809,35.8147223682,25.1877153656,,,,,,,,,,,,,,,,
521,FRI00406789,3348408,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406789,,12.0,13.0,"REPLICATE>BLOCK>PLOT:FRI00406789,REPLICATE>BLOCK:11,REPLICATE:2",watered,1607.8777189888,326.7105882353,"69,6098426242","72,6945131971",5.2531067538,215,250,110,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,FRI00406993,3348192,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406993,,5.0,21.0,"REPLICATE>BLOCK>PLOT:FRI00406993,REPLICATE>BLOCK:22,REPLICATE:1",watered,1471.5608465609,289.8823529412,"72,6945131971","76,0005825366",4.265795207,210,250,105,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,FRI00407743,3347868,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407743,,13.0,46.0,"REPLICATE>BLOCK>PLOT:FRI00407743,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,1604.9382716049,272.3294117647,"72,6945131971","79,5387303272",4.3707189542,185,220,70,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,FRI00407825,3347773,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407825,,10.0,48.0,"REPLICATE>BLOCK>PLOT:FRI00407825,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,1216.9312169312,272.1882352941,"76,0005825366","85,7655068481",3.3123436041,170,200,90,"-9,76492431150",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,FRI00408208,3347463,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408208,,6.0,1.0,"REPLICATE>BLOCK>PLOT:FRI00408208,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,1636.4323507181,245.7741176471,"72,6945131971","81,1066458669",4.0219271709,185,225,90,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,3063water_regimewatered,3335338,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,341.1897857097,70.8652434708,74.3498894367,210.3856142034,1512.1461071074,249.1616293215,107.3716463901,,,2013,22.4241687552,21.5100025039,14.8176578091,126.082,228.064,905.238,-17.8560606061,-37.3112244898,35.9319094177,36.5297762286,25.7305011282,,,,,,,,,,,,,,,,
527,3063water_regimerainfed,3335092,Cam13,127462,https://doi.org/10.15454/WFMW08,W602S_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,294.2843720119,74.013323229,82.5004188574,181.0504729562,1480.3898957096,215.9291900315,83.4679858974,,,2013,22.4241687552,20.6896960764,14.5871316382,126.082,301.137,785.136,-63.056547619,-16.6124031008,35.9319094177,35.8758154116,25.0534858983,,,,,,,,,,,,,,,,
528,FRI00406772,3348431,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406772,,13.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00406772,REPLICATE>BLOCK:3,REPLICATE:2",watered,1640.2116402116,288.7152941176,"74,3289392431","77,6996082396",4.7355418612,255,290,130,"-3,37066899650",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,FRI00407021,3348145,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407021,,4.0,8.0,"REPLICATE>BLOCK>PLOT:FRI00407021,REPLICATE>BLOCK:12,REPLICATE:1",watered,1114.417989418,284.2729411765,"74,3289392431","77,6996082396",3.1679887955,235,275,130,"-3,37066899650",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,FRI00407715,3347892,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407715,,14.0,39.0,"REPLICATE>BLOCK>PLOT:FRI00407715,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,1008.8183421517,270.8117647059,"69,6098426242","77,6996082396",2.7319987551,180,225,80,"-8,08976561540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,FRI00407931,3347524,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407931,,6.0,54.0,"REPLICATE>BLOCK>PLOT:FRI00407931,REPLICATE>BLOCK:32,REPLICATE:2",rainfed,1051.5873015873,280.7717647059,"72,6945131971","81,1066458669",2.9525602241,180,220,80,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,FRI00408249,3347353,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408249,,4.0,16.0,"REPLICATE>BLOCK>PLOT:FRI00408249,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,1188.7125220459,261.4235294118,"72,6945131971","81,1066458669",3.1075742297,180,220,70,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,3064water_regimewatered,3335339,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,319.4406406908,74.269708138,77.5361486015,246.3052350297,1377.4339790285,282.8744439921,129.8906428466,,,2013,22.3300459984,20.845564809,14.734601264,140.89,235.358,850.915,-20.5555555556,-37.3605072464,36.0401229866,35.8078214331,25.4345666306,,,,,,,,,,,,,,,,
534,3064water_regimerainfed,3335093,Cam13,127463,https://doi.org/10.15454/OJB9O0,N6_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,307.1833663899,71.7388995597,80.1265044731,180.2373734794,1044.2520641854,221.8611310976,76.4317809502,,,2013,22.3300459984,20.7123275825,14.7015056344,140.89,281.832,828.223,-68.4633333333,-15.8740740741,36.0401229866,35.7908028765,25.3161405486,,,,,,,,,,,,,,,,
535,FRI00406653,3348567,Cam13,127464,https://doi.org/10.15454/HOMOXO,F918_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406653,,17.0,12.0,"REPLICATE>BLOCK>PLOT:FRI00406653,REPLICATE>BLOCK:16,REPLICATE:2",watered,1643.5185185185,282.4282352941,"72,6945131971","74,3289392431",4.6417603486,250,280,115,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,FRI00406987,3348185,Cam13,127464,https://doi.org/10.15454/HOMOXO,F918_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406987,,5.0,15.0,"REPLICATE>BLOCK>PLOT:FRI00406987,REPLICATE>BLOCK:22,REPLICATE:1",watered,1964.2857142857,280.7341176471,"74,3289392431","76,0005825366",5.5144201681,235,270,125,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
