,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,Check,L9,L11,L13,W9,W11,W13
1308,R1014B02176,3354932,Gai13,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02176,,204.0,33.0,"REPLICATE>BLOCK>PLOT:R1014B02176,REPLICATE>BLOCK:25,REPLICATE:2",watered,3318.7984496124,364.7411764706,"76,907533587","75,3318871563",12.1050245098,245,310,140,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1309,3185water_regimewatered,3337730,Gai13,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,411.4605166909,76.9253780683,76.8248289599,240.5478868697,3619.5345809825,307.221063845,137.2240688601,,,2013,16.5345686869,21.2894240482,15.8784536297,242.491,205.81,780.426,-11.2179487179,-7.2578125,29.6375801386,36.0066822893,28.1205768983,,,,,,,,,,,,,,
1310,3185water_regimerainfed,3337484,Gai13,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,473.1186753121,82.5846350376,85.2328916428,186.2093171402,2311.7949574842,224.3320518996,88.0469425263,,,2013,16.5345686869,20.6983388573,15.7323164849,242.491,241.848,669.825,-62.5833333333,-36.4856321839,29.6375801386,35.0232570728,27.890553521,,,,,,,,,,,,,,
1311,R1024B01177,3354475,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01177,,59.0,3.0,"REPLICATE>BLOCK>PLOT:R1024B01177,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,1768.6631944444,422.9647058824,"84,2066964446","85,7952931765",7.4808210784,170,200,75,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1312,R1024B02177,3354901,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02177,,68.0,19.0,"REPLICATE>BLOCK>PLOT:R1024B02177,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2664.7286821705,378.4,"75,3318871563","78,3268313656",10.0833333333,160,205,70,"-2,99494420930",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1313,R1014B01177,3354866,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01177,,202.0,21.0,"REPLICATE>BLOCK>PLOT:R1014B01177,REPLICATE>BLOCK:22,REPLICATE:1",watered,2979.6511627907,380.9294117647,"76,907533587","73,7103504074",11.3503676471,235,280,130,"3,19718317960",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1314,R1014B02177,3355382,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02177,,213.0,33.0,"REPLICATE>BLOCK>PLOT:R1014B02177,REPLICATE>BLOCK:34,REPLICATE:2",watered,2562.2605363985,391.5,"76,907533587","73,7103504074",10.03125,245,295,110,"3,19718317960",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1315,R1024B03177,3354268,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03177,,56.0,20.0,"REPLICATE>BLOCK>PLOT:R1024B03177,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,2484.9397590361,366.6647058824,"81,197629786","81,197629786",9.1113970588,165,205,90,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1316,3186water_regimewatered,3337731,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,431.5101435795,77.2061965454,73.4420037945,235.2520388931,2734.9802497601,284.2965399558,118.5644298928,,,2013,16.8892611298,21.1955459355,16.1512475337,289.651,144.202,842.034,-11.1944444444,-7.3271144279,30.2039389241,35.8786330377,28.4356339872,,,,,,,,,,,,,,
1317,3186water_regimerainfed,3337485,Gai13,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,434.9789921443,80.2159905214,81.6724214347,167.2117051213,2284.2365757749,202.3488188632,77.8255522233,,,2013,16.8892611298,20.844852226,15.870206179,289.651,198.849,740.064,-66.3148148148,-37.6967213115,30.2039389241,34.9734212182,28.1624275659,,,,,,,,,,,,,,
1318,R1024B01178,3355234,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01178,,74.0,9.0,"REPLICATE>BLOCK>PLOT:R1024B01178,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,2346.7432950192,369.4941176471,"85,7952931765","87,5082865147",8.6710784314,170,230,80,"-1,71299333820",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1319,R1024B02178,3354549,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02178,,61.0,15.0,"REPLICATE>BLOCK>PLOT:R1024B02178,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,2411.0486891386,371.1823529412,"85,7952931765","85,7952931765",8.9493872549,165,210,65,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1320,R1014B01178,3354861,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01178,,202.0,23.0,"REPLICATE>BLOCK>PLOT:R1014B01178,REPLICATE>BLOCK:24,REPLICATE:1",watered,2745.0980392157,367.5,"76,907533587","76,907533587",10.0882352941,245,285,130,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1321,R1024B03178,3354210,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03178,,55.0,27.0,"REPLICATE>BLOCK>PLOT:R1024B03178,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,2769.6078431373,362,"81,197629786","82,6769095268",10.0259803922,190,235,80,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1322,R1014B02178,3355257,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02178,,210.0,28.0,"REPLICATE>BLOCK>PLOT:R1014B02178,REPLICATE>BLOCK:29,REPLICATE:2",watered,2926.0299625468,385.3176470588,"76,907533587","76,907533587",11.2745098039,235,290,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1323,3187water_regimewatered,3337732,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,430.0698355652,77.6861134254,78.1219368573,238.9358121463,2818.0763577419,285.8979724474,122.1063623055,,,2013,16.7824378399,21.2866329966,15.9263256549,287.702,205.81,780.426,-10.8958333333,-7.2578125,30.1340106668,35.9002871682,28.1388976718,,,,,,,,,,,,,,
1324,3187water_regimerainfed,3337486,Gai13,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,445.2882669346,83.764168642,85.4720237413,171.5288864107,2425.2340703215,224.1568869188,75.5059673717,,,2013,16.7824378399,20.6567003367,15.6902439574,287.702,215.179,669.825,-65.7944444444,-36.4856321839,30.1340106668,34.8725792948,27.9004793231,,,,,,,,,,,,,,
1325,R1024B01179,3355189,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01179,,73.0,9.0,"REPLICATE>BLOCK>PLOT:R1024B01179,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,2670.9401709402,338.1529411765,"85,7952931765","85,7952931765",9.0318627451,150,205,70,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1326,R1024B02179,3354862,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02179,,67.0,16.0,"REPLICATE>BLOCK>PLOT:R1024B02179,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,2570.3463203463,336.5352941176,"81,197629786","84,2066964446",8.650122549,145,235,60,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1327,R1014B01179,3354954,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01179,,204.0,22.0,"REPLICATE>BLOCK>PLOT:R1014B01179,REPLICATE>BLOCK:23,REPLICATE:1",watered,3239.3292682927,354.5294117647,"76,907533587","76,907533587",11.484375,250,280,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1328,R1024B03179,3354522,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03179,,61.0,28.0,"REPLICATE>BLOCK>PLOT:R1024B03179,REPLICATE>BLOCK:18,REPLICATE:3",rainfed,3020.8333333333,305.5294117647,"85,7952931765","85,7952931765",9.2295343137,180,220,90,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1329,R1014B02179,3354490,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02179,,195.0,29.0,"REPLICATE>BLOCK>PLOT:R1014B02179,REPLICATE>BLOCK:12,REPLICATE:2",watered,3418.8034188034,346.8705882353,"76,907533587","76,907533587",11.8588235294,240,275,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1330,3189water_regimewatered,3337733,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,395.3581900972,77.5169991781,77.8168218306,243.5257902321,3319.4424696479,273.6266768914,119.559982769,,,2013,16.7029506605,21.3045010101,15.9263256549,266.079,205.81,780.426,-11.13,-7.2578125,29.9183542014,35.9694413501,28.1388976718,,,,,,,,,,,,,,
1331,3189water_regimerainfed,3337487,Gai13,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,371.4613561998,83.6766779787,84.8105336615,157.5762431581,2788.0168819597,219.5072941432,72.3691378145,,,2013,16.7029506605,20.6298114478,15.8339619061,266.079,191.153,693.851,-63.9166666667,-37.0762711864,29.9183542014,34.9150022505,28.0344595412,,,,,,,,,,,,,,
1332,R1024B01180,3354971,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01180,,69.0,2.0,"REPLICATE>BLOCK>PLOT:R1024B01180,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,1797.1611721612,408.4294117647,"79,742995425","82,6769095268",7.3401348039,150,190,70,"-2,93391410180",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1333,R1024B02180,3355180,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02180,,73.0,14.0,"REPLICATE>BLOCK>PLOT:R1024B02180,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,2210.3658536585,363.6941176471,"78,3268313656","79,742995425",8.0389705882,150,210,60,"-1,41616405940",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1334,R1014B01180,3354195,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01180,,189.0,19.0,"REPLICATE>BLOCK>PLOT:R1014B01180,REPLICATE>BLOCK:2,REPLICATE:1",watered,2814.9801587302,373.0588235294,"76,907533587","76,907533587",10.5015318627,235,270,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1335,R1024B03180,3354342,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03180,,58.0,28.0,"REPLICATE>BLOCK>PLOT:R1024B03180,REPLICATE>BLOCK:18,REPLICATE:3",rainfed,1963.9756944444,422.9647058824,"76,907533587","79,742995425",8.3069240196,175,220,85,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1336,R1014B02180,3354658,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02180,,199.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02180,REPLICATE>BLOCK:18,REPLICATE:2",watered,2740.5753968254,380.4705882353,"75,3318871563","73,7103504074",10.4270833333,250,280,130,"1,62153674890",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1337,3190water_regimewatered,3337734,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,424.2639547745,74.1317258032,73.2158886796,240.7915023041,2818.5421212104,275.6736104665,127.9446711574,,,2013,17.2664440703,21.3379012346,16.1512475337,352.834,177.051,842.034,-11.7592592593,-7.3271144279,31.1210417356,35.9766103214,28.4356339872,,,,,,,,,,,,,,
1338,3190water_regimerainfed,3337488,Gai13,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,437.25719453,78.3390750928,81.0611911577,161.6207647532,2112.1497407587,211.2660931299,71.1189976428,,,2013,17.2664440703,20.9077819865,15.870206179,352.834,224.915,740.064,-72.1666666667,-37.6967213115,31.1210417356,34.9337527035,28.1624275659,,,,,,,,,,,,,,
1339,R1024B01181,3354064,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01181,,51.0,5.0,"REPLICATE>BLOCK>PLOT:R1024B01181,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,2546.2962962963,341.1529411765,"85,7952931765","85,7952931765",8.6867647059,175,205,70,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1340,R1024B02181,3355042,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02181,,71.0,16.0,"REPLICATE>BLOCK>PLOT:R1024B02181,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,2752.0576131687,341.1529411765,"85,7952931765","85,7952931765",9.3887254902,160,200,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1341,R1014B01181,3354647,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01181,,198.0,18.0,"REPLICATE>BLOCK>PLOT:R1014B01181,REPLICATE>BLOCK:10,REPLICATE:1",watered,3382.2016460905,352.5882352941,"81,197629786","79,742995425",11.925245098,220,285,110,"1,45463436100",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1342,R1024B03181,3354674,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03181,,64.0,20.0,"REPLICATE>BLOCK>PLOT:R1024B03181,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,2515.243902439,344.8823529412,"81,197629786","84,2066964446",8.6746323529,170,215,90,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1343,R1014B02181,3354883,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02181,,203.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02181,REPLICATE>BLOCK:27,REPLICATE:2",watered,3611.1111111111,325.1470588235,"76,907533587","76,907533587",11.7414215686,250,310,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1344,3191water_regimewatered,3337735,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,388.8563570926,77.7621375545,76.8986929254,237.7165313265,3546.955570735,298.6886575149,115.5323754277,,,2013,16.5345686869,21.2894240482,15.9263256549,242.491,205.81,780.426,-11.2179487179,-7.2578125,29.6375801386,36.0066822893,28.1388976718,,,,,,,,,,,,,,
1345,3191water_regimerainfed,3337489,Gai13,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,411.6210478027,83.604203282,84.5944429509,170.998507746,2557.5831678548,207.0724032927,86.5302195457,,,2013,16.5345686869,20.6389304334,15.784076232,242.491,191.153,693.851,-62.3010752688,-37.0762711864,29.6375801386,34.9802507512,28.0163145795,,,,,,,,,,,,,,
1346,R1024B01182,3355011,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01182,,70.0,7.0,"REPLICATE>BLOCK>PLOT:R1024B01182,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,2773.59437751,352.5058823529,"84,2066964446","85,7952931765",9.7770833333,185,220,90,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1347,R1024B02182,3355400,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02182,,78.0,17.0,"REPLICATE>BLOCK>PLOT:R1024B02182,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2942.7083333333,339.2941176471,"85,7952931765","85,7952931765",9.9844362745,180,215,75,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1348,R1014B01182,3355261,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01182,,210.0,26.0,"REPLICATE>BLOCK>PLOT:R1014B01182,REPLICATE>BLOCK:36,REPLICATE:1",watered,3292.6245210728,370.0058823529,"76,907533587","76,907533587",12.1829044118,245,325,130,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1349,R1024B03182,3354077,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03182,,52.0,26.0,"REPLICATE>BLOCK>PLOT:R1024B03182,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,2953.5864978903,337.3764705882,"81,197629786","82,6769095268",9.9647058824,190,220,85,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1350,R1014B02182,3354539,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02182,,196.0,27.0,"REPLICATE>BLOCK>PLOT:R1014B02182,REPLICATE>BLOCK:10,REPLICATE:2",watered,3607.7235772358,348.2588235294,"76,907533587","78,3268313656",12.5642156863,260,295,120,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1351,3192water_regimewatered,3337736,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,422.0534181938,77.564153564,78.0456321132,250.7311551142,3438.1059268906,308.6840744888,124.5937790428,,,2013,16.7824378399,21.2866329966,15.8784536297,287.702,205.81,780.426,-10.8958333333,-7.2578125,30.1340106668,35.9002871682,28.1205768983,,,,,,,,,,,,,,
1352,3192water_regimerainfed,3337490,Gai13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,405.8956834687,84.0715339228,84.7082302283,182.9461730309,2894.9292621372,215.9181613333,82.1073619291,,,2013,16.7824378399,20.591758969,15.8243122081,287.702,191.153,693.851,-65.6034482759,-37.0762711864,30.1340106668,34.8214112345,28.0049575686,,,,,,,,,,,,,,
1353,R1024B01183,3354790,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01183,,65.0,2.0,"REPLICATE>BLOCK>PLOT:R1024B01183,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,2380.9523809524,327.9294117647,"85,7952931765","89,1385341643",7.8078431373,165,220,80,"-3,34324098780",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1354,R1024B02183,3354682,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02183,,64.0,16.0,"REPLICATE>BLOCK>PLOT:R1024B02183,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,3153.5388127854,310.4647058824,"84,2066964446","84,2066964446",9.790625,160,230,70,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1355,R1014B01183,3354540,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01183,,196.0,26.0,"REPLICATE>BLOCK>PLOT:R1014B01183,REPLICATE>BLOCK:18,REPLICATE:1",watered,2983.5390946502,352.5882352941,"76,907533587","78,3268313656",10.5196078431,255,300,130,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1356,R1024B03183,3355338,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03183,,77.0,25.0,"REPLICATE>BLOCK>PLOT:R1024B03183,REPLICATE>BLOCK:33,REPLICATE:3",rainfed,2690.9722222222,361.2,"82,6769095268","82,6769095268",9.7197916667,205,240,90,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1357,R1014B02183,3355302,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02183,,211.0,28.0,"REPLICATE>BLOCK>PLOT:R1014B02183,REPLICATE>BLOCK:29,REPLICATE:2",watered,3038.1944444444,359.7176470588,"76,907533587","76,907533587",10.9289215686,245,310,140,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1358,3193water_regimewatered,3337737,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,413.5672846802,77.6781003666,78.0976988903,244.8052982746,3052.339305978,303.3389816382,130.8827555376,,,2013,16.9234175084,21.316969697,15.8784536297,306.933,205.81,780.426,-10.7173913043,-7.2578125,30.2633014398,35.9992187174,28.1205768983,,,,,,,,,,,,,,
1359,3193water_regimerainfed,3337491,Gai13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,397.587432566,84.3726392097,85.3306676314,178.4053842722,2752.6021145649,230.2129091144,79.5000582944,,,2013,16.9234175084,20.6590386625,15.6902439574,306.933,190.51,669.825,-67.5172413793,-36.4856321839,30.2633014398,34.915604045,27.9004793231,,,,,,,,,,,,,,
1360,R1024B01184,3354604,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01184,,62.0,9.0,"REPLICATE>BLOCK>PLOT:R1024B01184,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,2773.8764044944,374.3235294118,"84,2066964446","85,7952931765",10.3832720588,175,215,80,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1361,R1014B01184,3355306,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01184,,211.0,26.0,"REPLICATE>BLOCK>PLOT:R1014B01184,REPLICATE>BLOCK:36,REPLICATE:1",watered,3865.1315789474,327.6941176471,"76,907533587","76,907533587",12.6658088235,245,280,130,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1362,R1024B03184,3354978,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03184,,70.0,25.0,"REPLICATE>BLOCK>PLOT:R1024B03184,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,3020.8333333333,340.7058823529,"81,197629786","82,6769095268",10.2921568627,180,220,75,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1363,R1014B02184,3354344,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02184,,193.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02184,REPLICATE>BLOCK:18,REPLICATE:2",watered,3703.7037037037,351.6352941176,"76,907533587","75,3318871563",13.0235294118,235,285,110,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1364,R1024B02184,3354107,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02184,,52.0,11.0,"REPLICATE>BLOCK>PLOT:R1024B02184,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,2701.0658914729,364.7411764706,"76,907533587","82,6769095268",9.8518995098,170,205,70,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
1365,3194water_regimewatered,3337738,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,393.2889675332,77.5988707231,76.2844747555,237.5935598438,3848.8542004047,280.0712961765,121.527489491,,,2013,16.7029506605,21.3751430976,15.973540594,266.079,191.264,794.972,-11.0520833333,-7.3461538462,29.9183542014,36.0548086529,28.213022395,,,,,,,,,,,,,,
1366,3194water_regimerainfed,3337492,Gai13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,416.9137700286,81.1278093676,83.9407623759,174.0552433832,2791.6388983697,214.0388003026,75.8350994299,,,2013,16.7029506605,20.6298114478,15.8243122081,266.079,245.062,693.851,-63.9166666667,-37.0762711864,29.9183542014,34.9150022505,28.0049575686,,,,,,,,,,,,,,
