,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L11,L13,W11,W13,Check,L12,L14,W12,W14,L10,W10,L15,W15
811,3107water_regimewatered,3335869,Cra12,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,286.8983787974,63.6080897658,70.5858696993,131.5250460459,846.6869732792,169.1820048791,53.8848240435,,,2012,18.65766484,22.6105099991,20.6900438105,114.865,304.166,888.615,-43.5795454545,-17.4722222222,34.4520488156,35.7871504165,33.5348552774,,,,,,,,,,,,,,
812,3107water_regimerainfed,3335623,Cra12,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,254.0843457714,71.4998125799,73.9459675501,110.6851880391,301.0039602569,147.2011656809,37.1975197057,,,2012,18.65766484,22.7709226078,20.6392387347,114.865,212.247,847.93,-119.3858695652,-12.5432692308,34.4520488156,35.848323937,33.5436466531,,,,,,,,,,,,,,
813,400690,3350046,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400690.0,,18.0,7.0,"REPLICATE>BLOCK>PLOT:400690,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,1943.6345966958,244.1817210378,"64,5333625236","71,3522943923",4.7460004089,170,200,85,"-6,81893186870",2012,,,,,,,,,,,,,,,,,,,,,,,,,
814,400972,3349713,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400972.0,,5.0,13.0,"REPLICATE>BLOCK>PLOT:400972,REPLICATE>BLOCK:6,REPLICATE:2",watered,2060.4395604396,250.826046962,"73,2127793108","71,3522943923",5.1681190995,185,230,85,"1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
815,402263,3348952,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402263.0,,17.0,19.0,"REPLICATE>BLOCK>PLOT:402263,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,NA,NA,"64,5333625236","71,3522943923",0.3346590909,100,140,45,"-6,81893186870",2012,,,,,,,,,,,,,,,,,,,,,,,,,
816,402173,3348855,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402173.0,,19.0,1.0,"REPLICATE>BLOCK>PLOT:402173,REPLICATE>BLOCK:19,REPLICATE:1",rainfed,NA,NA,"62,8507672054",NA,0.1436559239,115,150,40,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
817,402422,3349123,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402422.0,,13.0,34.0,"REPLICATE>BLOCK>PLOT:402422,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,NA,NA,"62,8507672054",NA,0.193997599,95,130,35,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
818,3108water_regimewatered,3335870,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,257.3774230459,69.8998772042,72.4743326022,176.9893150603,1903.9377863319,215.1074720983,83.7544313088,,,2012,18.6883194226,22.5765459305,20.4399233031,100.22,234.123,916.352,-40.59375,-18.0288461538,34.4284432794,35.8078499591,33.2627585991,,,,,,,,,,,,,,
819,3108water_regimerainfed,3335624,Cra12,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,248.6544453994,63.549877829,70.3450224238,110.2067258572,768.910855905,150.7821963805,44.7231043729,,,2012,18.6883194226,22.2497208677,20.6738701733,100.22,282.761,961.84,-118.8181818182,-19.6071428571,34.4284432794,35.8353351603,33.3542995847,,,,,,,,,,,,,,
820,402544,3349255,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402544.0,,9.0,12.0,"REPLICATE>BLOCK>PLOT:402544,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1151.5022675737,270.3029864253,"67,98521909","79,3444082809",3.112545018,130,170,65,"-11,35918919090",2012,,,,,,,,,,,,,,,,,,,,,,,,,
821,401007,3349725,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,401007.0,,5.0,23.0,"REPLICATE>BLOCK>PLOT:401007,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1376.7411726595,243.1083224401,"73,2127793108","79,3444082809",3.3469723692,160,210,70,"-6,13162897010",2012,,,,,,,,,,,,,,,,,,,,,,,,,
822,400642,3350098,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400642.0,,20.0,7.0,"REPLICATE>BLOCK>PLOT:400642,REPLICATE>BLOCK:20,REPLICATE:1",watered,1589.1602542656,236.4299203699,"73,2127793108","80,9101623179",3.7572503237,130,165,55,"-7,69738300710",2012,,,,,,,,,,,,,,,,,,,,,,,,,
823,402721,3349447,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402721.0,,4.0,28.0,"REPLICATE>BLOCK>PLOT:402721,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,1050.4201680672,258.56,"74,7699030262",NA,2.7159663866,115,150,55,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
824,402330,3349025,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402330.0,,15.0,14.0,"REPLICATE>BLOCK>PLOT:402330,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,797.193877551,239.8836363636,"73,2127793108","77,8429481934",1.9123376623,130,170,50,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
825,3109water_regimewatered,3335871,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,247.1063848032,74.0496501431,80.1593053814,148.0433583275,1672.5009269459,194.5886194934,68.6767090272,,,2012,19.4184040437,23.0968054535,20.0707386192,183.688,281.994,841.91,-40.1050724638,-18.8674242424,35.0297764736,35.9356179178,32.822879778,,,,,,,,,,,,,,
826,3109water_regimerainfed,3335625,Cra12,127503,https://doi.org/10.15454/4ES48F,DE811_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,272.7285043724,71.9550803345,78.59500525,127.1288482834,961.4977418274,164.6478907989,56.2024503539,,,2012,19.4184040437,23.005751156,20.0568008958,183.688,278.544,897.879,-108.0318181818,-10.5434782609,35.0297764736,35.887514578,32.7222629657,,,,,,,,,,,,,,
827,400696,3350039,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400696.0,,18.0,1.0,"REPLICATE>BLOCK>PLOT:400696,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,1195.7908163265,248.0576213717,"69,7269833316","73,2127793108",2.9662502556,150,185,75,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
828,402243,3348930,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402243.0,,18.0,2.0,"REPLICATE>BLOCK>PLOT:402243,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,290.9058360186,213.9898642534,"71,3522943923","77,8429481934",0.6225090036,110,145,45,"-6,49065380110",2012,,,,,,,,,,,,,,,,,,,,,,,,,
829,400818,3349907,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400818.0,,12.0,23.0,"REPLICATE>BLOCK>PLOT:400818,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1844.5839874411,250.826046962,"71,3522943923","73,2127793108",4.6266970986,155,195,75,"-1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
830,402201,3348886,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402201.0,,19.0,29.0,"REPLICATE>BLOCK>PLOT:402201,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,865.5247813411,212.9317647059,"71,3522943923","74,7699030262",1.8429771909,105,140,45,"-3,41760863390",2012,,,,,,,,,,,,,,,,,,,,,,,,,
831,402840,3349576,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402840.0,,1.0,20.0,"REPLICATE>BLOCK>PLOT:402840,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,797.193877551,239.8836363636,"67,98521909","71,3522943923",1.9123376623,120,160,60,"-3,36707530230",2012,,,,,,,,,,,,,,,,,,,,,,,,,
832,3110water_regimewatered,3335872,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,260.1625454797,69.9900585608,70.6486574707,158.2482726765,1804.3606228449,203.4738803389,72.4446598417,,,2012,19.2823628255,22.8561954622,20.6605305197,185.525,210.04,906.39,-48.0972222222,-17.4722222222,34.9295622183,35.7216795053,33.4733506521,,,,,,,,,,,,,,
833,3110water_regimerainfed,3335626,Cra12,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,244.4485282508,70.1617399421,74.543892038,112.3556338693,883.8066588362,149.3082004813,51.4744269797,,,2012,19.2823628255,23.0259813213,20.4835521772,185.525,255.564,860.866,-117.3475,-10.89,34.9295622183,35.8727042006,33.3025062973,,,,,,,,,,,,,,
834,402563,3349276,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402563.0,,9.0,31.0,"REPLICATE>BLOCK>PLOT:402563,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1157.7708006279,247.1529411765,"69,7269833316","71,3522943923",2.8614645858,115,150,50,"-1,62531106070",2012,,,,,,,,,,,,,,,,,,,,,,,,,
835,400608,3350125,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400608.0,,21.0,8.0,"REPLICATE>BLOCK>PLOT:400608,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,1454.8788265306,248.0576213717,"71,3522943923","73,2127793108",3.6089378109,145,185,80,"-1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
836,400723,3350010,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400723.0,,16.0,22.0,"REPLICATE>BLOCK>PLOT:400723,REPLICATE>BLOCK:16,REPLICATE:2",watered,1990.5689548547,254.6849092229,"69,7269833316","73,2127793108",5.0696787357,190,220,85,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
837,402372,3349070,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402372.0,,14.0,17.0,"REPLICATE>BLOCK>PLOT:402372,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,837.0535714286,239.8836363636,"71,3522943923","77,8429481934",2.0079545455,140,180,65,"-6,49065380110",2012,,,,,,,,,,,,,,,,,,,,,,,,,
838,402753,3349482,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402753.0,,3.0,5.0,"REPLICATE>BLOCK>PLOT:402753,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,574.8778384593,266.5487782805,"69,7269833316","73,2127793108",1.532329855,130,170,60,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
839,3111water_regimewatered,3335873,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,260.2732822484,69.8576290855,70.6869975552,175.9193158572,1696.0837996781,206.8185612175,87.8995732719,,,2012,18.6883194226,22.4146566231,20.6605305197,100.22,210.04,906.39,-42.2282608696,-17.4722222222,34.4284432794,35.7475764187,33.4733506521,,,,,,,,,,,,,,
840,3111water_regimerainfed,3335627,Cra12,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,261.0098357228,70.3191129195,74.9208833465,115.2269123731,414.0808122283,150.4802541599,54.0995639057,,,2012,18.6883194226,22.5858084176,20.4387661692,100.22,255.564,877.453,-115.63,-10.89,34.4284432794,35.8663244219,33.245776737,,,,,,,,,,,,,,
841,400902,3349794,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400902.0,,8.0,14.0,"REPLICATE>BLOCK>PLOT:400902,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,927.6437847866,254.6849092229,"61,1190292406","64,5333625236",2.3625687312,150,200,55,"-3,41433328300",2012,,,,,,,,,,,,,,,,,,,,,,,,,
842,402217,3348902,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402217.0,,18.0,28.0,"REPLICATE>BLOCK>PLOT:402217,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,261.1280732766,241.4494117647,"62,8507672054","71,3522943923",0.6304921969,110,150,50,"-8,50152718690",2012,,,,,,,,,,,,,,,,,,,,,,,,,
843,400704,3350021,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400704.0,,17.0,8.0,"REPLICATE>BLOCK>PLOT:400704,REPLICATE>BLOCK:17,REPLICATE:1",watered,916.7729591837,248.0576213717,"67,98521909","71,3522943923",2.2741251959,155,190,60,"-3,36707530230",2012,,,,,,,,,,,,,,,,,,,,,,,,,
844,402300,3348992,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402300.0,,16.0,17.0,"REPLICATE>BLOCK>PLOT:402300,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,NA,NA,"62,8507672054","71,3522943923",0.2868506494,110,150,45,"-8,50152718690",2012,,,,,,,,,,,,,,,,,,,,,,,,,
845,402389,3349088,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402389.0,,13.0,1.0,"REPLICATE>BLOCK>PLOT:402389,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,250.9200401472,229.0066968326,"62,8507672054","74,7699030262",0.5746236956,125,165,55,"-11,91913582080",2012,,,,,,,,,,,,,,,,,,,,,,,,,
846,3112water_regimewatered,3335874,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,262.25794706,65.0924706019,69.1529358311,162.7059564507,909.3055758645,202.4976538384,62.0000319983,,,2012,18.65766484,22.4470465112,20.9363988765,114.865,259.349,857.402,-43.6428571429,-18.3571428571,34.4520488156,35.8809726219,33.7189623199,,,,,,,,,,,,,,
847,3112water_regimerainfed,3335628,Cra12,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,250.1461728481,62.4719947277,71.3620182711,118.0205799186,382.2875290144,159.2240533488,52.3478863603,,,2012,18.65766484,22.6105099991,20.9179439403,114.865,326.247,817.56,-120.6193181818,-15.4953703704,34.4520488156,35.7871504165,33.7860057978,,,,,,,,,,,,,,
848,400606,3350123,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400606.0,,21.0,6.0,"REPLICATE>BLOCK>PLOT:400606,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,1323.9473004392,306.1961263807,"73,2127793108","77,8429481934",4.0538753493,140,190,60,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
849,400806,3349898,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400806.0,,12.0,14.0,"REPLICATE>BLOCK>PLOT:400806,REPLICATE>BLOCK:13,REPLICATE:2",watered,1670.7387180224,273.9792205277,"73,2127793108","77,8429481934",4.5774769167,165,210,80,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
850,402774,3349505,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402774.0,,3.0,26.0,"REPLICATE>BLOCK>PLOT:402774,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,356.3925570228,258.56,"74,7699030262","77,8429481934",0.9214885954,115,155,60,"-3,07304516720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
851,402257,3348945,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402257.0,,17.0,13.0,"REPLICATE>BLOCK>PLOT:402257,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,209.100033456,228.6390909091,"73,2127793108","77,8429481934",0.4780844156,100,135,45,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
852,402813,3349547,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402813.0,,2.0,8.0,"REPLICATE>BLOCK>PLOT:402813,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,646.4914733017,274.0571945701,"74,7699030262","76,304846632",1.7717563949,125,170,50,"-1,53494360580",2012,,,,,,,,,,,,,,,,,,,,,,,,,
853,3113water_regimewatered,3335875,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,301.2005507574,72.0212931346,75.7989717188,139.4852519906,1349.8968172829,187.7773341774,69.4227730058,,,2012,19.4184040437,23.0173506319,20.1131625889,183.688,256.314,920.109,-42.25,-18.7604166667,35.0297764736,35.8620411852,32.799350317,,,,,,,,,,,,,,
854,3113water_regimerainfed,3335629,Cra12,127507,https://doi.org/10.15454/KN2JI5,DKMBST_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,271.0962702071,74.0861837655,77.7911441435,113.8582810962,459.7751534504,152.5670753285,48.5219649653,,,2012,19.4184040437,23.005751156,20.0568008958,183.688,258.113,897.879,-108.0318181818,-10.5434782609,35.0297764736,35.887514578,32.7222629657,,,,,,,,,,,,,,
855,400911,3349829,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400911.0,,9.0,23.0,"REPLICATE>BLOCK>PLOT:400911,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2024.6193715582,243.1083224401,"64,5333625236","67,98521909",4.92201819,145,200,75,"-3,45185656640",2012,,,,,,,,,,,,,,,,,,,,,,,,,
856,402594,3349310,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402594.0,,8.0,11.0,"REPLICATE>BLOCK>PLOT:402594,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,274.7252747253,244.0235294118,"71,3522943923","71,3522943923",0.6703943116,120,160,60,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
857,400655,3350072,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400655.0,,19.0,7.0,"REPLICATE>BLOCK>PLOT:400655,REPLICATE>BLOCK:19,REPLICATE:1",watered,1295.7563977972,244.1817210378,"71,3522943923","74,7699030262",3.1640002726,140,160,50,"-3,41760863390",2012,,,,,,,,,,,,,,,,,,,,,,,,,
858,402417,3349118,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402417.0,,13.0,29.0,"REPLICATE>BLOCK>PLOT:402417,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,581.8116720372,216.7341176471,"66,1757668336",NA,1.2609843938,120,165,45,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
859,402660,3349381,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402660.0,,6.0,17.0,"REPLICATE>BLOCK>PLOT:402660,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,485.908649174,236.1354545455,"69,7269833316","69,7269833316",1.1474025974,115,155,55,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
860,3114water_regimewatered,3335876,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,252.6749081318,67.4230915338,70.80978436,160.0640865967,1553.5512656412,198.0878964234,66.2992810647,,,2012,19.2823628255,22.8561954622,20.5620082343,185.525,257.677,940.435,-48.0972222222,-17.4722222222,34.9295622183,35.7216795053,33.3446624072,,,,,,,,,,,,,,
861,3114water_regimerainfed,3335630,Cra12,127508,https://doi.org/10.15454/TB90FE,EC140_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,254.7943193688,69.3072278246,72.0135149935,120.2739872322,534.0232130552,164.0685829071,52.6041480557,,,2012,19.2823628255,22.8561954622,20.5620082343,185.525,234.144,940.435,-122.2680555556,-15.4953703704,34.9295622183,35.7216795053,33.3446624072,,,,,,,,,,,,,,
862,402696,3349420,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402696.0,,5.0,20.0,"REPLICATE>BLOCK>PLOT:402696,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,534.8913759052,232.3872727273,"71,3522943923",NA,1.2430194805,75,100,40,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
863,400876,3349818,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400876.0,,9.0,13.0,"REPLICATE>BLOCK>PLOT:400876,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,2383.7403813985,235.3905979182,"69,7269833316","67,98521909",5.6111007366,170,210,90,"1,74176424160",2012,,,,,,,,,,,,,,,,,,,,,,,,,
864,400746,3349963,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400746.0,,15.0,2.0,"REPLICATE>BLOCK>PLOT:400746,REPLICATE>BLOCK:15,REPLICATE:1",watered,1233.6901973904,236.4299203699,"71,3522943923","79,3444082809",2.9168127513,100,130,45,"-7,99211388860",2012,,,,,,,,,,,,,,,,,,,,,,,,,
865,402786,3349518,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402786.0,,2.0,35.0,"REPLICATE>BLOCK>PLOT:402786,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,712.7851140456,258.56,"69,7269833316","73,2127793108",1.8429771909,95,125,50,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
866,402821,3349555,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402821.0,,1.0,1.0,"REPLICATE>BLOCK>PLOT:402821,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,522.75008364,229.0066968326,"74,7699030262","82,6225102274",1.1971326992,100,135,60,"-7,85260720120",2012,,,,,,,,,,,,,,,,,,,,,,,,,
867,3115water_regimewatered,3335877,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,244.9622230049,70.95545312,72.8071394231,137.6939304667,2030.5327530143,172.9969439532,67.1817356732,,,2012,19.7952011604,23.0868546277,20.4399233031,223.648,234.123,916.352,-46.1617647059,-18.0288461538,35.2321788389,35.6480821573,33.2627585991,,,,,,,,,,,,,,
868,3115water_regimerainfed,3335631,Cra12,127509,https://doi.org/10.15454/HPRD42,EC151_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,262.244664834,71.5040376068,78.4436553513,103.9509268751,821.443942876,135.8495545547,51.4346809342,,,2012,19.7952011604,23.0445767892,20.0568008958,223.648,278.544,897.879,-103.135,-10.5434782609,35.2321788389,35.7679172453,32.7222629657,,,,,,,,,,,,,,
869,402569,3349282,Cra12,127510,https://doi.org/10.15454/I2LIRO,EC169_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402569.0,,8.0,36.0,"REPLICATE>BLOCK>PLOT:402569,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,288.0184331797,235.7458823529,"66,1757668336","71,3522943923",0.6789915966,90,130,40,"-5,17652755870",2012,,,,,,,,,,,,,,,,,,,,,,,,,
870,402222,3348908,Cra12,127510,https://doi.org/10.15454/I2LIRO,EC169_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402222.0,,18.0,23.0,"REPLICATE>BLOCK>PLOT:402222,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,701.5306122449,224.8909090909,"73,2127793108","77,8429481934",1.5776785714,95,125,35,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
871,400709,3350000,Cra12,127510,https://doi.org/10.15454/I2LIRO,EC169_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400709.0,,16.0,13.0,"REPLICATE>BLOCK>PLOT:400709,REPLICATE>BLOCK:17,REPLICATE:2",watered,1785.7142857143,250.826046962,"69,7269833316","73,2127793108",4.4790365529,155,200,80,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
