,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill
902,G72-01-2-128,3353291,Gai12,127527,https://doi.org/10.15454/MWDWAE,F546_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-128,,16.0,27.0,"REPLICATE>BLOCK>PLOT:G72-01-2-128,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,2003.351614869,218.1564705882,"63,3048330487","67,0282656168",4.3704411765,175,220,105,"-3,72343256810",2012,,,,,,,,,,,
903,G72-01-1-128,3353290,Gai12,127527,https://doi.org/10.15454/MWDWAE,F546_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-128,,7.0,19.0,"REPLICATE>BLOCK>PLOT:G72-01-1-128,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,1828.3113622097,214.2741176471,"63,3048330487","67,0282656168",3.9175980392,150,190,105,"-3,72343256810",2012,,,,,,,,,,,
904,G72-02-2-129,3353299,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-129,,15.0,17.0,"REPLICATE>BLOCK>PLOT:G72-02-2-129,REPLICATE>BLOCK:23,REPLICATE:2",watered,3606.3645368995,289.39,"64,7849117529","63,3048330487",10.4364583333,250,305,130,"1,48007870420",2012,,,,,,,,,,,
905,G72-02-1-129,3353298,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-129,,3.0,23.0,"REPLICATE>BLOCK>PLOT:G72-02-1-129,REPLICATE>BLOCK:12,REPLICATE:1",watered,4194.3982251803,258.0764705882,"64,7849117529","63,3048330487",10.824754902,250,290,120,"1,48007870420",2012,,,,,,,,,,,
906,G72-01-3-129,3353297,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-129,,24.0,23.0,"REPLICATE>BLOCK>PLOT:G72-01-3-129,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1534.7439916405,278.8435294118,"64,7849117529","67,0282656168",4.2795343137,150,220,75,"-2,24335386390",2012,,,,,,,,,,,
907,G72-01-2-129,3353296,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-129,,18.0,6.0,"REPLICATE>BLOCK>PLOT:G72-01-2-129,REPLICATE>BLOCK:33,REPLICATE:2",rainfed,1772.7526521496,251.0911764706,"64,7849117529","78,9055366062",4.4512254902,170,200,105,"-14,12062485330",2012,,,,,,,,,,,
908,G72-01-1-129,3353295,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-129,,4.0,28.0,"REPLICATE>BLOCK>PLOT:G72-01-1-129,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,1957.0707070707,258.2152941176,"62,0608834049","67,0282656168",5.0534558824,140,190,105,"-4,96738221190",2012,,,,,,,,,,,
909,3134water_regimewatered,3337189,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,315.8872838362,64.3900895885,63.0143263591,257.9944461381,3863.4718626401,300.1005190215,121.5804616396,,,2012,18.4428974935,17.9196078431,17.1510470721,338.102,229.324,1041.109,-22.1887254902,-9.5355392157,27.0059872289,27.3403385946,25.6000333227
910,3134water_regimerainfed,3336943,Gai12,127528,https://doi.org/10.15454/OAENUW,F04401_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,302.716466222,64.153610448,71.0591409968,155.6387485291,1856.1891405048,210.1371677447,99.1291810299,,,2012,,,,,,,,,,,
911,G72-02-2-130,3353304,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-130,,16.0,21.0,"REPLICATE>BLOCK>PLOT:G72-02-2-130,REPLICATE>BLOCK:27,REPLICATE:2",watered,3929.3639053254,286.3058823529,"65,9788172736","63,3048330487",11.25,245,300,110,"2,67398422490",2012,,,,,,,,,,,
912,G72-02-1-130,3353303,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-130,,2.0,13.0,"REPLICATE>BLOCK>PLOT:G72-02-1-130,REPLICATE>BLOCK:6,REPLICATE:1",watered,3896.8824940048,295.1705882353,"63,3048330487","63,3048330487",11.5024509804,270,315,120,"0,00000000000",2012,,,,,,,,,,,
913,G72-01-3-130,3353302,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-130,,20.0,5.0,"REPLICATE>BLOCK>PLOT:G72-01-3-130,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,950.5431675243,222.9117647059,"63,3048330487","68,1234868243",2.118872549,185,235,80,"-4,81865377560",2012,,,,,,,,,,,
914,G72-01-2-130,3353301,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-130,,11.0,21.0,"REPLICATE>BLOCK>PLOT:G72-01-2-130,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,1719.0569744597,210.4864705882,"63,3048330487","64,7849117529",3.6183823529,190,225,105,"-1,48007870420",2012,,,,,,,,,,,
915,G72-01-1-130,3353300,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-130,,7.0,27.0,"REPLICATE>BLOCK>PLOT:G72-01-1-130,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,955.2538964304,270.66,"64,7849117529","80,2021890789",2.5854901961,180,220,105,"-15,41727732600",2012,,,,,,,,,,,
916,3135water_regimewatered,3337190,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,338.0598790332,64.8082812878,63.0638318623,256.6647597289,3722.3341433751,311.0969162744,115.1844313138,,,2012,18.4739180264,17.9038720539,17.1294248203,319.22,206.665,1041.109,-21.5393518519,-9.5355392157,27.1150701404,27.1641993131,25.5569499319
917,3135water_regimerainfed,3336944,Gai12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,296.3843792258,64.1326897601,70.9826278928,182.1886645844,1272.1039201828,218.9690607938,95.5632162124,,,2012,,,,,,,,,,,
918,G72-02-2-131,3353309,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-131,,13.0,1.0,"REPLICATE>BLOCK>PLOT:G72-02-2-131,REPLICATE>BLOCK:13,REPLICATE:2",watered,4381.1274509804,288,"65,9788172736","69,1907382303",12.6176470588,260,300,120,"-3,21192095670",2012,,,,,,,,,,,
919,G72-02-1-131,3353308,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-131,,1.0,28.0,"REPLICATE>BLOCK>PLOT:G72-02-1-131,REPLICATE>BLOCK:4,REPLICATE:1",watered,4462.1321755909,292.6588235294,"67,0282656168","67,0282656168",13.0588235294,260,305,115,"0,00000000000",2012,,,,,,,,,,,
920,G72-01-3-131,3353307,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-131,,27.0,28.0,"REPLICATE>BLOCK>PLOT:G72-01-3-131,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,1190.4761904762,236.3529411765,"67,0282656168","74,9190642556",2.8137254902,165,210,90,"-7,89079863880",2012,,,,,,,,,,,
921,G72-01-2-131,3353306,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-131,,11.0,28.0,"REPLICATE>BLOCK>PLOT:G72-01-2-131,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,1411.2903225806,235.0164705882,"64,7849117529","81,6621384111",3.3167647059,150,195,105,"-16,87722665820",2012,,,,,,,,,,,
922,G72-01-1-131,3353305,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-131,,9.0,5.0,"REPLICATE>BLOCK>PLOT:G72-01-1-131,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,1437.2581536761,243.6829411765,"64,7849117529","78,9055366062",3.5023529412,140,170,105,"-14,12062485330",2012,,,,,,,,,,,
923,3136water_regimewatered,3337191,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,341.401670422,66.4461888867,68.0854980927,258.1510279112,4515.3870587941,300.4988613413,119.1614109278,,,2012,18.4739180264,18.1736225895,17.0231624589,319.22,288.916,941.231,-19.1534090909,-9.6847222222,27.1150701404,27.396718559,25.421133215
924,3136water_regimerainfed,3336945,Gai12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,291.9619450856,65.970968828,78.7244443493,160.0019412017,1361.0271421474,193.8039692725,100.579579096,,,2012,,,,,,,,,,,
925,G72-02-2-132,3353314,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-132,,10.0,7.0,"REPLICATE>BLOCK>PLOT:G72-02-2-132,REPLICATE>BLOCK:1,REPLICATE:2",watered,5366.1616161616,220.2070588235,"65,9788172736","69,1907382303",11.8166666667,260,325,120,"-3,21192095670",2012,,,,,,,,,,,
926,G72-02-1-132,3353313,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-132,,9.0,14.0,"REPLICATE>BLOCK>PLOT:G72-02-1-132,REPLICATE>BLOCK:34,REPLICATE:1",watered,3952.0519262982,339.4705882353,"65,9788172736","64,7849117529",13.4160539216,250,300,130,"1,19390552070",2012,,,,,,,,,,,
927,G72-01-3-132,3353312,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-132,,26.0,7.0,"REPLICATE>BLOCK>PLOT:G72-01-3-132,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,410.15625,251.1058823529,"67,0282656168","84,6081786292",1.0299264706,155,190,70,"-17,57991301240",2012,,,,,,,,,,,
928,G72-01-2-132,3353311,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-132,,12.0,16.0,"REPLICATE>BLOCK>PLOT:G72-01-2-132,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,1202.6032823996,248.7658823529,"71,7553055814","85,9700180645",2.9916666667,160,220,105,"-14,21471248310",2012,,,,,,,,,,,
929,G72-01-1-132,3353310,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-132,,2.0,15.0,"REPLICATE>BLOCK>PLOT:G72-01-1-132,REPLICATE>BLOCK:7,REPLICATE:1",rainfed,1580.7560137457,208.2647058824,"70,3468421086","81,6621384111",3.2921568627,160,195,105,"-11,31529630250",2012,,,,,,,,,,,
930,3137water_regimewatered,3337192,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,332.5279183748,65.9980141501,67.009370706,249.5743575793,4683.3293691582,306.5192649754,124.2565404341,,,2012,18.4492599068,18.1563498623,17.0439396396,305.717,266.712,963.435,-19.4715909091,-9.9206989247,27.1943585319,27.2751668129,25.4644615555
931,3137water_regimerainfed,3336946,Gai12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,291.5817879058,68.8615635022,84.2082922147,160.0913963025,877.6858550036,203.0269401282,93.445780098,,,2012,,,,,,,,,,,
932,G72-02-2-133,3353319,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-133,,16.0,1.0,"REPLICATE>BLOCK>PLOT:G72-02-2-133,REPLICATE>BLOCK:25,REPLICATE:2",watered,NA,NA,"65,9788172736","64,7849117529",NA,250,275,120,"1,19390552070",2012,,,,,,,,,,,
933,G72-02-1-133,3353318,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-133,,6.0,22.0,"REPLICATE>BLOCK>PLOT:G72-02-1-133,REPLICATE>BLOCK:24,REPLICATE:1",watered,3942.6210428305,293.1388235294,"64,7849117529","63,3048330487",11.5573529412,230,315,120,"1,48007870420",2012,,,,,,,,,,,
934,G72-01-3-133,3353317,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-133,,22.0,10.0,"REPLICATE>BLOCK>PLOT:G72-01-3-133,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,824.9158249158,196.5441176471,"65,9788172736","84,6081786292",1.6213235294,140,215,80,"-18,62936135560",2012,,,,,,,,,,,
935,G72-01-2-133,3353316,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-133,,12.0,12.0,"REPLICATE>BLOCK>PLOT:G72-01-2-133,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,1379.0560471976,227.6617647059,"64,7849117529","78,9055366062",3.1395833333,165,205,105,"-14,12062485330",2012,,,,,,,,,,,
936,G72-01-1-133,3353315,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-133,,2.0,24.0,"REPLICATE>BLOCK>PLOT:G72-01-1-133,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,704.0229885057,248.0352941176,"71,7553055814","83,19971632",1.7462254902,165,210,105,"-11,44441073860",2012,,,,,,,,,,,
937,3138water_regimewatered,3337193,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,364.2885298797,65.4956854289,64.6947582538,246.1909947408,3912.3730777393,301.0478734266,121.2415779627,,,2012,18.5191982323,17.8377134986,17.1364637387,260.476,232.603,1015.171,-22.240530303,-9.5997474747,27.2494496325,27.014947452,25.5538073905
938,3138water_regimerainfed,3336947,Gai12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,264.4360453626,67.1416513222,82.3109488888,157.1951781695,1032.8989290399,214.6336966587,95.2963226486,,,2012,,,,,,,,,,,
939,G72-02-2-134,3353324,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-134,,13.0,9.0,"REPLICATE>BLOCK>PLOT:G72-02-2-134,REPLICATE>BLOCK:14,REPLICATE:2",watered,4710.1449275362,292.2352941176,"65,9788172736","64,7849117529",13.7647058824,255,300,105,"1,19390552070",2012,,,,,,,,,,,
940,G72-02-1-134,3353323,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-134,,2.0,2.0,"REPLICATE>BLOCK>PLOT:G72-02-1-134,REPLICATE>BLOCK:5,REPLICATE:1",watered,4527.3851590106,239.3847058824,"67,0282656168","64,7849117529",10.8378676471,230,300,110,"2,24335386390",2012,,,,,,,,,,,
941,G72-01-3-134,3353322,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-134,,24.0,21.0,"REPLICATE>BLOCK>PLOT:G72-01-3-134,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,2594.6585530764,212.28,"67,0282656168","68,1234868243",5.5079411765,165,220,75,"-1,09522120750",2012,,,,,,,,,,,
942,G72-01-2-134,3353321,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-134,,14.0,14.0,"REPLICATE>BLOCK>PLOT:G72-01-2-134,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,2830.4870335231,216.07,"68,1234868243","78,9055366062",6.1158333333,165,215,105,"-10,78204978190",2012,,,,,,,,,,,
943,G72-01-1-134,3353320,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-134,,3.0,19.0,"REPLICATE>BLOCK>PLOT:G72-01-1-134,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2279.7288971041,231.3570588235,"63,3048330487","68,1234868243",5.2743137255,170,210,105,"-4,81865377560",2012,,,,,,,,,,,
944,3139water_regimewatered,3337194,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,318.8327519625,66.8745622974,64.809847432,243.5606835178,4609.1369513265,297.1362163512,109.6081780361,,,2012,18.4756747475,17.8604848485,17.1364637387,301.774,214.976,1015.171,-20.95625,-9.5997474747,27.1407436626,27.0631156648,25.5538073905
945,3139water_regimerainfed,3336948,Gai12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,265.0080151017,66.4759894527,72.0022672162,163.8859251184,2448.2522789059,217.4802259886,94.0173479308,,,2012,,,,,,,,,,,
946,G72-02-2-135,3353329,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-135,,17.0,22.0,"REPLICATE>BLOCK>PLOT:G72-02-2-135,REPLICATE>BLOCK:32,REPLICATE:2",watered,4221.9764011799,238.9617647059,"65,9788172736","65,9788172736",10.0889093137,250,300,120,"0,00000000000",2012,,,,,,,,,,,
947,G72-02-1-135,3353328,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-135,,2.0,15.0,"REPLICATE>BLOCK>PLOT:G72-02-1-135,REPLICATE>BLOCK:7,REPLICATE:1",watered,3763.4408602151,259.3058823529,"69,1907382303","70,3468421086",9.7588235294,255,310,110,"-1,15610387830",2012,,,,,,,,,,,
948,G72-01-3-135,3353327,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-135,,19.0,12.0,"REPLICATE>BLOCK>PLOT:G72-01-3-135,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,631.7689530686,219.6447058824,"67,0282656168","81,6621384111",1.3876470588,165,220,80,"-14,63387279430",2012,,,,,,,,,,,
949,G72-01-2-135,3353326,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-135,,10.0,22.0,"REPLICATE>BLOCK>PLOT:G72-01-2-135,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,429.8941798942,210.1976470588,"77,7660082737","81,6621384111",0.903627451,160,210,105,"-3,89613013740",2012,,,,,,,,,,,
950,G72-01-1-135,3353325,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-135,,3.0,9.0,"REPLICATE>BLOCK>PLOT:G72-01-1-135,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,507.9365079365,213.3970588235,"67,0282656168","80,2021890789",1.0839215686,160,210,105,"-13,17392346210",2012,,,,,,,,,,,
951,3140water_regimewatered,3337195,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,299.1123227166,68.1300773556,68.3142243427,253.7182502796,4017.8347453356,305.0699074296,115.5961190266,,,2012,18.2659858586,18.1387878788,17.0231624589,263.182,239.031,941.231,-20.6216666667,-9.6847222222,27.0224858534,27.2907028414,25.421133215
952,3140water_regimerainfed,3336949,Gai12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,256.2499315833,70.4070886877,81.4846710151,162.1608130669,595.0851610337,215.728878133,95.5002919777,,,2012,,,,,,,,,,,
953,G72-02-2-136,3353334,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-136,,17.0,17.0,"REPLICATE>BLOCK>PLOT:G72-02-2-136,REPLICATE>BLOCK:31,REPLICATE:2",watered,4510.4607428303,286.1023529412,"63,3048330487","64,7849117529",12.9045343137,240,280,125,"-1,48007870420",2012,,,,,,,,,,,
954,G72-02-1-136,3353333,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-136,,1.0,13.0,"REPLICATE>BLOCK>PLOT:G72-02-1-136,REPLICATE>BLOCK:2,REPLICATE:1",watered,3511.2359550562,318.0441176471,"67,0282656168","67,0282656168",11.1672794118,245,300,115,"0,00000000000",2012,,,,,,,,,,,
955,G72-01-3-136,3353332,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-136,,21.0,7.0,"REPLICATE>BLOCK>PLOT:G72-01-3-136,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,855.1673944687,280.0535294118,"64,7849117529","81,6621384111",2.3949264706,160,235,85,"-16,87722665820",2012,,,,,,,,,,,
956,G72-01-2-136,3353331,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-136,,15.0,28.0,"REPLICATE>BLOCK>PLOT:G72-01-2-136,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,1286.1736334405,261.6058823529,"64,7849117529","80,2021890789",3.3647058824,160,205,105,"-15,41727732600",2012,,,,,,,,,,,
957,G72-01-1-136,3353330,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-136,,5.0,10.0,"REPLICATE>BLOCK>PLOT:G72-01-1-136,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,823.5004916421,283.9623529412,"63,3048330487","68,1234868243",2.3384313725,170,210,105,"-4,81865377560",2012,,,,,,,,,,,
958,3141water_regimewatered,3337196,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,374.2261531235,65.1495344057,65.6945415579,241.9504438805,4051.5945018898,289.5688132181,116.2674425655,,,2012,17.8503858586,17.8659878788,17.0770571731,222.925,258.65,989.124,-21.625,-9.8841145833,26.5814758741,27.0803668016,25.4336037124
959,3141water_regimerainfed,3336950,Gai12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,323.9101014876,64.5355949583,76.7927657489,166.5177354722,995.2213031712,215.1551428079,95.4153266983,,,2012,,,,,,,,,,,
960,G72-02-2-137,3353339,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-2-137,,16.0,8.0,"REPLICATE>BLOCK>PLOT:G72-02-2-137,REPLICATE>BLOCK:26,REPLICATE:2",watered,3761.5740740741,292.9129411765,"64,7849117529","64,7849117529",11.0181372549,235,280,120,"0,00000000000",2012,,,,,,,,,,,
961,G72-02-1-137,3353338,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-02-1-137,,6.0,21.0,"REPLICATE>BLOCK>PLOT:G72-02-1-137,REPLICATE>BLOCK:23,REPLICATE:1",watered,3740.8759124088,292.9382352941,"64,7849117529","63,3048330487",10.9584558824,250,275,120,"1,48007870420",2012,,,,,,,,,,,
962,G72-01-3-137,3353337,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-3-137,,22.0,21.0,"REPLICATE>BLOCK>PLOT:G72-01-3-137,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,1839.9339933993,209.4264705882,"64,7849117529","68,1234868243",3.8533088235,170,215,95,"-3,33857507140",2012,,,,,,,,,,,
963,G72-01-2-137,3353336,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-2-137,,11.0,1.0,"REPLICATE>BLOCK>PLOT:G72-01-2-137,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,1921.052631579,192.5147058824,"63,3048330487","64,7849117529",3.6983088235,160,215,105,"-1,48007870420",2012,,,,,,,,,,,
964,G72-01-1-137,3353335,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,REPLICATE>BLOCK>PLOT,,,G72-01-1-137,,1.0,24.0,"REPLICATE>BLOCK>PLOT:G72-01-1-137,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,1061.9150467963,193.6429411765,"71,7553055814","80,2021890789",2.0563235294,155,200,105,"-8,44688349750",2012,,,,,,,,,,,
965,3142water_regimewatered,3337197,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,watered,337.5629971648,64.7596282844,64.3141541758,248.2574997186,3782.675057839,280.2718059638,129.4873654433,,,2012,17.9771858586,17.9134650856,17.1364637387,240.226,255.262,1015.171,-22.4836956522,-9.5997474747,26.6238146278,27.1264248515,25.5538073905
966,3142water_regimerainfed,3336951,Gai12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Biogemma Gaillac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,248.5744288035,66.7418419677,71.2706712419,160.7204584116,1794.745225597,213.5676954086,100.1490058842,,,2012,,,,,,,,,,,
