,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,L9,L11,L13,W9,W11,W13,L8,W8,L15,W15
1414,1091,3342624,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1091.0,,12.0,23.0,"REPLICATE>BLOCK>PLOT:1091,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,1784.8826771986,356,"70,3112532024","70,3112532024",6.3541823308,216,232,94,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,567,3342485,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,567.0,,9.0,7.0,"REPLICATE>BLOCK>PLOT:567,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,2522.4379113506,353,"68,9775284053","71,6416376017",8.9042058271,218,244,86,"-2,66410919640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,1001,3342998,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1001.0,,23.0,21.0,"REPLICATE>BLOCK>PLOT:1001,REPLICATE>BLOCK:35,REPLICATE:2",rainfed,2036.6005364871,377,"70,3112532024","70,3112532024",7.6779840226,207,238,87,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,3201water_regimewatered,3339777,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,394.3153935789,69.5412782773,66.8746962546,263.5554020031,2870.948802773,291.6873526428,116.1267824806,,,2013,17.3405902778,17.3568783069,17.5244980104,228.449,188.434,1275.896,-112.4899665674,-95.0850957572,32.429509429,33.3997831417,31.7986263337,,,,,,,,,,,,,,,,,
1418,3201water_regimerainfed,3339531,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,361.2385830499,70.0578849362,70.8390947384,213.662553817,1939.8812886072,237.9322078732,89.0040271999,,,2013,17.3405902778,17.5065217391,16.9531991342,228.449,239.446,1224.884,-187.5427189723,-167.8591520174,32.429509429,33.542215728,31.1753947275,,,,,,,,,,,,,,,,,
1419,485,3343531,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,485.0,,22.0,20.0,"REPLICATE>BLOCK>PLOT:485,REPLICATE>BLOCK:34,REPLICATE:2",watered,3533.2959542358,277,"67,6265019604","71,6416376017",9.7872297932,267,295,126,"-4,01513564130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,122,3343155,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,122.0,,6.0,12.0,"REPLICATE>BLOCK>PLOT:122,REPLICATE>BLOCK:18,REPLICATE:1",watered,3651.7983721931,297,"67,6265019604","70,3112532024",10.8458411654,267,300,125,"-2,68475124200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,1006,3343018,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1006.0,,24.0,17.0,"REPLICATE>BLOCK>PLOT:1006,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,1686.2764842779,357,"67,6265019604","68,9775284053",6.0200070489,262,288,118,"-1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,1177,3342430,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1177.0,,7.0,29.0,"REPLICATE>BLOCK>PLOT:1177,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,2781.611210863,335,"66,1421419741","67,6265019604",9.3183975564,271,297,127,"-1,48435998630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,602,3342206,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,602.0,,2.0,8.0,"REPLICATE>BLOCK>PLOT:602,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,2568.5010846444,357,"67,6265019604","68,9775284053",9.1695488722,261,295,116,"-1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,3202water_regimewatered,3339778,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,286.5985095556,67.6422702672,71.0439295548,267.4752387941,3701.1299923213,298.0571585778,124.5462935158,,,2013,17.2521376812,17.5065217391,16.7807617845,226.16,266.816,1224.884,-111.9712962685,-93.7203413598,32.3074397376,33.542215728,31.1176476499,,,,,,,,,,,,,,,,,
1425,3202water_regimerainfed,3339532,Mar13,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,349.4005026565,67.0819897949,68.5500924036,264.7243620145,2402.5078103594,293.4345609637,120.3773952613,,,2013,17.2521376812,17.5113636364,17.2951381462,226.16,264.582,1251.357,-185.7002265097,-168.3603952321,32.3074397376,33.4597674094,31.4035171712,,,,,,,,,,,,,,,,,
1426,428,3343337,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,428.0,,14.0,21.0,"REPLICATE>BLOCK>PLOT:428,REPLICATE>BLOCK:26,REPLICATE:2",watered,2970.3099432466,363,"71,6416376017","70,3112532024",10.782225094,263,294,112,"1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,100,3343082,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,100.0,,3.0,9.0,"REPLICATE>BLOCK>PLOT:100,REPLICATE>BLOCK:15,REPLICATE:1",watered,3814.8943788042,378,"70,3112532024","71,6416376017",14.4203007519,258,285,112,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,926,3342657,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,926.0,,13.0,16.0,"REPLICATE>BLOCK>PLOT:926,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2192.558884456,392,"70,3112532024","73,0115533369",8.5948308271,254,290,107,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,1128,3342870,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1128.0,,18.0,28.0,"REPLICATE>BLOCK>PLOT:1128,REPLICATE>BLOCK:18,REPLICATE:3",rainfed,2690.1138076791,394,"68,9775284053","74,4159683044",10.5990484023,263,294,114,"-5,43843989910",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,583,3342604,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,583.0,,12.0,6.0,"REPLICATE>BLOCK>PLOT:583,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,3100.3910910778,397,"70,3112532024","73,0115533369",12.3085526316,260,287,110,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,3203water_regimewatered,3339779,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,370.7612605017,70.996623053,71.0434481609,260.452881518,3531.6360823559,289.0809373758,112.4334991982,,,2013,17.2268171296,17.5457070707,16.7807617845,249.226,212.517,1238.775,-113.0048176407,-93.7203413598,32.4289390289,33.465797228,31.1176476499,,,,,,,,,,,,,,,,,
1432,3203water_regimerainfed,3339533,Mar13,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,394.2303113082,70.1384245784,73.4727574875,258.990113748,2632.151291926,290.4351422733,110.2974225128,,,2013,17.2268171296,17.7284722222,16.3131972503,249.226,290.642,1173.688,-193.3100775325,-166.0575356181,32.4289390289,33.7506319537,30.7507029932,,,,,,,,,,,,,,,,,
1433,321,3343551,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,321.0,,22.0,2.0,"REPLICATE>BLOCK>PLOT:321,REPLICATE>BLOCK:10,REPLICATE:2",watered,2603.4165519432,355,"71,6416376017","74,4159683044",9.2421287594,270,301,124,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,92,3343056,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,92.0,,2.0,14.0,"REPLICATE>BLOCK>PLOT:92,REPLICATE>BLOCK:14,REPLICATE:1",watered,3122.5474969203,354,"71,6416376017","74,4159683044",11.0538181391,270,305,126,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,943,3342740,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,943.0,,15.0,19.0,"REPLICATE>BLOCK>PLOT:943,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,1334.7963659148,375,"70,3112532024","77,4932705678",5.0054863722,250,282,111,"-7,18201736540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,1058,3342469,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1058.0,,8.0,28.0,"REPLICATE>BLOCK>PLOT:1058,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,3019.5650039277,402,"68,9775284053","73,0115533369",12.1386513158,252,279,118,"-4,03402493160",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,638,3342453,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,638.0,,8.0,14.0,"REPLICATE>BLOCK>PLOT:638,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,2357.1329116442,378,"70,3112532024","75,946557825",8.909962406,241,274,108,"-5,63530462260",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,3204water_regimewatered,3339780,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,355.0744637638,71.6501932216,74.4174291341,270.0009252455,2728.7939958781,303.3113004024,125.2415168196,,,2013,16.9321333333,18.1722222222,16.0356719978,281.656,261.307,1149.047,-106.4657210488,-97.3003596594,31.8481405452,34.4033387399,30.2902498374,,,,,,,,,,,,,,,,,
1439,3204water_regimerainfed,3339534,Mar13,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,386.3144482501,69.8215791936,75.3907902431,247.5686085448,2118.7385556874,278.505062505,112.6037834699,,,2013,16.9321333333,18.1722222222,16.0088069888,281.656,315.283,1149.047,-199.0391980144,-165.4726265575,31.8481405452,34.4033387399,30.1908740915,,,,,,,,,,,,,,,,,
1440,507,3342160,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,507.0,,1.0,3.0,"REPLICATE>BLOCK>PLOT:507,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2545.9800415673,369,"70,3112532024","74,4159683044",9.3946663534,219,245,72,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,314,3343511,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,314.0,,21.0,6.0,"REPLICATE>BLOCK>PLOT:314,REPLICATE>BLOCK:9,REPLICATE:2",watered,3418.7982625483,370,"70,3112532024","74,4159683044",12.6495535714,287,314,131,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,832,3342981,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,832.0,,23.0,6.0,"REPLICATE>BLOCK>PLOT:832,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,2396.7812050342,371,"68,9775284053","75,946557825",8.8920582707,216,246,67,"-6,96902941970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,1057,3342429,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1057.0,,7.0,28.0,"REPLICATE>BLOCK>PLOT:1057,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,3226.4979973776,367,"68,9775284053","73,0115533369",11.8412476504,216,245,71,"-4,03402493160",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,166,3343301,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,166.0,,12.0,10.0,"REPLICATE>BLOCK>PLOT:166,REPLICATE>BLOCK:24,REPLICATE:1",watered,3944.1666666667,375,"71,6416376017","73,0115533369",14.790625,271,306,121,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,3205water_regimewatered,3339781,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,371.7470403642,70.9455982941,73.699189256,278.3182346359,3752.5356058385,309.8942428739,125.9822271324,,,2013,17.3405902778,17.6851111111,16.3131972503,228.449,263.713,1173.688,-106.9566828403,-96.220338391,32.429509429,33.8095435848,30.7507029932,,,,,,,,,,,,,,,,,
1446,3205water_regimerainfed,3339535,Mar13,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,367.2224542638,69.3457587208,74.4961196954,217.238492974,2710.4237580876,245.2058912692,69.7921150058,,,2013,17.3405902778,17.8856837607,16.0356719978,228.449,315.283,1135.156,-192.8853573336,-164.7073222157,32.429509429,33.9267866768,30.2902498374,,,,,,,,,,,,,,,,,
1447,901,3342940,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,901.0,,21.0,12.0,"REPLICATE>BLOCK>PLOT:901,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2777.2683741875,369,"71,6416376017","73,0115533369",10.2481203008,237,260,98,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,1154,3342276,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1154.0,,3.0,34.0,"REPLICATE>BLOCK>PLOT:1154,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2626.7590428775,370,"71,6416376017","71,6416376017",9.7190084586,231,256,99,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,350,3343352,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,350.0,,14.0,8.0,"REPLICATE>BLOCK>PLOT:350,REPLICATE>BLOCK:14,REPLICATE:2",watered,4351.033116047,327,"71,6416376017","70,3112532024",14.2278782895,265,293,127,"1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,205,3343146,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,205.0,,6.0,20.0,"REPLICATE>BLOCK>PLOT:205,REPLICATE>BLOCK:30,REPLICATE:1",watered,4658.2846591171,326,"70,3112532024","71,6416376017",15.1860079887,260,295,121,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,548,3342400,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,548.0,,7.0,2.0,"REPLICATE>BLOCK>PLOT:548,REPLICATE>BLOCK:7,REPLICATE:1",rainfed,3631.4706493322,371,"70,3112532024","71,6416376017",13.472756109,230,260,95,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,3206water_regimewatered,3339782,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,326.0395373595,70.9126651078,71.0077429674,263.0002885052,4565.7777373973,294.3406863075,123.4513439761,,,2013,16.8291880342,17.964619883,16.7807617845,303.905,212.517,1224.884,-115.5730515346,-93.7203413598,31.7793814321,34.2416260822,31.1176476499,,,,,,,,,,,,,,,,,
1453,3206water_regimerainfed,3339536,Mar13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,369.1498989257,71.1532660832,72.1304030997,232.6611645664,2956.642236175,258.4886660041,97.3742121836,,,2013,16.8291880342,17.9969444444,16.5486349607,303.905,238.341,1199.06,-197.5417227735,-167.2929686522,31.7793814321,34.3369068605,30.938950204,,,,,,,,,,,,,,,,,
1454,370,3343423,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,370.0,,17.0,13.0,"REPLICATE>BLOCK>PLOT:370,REPLICATE>BLOCK:17,REPLICATE:2",watered,3963.951070859,330,"73,0115533369","71,6416376017",13.0810385338,265,300,141,"1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,70,3343263,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,70.0,,10.0,1.0,"REPLICATE>BLOCK>PLOT:70,REPLICATE>BLOCK:10,REPLICATE:1",watered,3556.3329043489,352,"71,6416376017","73,0115533369",12.5182918233,260,290,135,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,941,3342738,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,941.0,,15.0,17.0,"REPLICATE>BLOCK>PLOT:941,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2179.9257257728,360,"70,3112532024","75,946557825",7.8477326128,244,275,98,"-5,63530462260",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,1229,3342715,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1229.0,,14.0,32.0,"REPLICATE>BLOCK>PLOT:1229,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1037.5178703802,355,"71,6416376017","74,4159683044",3.6831884398,244,275,93,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,728,3342454,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,728.0,,8.0,15.0,"REPLICATE>BLOCK>PLOT:728,REPLICATE>BLOCK:32,REPLICATE:1",rainfed,2798.0567226891,357,"70,3112532024","74,4159683044",9.9890625,245,280,100,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,3207water_regimewatered,3339783,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,341.3765487754,72.3202643765,72.2809054108,262.4596913489,3731.9376812009,295.3965467084,137.9832041194,,,2013,17.0269907407,17.675,16.5486349607,266.271,211.294,1212.951,-110.8681214361,-94.9980633243,32.0990879072,33.7556338487,30.938950204,,,,,,,,,,,,,,,,,
1460,3207water_regimerainfed,3339537,Mar13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,357.4391136206,70.6503600963,74.9527975896,243.842497922,2068.2086676831,276.6926512712,97.0632440599,,,2013,17.0269907407,18.0256944444,16.0088069888,266.271,288.354,1162.938,-197.0504480139,-165.4726265575,32.0990879072,34.0459247865,30.1908740915,,,,,,,,,,,,,,,,,
1461,1094,3342665,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1094.0,,13.0,23.0,"REPLICATE>BLOCK>PLOT:1094,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,1812.7959916024,231,"59,361480481","66,1421419741",4.1875587406,220,249,85,"-6,78066149310",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,480,3343525,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,480.0,,21.0,18.0,"REPLICATE>BLOCK>PLOT:480,REPLICATE>BLOCK:33,REPLICATE:2",watered,2795.6899722131,230,"61,8704482889","59,361480481",6.4300869361,227,258,94,"2,50896780790",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,104,3343086,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,104.0,,3.0,13.0,"REPLICATE>BLOCK>PLOT:104,REPLICATE>BLOCK:15,REPLICATE:1",watered,2344.8434397683,231,"60,6154467353","60,6154467353",5.4165883459,236,266,94,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,877,3342853,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,877.0,,18.0,13.0,"REPLICATE>BLOCK>PLOT:877,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,3195.6756237184,220,"59,361480481","64,6062487951",7.0304863722,223,259,85,"-5,24476831410",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,663,3342571,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,663.0,,11.0,12.0,"REPLICATE>BLOCK>PLOT:663,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,3682.5466522641,221,"60,6154467353","63,2119003379",8.1384281015,223,251,81,"-2,59645360260",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,3208water_regimewatered,3339784,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,231.4836107159,61.1511426178,60.0375398799,231.9952571755,2571.868540237,262.8774129947,93.4410734045,,,2013,17.3197101449,16.4432098765,18.5728251263,189.636,213.98,1380.189,-102.0245879056,-99.5607201407,32.3321347715,32.7386036291,33.1802461094,,,,,,,,,,,,,,,,,
1467,3208water_regimerainfed,3339538,Mar13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,222.8110509239,59.9886054083,64.6257275823,221.8731361421,2786.960268698,253.0476694135,83.7713717336,,,2013,17.3197101449,16.9899470899,18.0424808693,189.636,307.099,1309.616,-174.9491742242,-171.1411392771,32.3321347715,33.3103966508,32.1609874425,,,,,,,,,,,,,,,,,
1468,344,3343345,Mar13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,344.0,,14.0,14.0,"REPLICATE>BLOCK>PLOT:344,REPLICATE>BLOCK:14,REPLICATE:2",watered,3481.0901968223,327,"68,9775284053","71,6416376017",11.3831649436,241,272,99,"-2,66410919640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,40,3343165,Mar13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,40.0,,6.0,3.0,"REPLICATE>BLOCK>PLOT:40,REPLICATE>BLOCK:6,REPLICATE:1",watered,4150.3578658184,325,"70,3112532024","70,3112532024",13.4886630639,247,279,96,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,813,3342927,Mar13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,813.0,,21.0,1.0,"REPLICATE>BLOCK>PLOT:813,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,4082.0426494318,219,"68,9775284053","74,4159683044",8.9396734023,206,236,91,"-5,43843989910",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,1164,3342352,Mar13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1164.0,,5.0,30.0,"REPLICATE>BLOCK>PLOT:1164,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,4108.007990688,239,"70,3112532024","73,0115533369",9.8181390977,203,234,101,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,599,3342210,Mar13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,599.0,,2.0,11.0,"REPLICATE>BLOCK>PLOT:599,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,3666.5488563847,238,"70,3112532024","73,0115533369",8.7263862782,213,245,91,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,3209water_regimewatered,3339785,Mar13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,325.7649301217,69.5430686065,71.0196407117,244.2868336961,3854.8783043828,276.1211640578,97.1119350133,,,2013,17.0717628205,17.7791666667,16.7807617845,284.731,239.446,1238.775,-114.6602861736,-93.7203413598,32.0727221748,34.0325649583,31.1176476499,,,,,,,,,,,,,,,,,
